experiment,variant,dataset,stage,method,auroc_mean,auroc_std,ap_mean,ap_std,auroc[decouple]_mean,auroc[decouple]_std,auroc[desync]_mean,auroc[desync]_std,auroc[drift]_mean,auroc[drift]_std,auroc[offset]_mean,auroc[offset]_std,auroc[organic]_mean,auroc[organic]_std,auroc[spike]_mean,auroc[spike]_std,fit_s_mean,fit_s_std,params_mean,params_std,train_nll_mean,train_nll_std,n_seeds,seeds,axis:dataset.subset,dead_mean,dead_std,axis:model.vtree,axis:model.leaf_components,axis:model.K,rmse_mean,rmse_std,mae_mean,mae_std,nasa_mean,nasa_std,crps_mean,crps_std,picp_mean,picp_std,mpiw_mean,mpiw_std,interval_score_mean,interval_score_std,calib_err_mean,calib_err_std,pred_sd_mean,pred_sd_std,axis:eval.alpha,diag_q_hat_mean,diag_q_hat_std,diag_raw_cal_coverage_mean,diag_raw_cal_coverage_std,diag_n_cal_mean,diag_n_cal_std,diag_frac_clipped_lo_mean,diag_frac_clipped_lo_std,diag_frac_clipped_hi_mean,diag_frac_clipped_hi_std,diag_frac_full_range_mean,diag_frac_full_range_std,diag_pit_mean_mean,diag_pit_mean_std,diag_pit_sd_mean,diag_pit_sd_std,diag_lo_level_mean,diag_lo_level_std,diag_hi_level_mean,diag_hi_level_std,alpha_mean,alpha_std,picp_edge_mean,picp_edge_std,mpiw_edge_mean,mpiw_edge_std,interval_score_edge_mean,interval_score_edge_std,pit_mean_mean,pit_mean_std,pit_var_mean,pit_var_std,pit_ks_mean,pit_ks_std,pit_var_target_mean,pit_var_target_std,loc_auroc_mean,loc_auroc_std,prec_at_k_mean,prec_at_k_std,n_windows_mean,n_windows_std,loc_auroc[spike]_mean,loc_auroc[spike]_std,loc_auroc[offset]_mean,loc_auroc[offset]_std,loc_auroc[drift]_mean,loc_auroc[drift]_std,loc_auroc[decouple]_mean,loc_auroc[decouple]_std,loc_auroc[desync]_mean,loc_auroc[desync]_std,deletion_auc_mean,deletion_auc_std,max_residual_nats_mean,max_residual_nats_std,mean_residual_nats_mean,mean_residual_nats_std,axis:eval.shap_samples,censored_frac_mean,censored_frac_std,axis:dataset.censor_frac,train_rows_mean,train_rows_std,n_dead_mean,n_dead_std,crps_full_mean,crps_full_std,crps_exact_marginal_mean,crps_exact_marginal_std,crps_imputed_mean,crps_imputed_std,rmse_full_mean,rmse_full_std,rmse_exact_marginal_mean,rmse_exact_marginal_std,rmse_imputed_mean,rmse_imputed_std,picp_exact_marginal_mean,picp_exact_marginal_std,picp_exact_marginal_edge_mean,picp_exact_marginal_edge_std,picp_imputed_mean,picp_imputed_std,picp_imputed_edge_mean,picp_imputed_edge_std,marginal_pit_mean_mean,marginal_pit_mean_std,marginal_pit_var_mean,marginal_pit_var_std,marginal_pit_ks_mean,marginal_pit_ks_std,marginal_pit_var_target_mean,marginal_pit_var_target_std,d_mean,d_std,K_mean,K_std,dag_build_s_mean,dag_build_s_std,dag_leaves_mean,dag_leaves_std,dag_nodes_mean,dag_nodes_std,dag_params_mean,dag_params_std,dag_fwd_s_mean,dag_fwd_s_std,dag_logp_mean,dag_logp_std,tree_leaves_predicted_mean,tree_leaves_predicted_std,tree_build_s_mean,tree_build_s_std,tree_leaves_mean,tree_leaves_std,tree_nodes_mean,tree_nodes_std,tree_params_mean,tree_params_std,tree_fwd_s_mean,tree_fwd_s_std
cmapss_structure,vtree-orc_rg,cmapss:FD001,ad,PC · structural-only score,0.7277023096918699,0.006821961361514372,0.581839828480693,0.004176732496374475,0.49519440990308655,0.035648834522426856,0.8188206227404485,0.026309909812130508,0.9706667364967533,0.0071582558274821285,0.9595974531650645,0.016233179568859953,0.296704569108107,0.05838197202273228,0.5834886877997172,0.035738337458806835,,,,,,,3,"[0, 1, 2]",,,,orc_rg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_structure,vtree-time,cmapss:FD001,ad,"RegionGraphPC [time, K=8]",0.8327859253886256,0.007594220171964355,0.6911857182796816,0.006180273385044327,0.5054852804346778,0.04628277338339985,0.6779703287384314,0.028777217331385094,0.997523743298394,0.0016603180847617638,0.9983159873338089,0.0001648013619962032,0.999767678663945,2.3983246648790477e-05,0.9022386131354398,0.01500957976700913,224.65691757202148,3.1449606133384207,157440.0,0.0,72.43942896525066,13.291304131703148,3,"[0, 1, 2]",,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_structure,vtree-time,cmapss:FD001,ad,PC · structural-only score,0.7304862377958309,0.00633254332995728,0.5295081884395918,0.003554403076731847,0.48200940010771126,0.019878901241064624,0.7631108142332396,0.006662775031857714,0.948965488505897,0.006007363691770297,0.9540292932617577,0.009219505219064002,0.6844718275975853,0.004059520515231296,0.5363099203824624,0.0355635227196661,,,,,,,3,"[0, 1, 2]",,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_structure,vtree-chow_liu,cmapss:FD001,ad,"RegionGraphPC [chow_liu, K=8]",0.851189012672091,0.007510543443538034,0.7352111482530027,0.004079735959024755,0.5121857912342427,0.05510435297562376,0.7198688306422705,0.04267323772928607,0.9993844386999396,0.000327730894844837,0.9995057262235852,0.00012721854904417697,1.0,0.0,0.9444688943171746,0.006227296232439231,268.3305246035258,6.077086841148592,157440.0,0.0,68.22840627034505,4.310218999622001,3,"[0, 1, 2]",,,,chow_liu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_structure,vtree-chow_liu,cmapss:FD001,ad,PC · structural-only score,0.7240317044612706,0.006954965529978431,0.5784539653787598,0.005266193775195583,0.4905894541581497,0.02352541728204567,0.8142791446508412,0.02162193036320844,0.9724712423783247,0.007949087272407384,0.9626317381280911,0.01596815446512993,0.26383053216660857,0.011988036892741577,0.5826181362388795,0.02105365666736605,,,,,,,3,"[0, 1, 2]",,,,chow_liu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_structure,vtree-random,cmapss:FD001,ad,"RegionGraphPC [random, K=8]",0.8348496234764181,0.006585795963178723,0.6943372876500935,0.007046377955002916,0.5137663457433718,0.044665725997153405,0.6786917007567178,0.03261765002185013,0.9980166515006825,0.0010550843461989356,0.9984188020139705,0.00030876745651615744,0.9998378820742365,2.799897764829367e-05,0.9034302478568453,0.006445994613356381,235.2107720375061,0.036806818999236116,157440.0,0.0,64.12461980183919,19.539755829220983,3,"[0, 1, 2]",,,,random,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_structure,vtree-random,cmapss:FD001,ad,PC · structural-only score,0.742466220117123,0.004340365141737167,0.5663249944642267,0.005703091950385942,0.49581596419907475,0.02598110527226663,0.7821516166029955,0.015695535911831985,0.9616184256114475,0.006130567904460481,0.960720857215534,0.014222552865610456,0.687715402231802,0.0184866776119445,0.5470179175359801,0.017521786200917964,,,,,,,3,"[0, 1, 2]",,,,random,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_calibration,subset-FD001_alpha-0.1,cmapss:FD001,calibration,SurvivalPC (raw exact predictive),,,,,,,,,,,,,,,,,,,,,,,3,"[0, 1, 2]",FD001,,,,,,19.173848614579,0.5583180426536083,14.655029389671043,0.8319512940339718,108362.86322661948,4435.4481931104065,7.974497647401479,0.32177527925355826,0.38068148148148157,0.01254604031445843,51.06992592592593,3.2961441096786905,90.06192592592593,0.6869336170538524,0.21260444444444446,0.012208570962167173,21.160301844278973,0.7019925792191276,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_calibration,subset-FD001_alpha-0.1,cmapss:FD001,calibration,SurvivalPC + split conformal (cqr),,,,,,,,,,,,,,,,,,,,,,,3,"[0, 1, 2]",FD001,,,,,,19.173848614579,0.5583180426536083,14.655029389671043,0.8319512940339718,,,7.974497645796905,0.32177528473137235,0.9568592592592592,0.009802527598793246,56.06992592592593,3.2961441096786905,64.80829629629629,1.2343445170742535,,,,,0.1,2.5,0.0,0.5816918526883831,0.04785175184866732,1693.6666666666667,416.1938650837291,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_calibration,subset-FD001_alpha-0.1,cmapss:FD001,calibration,SurvivalPC + split conformal (pit),,,,,,,,,,,,,,,,,,,,,,,3,"[0, 1, 2]",FD001,,,,,,19.173848614579,0.5583180426536083,14.655029389671043,0.8319512940339718,,,7.974497645796905,0.32177528473137235,0.39383703703703704,0.005509199190459952,56.9362962962963,1.4370343489856499,91.51585185185185,0.13999741326240867,,,,,0.1,,,,,1693.6666666666667,416.1938650837291,0.0,0.0,0.0,0.0,0.0,0.0,0.5777960793557565,0.049344067453180054,0.36571452471129257,0.007240355310111805,0.04369206975231691,0.007520263657862737,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_calibration,subset-FD001_alpha-0.1,cmapss:FD001,calibration,quantile reg. + conformal (CQR),,,,,,,,,,,,,,,,,,,,,,,3,"[0, 1, 2]",FD001,,,,,,19.51622634662149,0.7128877087104946,,,,,,,0.8276148148148148,0.02924989254667045,56.05543488725733,2.406846394922195,88.78587882759659,3.8973103790429624,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_calibration,subset-FD002,cmapss:FD002,calibration,SurvivalPC (raw exact predictive) · a=0.10,,,,,,,,,,,,,,,,,,,,,,,5,"[0, 1, 2, 3, 4]",FD002,,,,,,30.35061190389107,0.36592786166863944,25.511740333611478,0.43687943655386197,1156042.9864320427,89609.17840828853,13.676572195672401,0.19592076093752037,0.4206726488115624,0.0014076264930926242,91.26590862387835,0.7895263851791707,123.28344407151175,0.4369388583964343,0.22176998424549624,0.005141301300312115,16.23214511871338,0.5126630216559668,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,0.9850263716692924,0.0009411912617202652,96.26590862387835,0.7895263851791707,99.78505377080621,0.5015856290634336,0.554766503008627,0.010589935673221352,0.0716946172757197,0.0012255805342117768,0.09114401035208683,0.013127683024714187,0.08333333333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_calibration,subset-FD002,cmapss:FD002,calibration,SurvivalPC + split conformal (cqr) · a=0.10,,,,,,,,,,,,,,,,,,,,,,,5,"[0, 1, 2, 3, 4]",FD002,,,,,,30.35061190389107,0.36592786166863944,25.511740333611478,0.43687943655386197,,,13.676572204617372,0.19592075532257106,0.9850263716692924,0.0009411912617202652,96.26590862387835,0.7895263851791707,99.78505377080621,0.5015856290634336,,,,,,2.5,0.0,0.5793184534600817,0.02249910851149998,4758.0,238.08926897279517,0.0,0.0,0.0,0.0,0.05231865196246319,0.01179888009439294,,,,,,,,,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_calibration,subset-FD002,cmapss:FD002,calibration,SurvivalPC + split conformal (pit) · a=0.10,,,,,,,,,,,,,,,,,,,,,,,5,"[0, 1, 2, 3, 4]",FD002,,,,,,30.35061190389107,0.36592786166863944,25.511740333611478,0.43687943655386197,,,13.676572204617372,0.19592075532257106,0.4278238235495582,0.0017746097584449788,96.80471265155147,1.5109353716659932,126.58291663812591,1.0086206511071292,,,,,,,,,,4758.0,238.08926897279517,0.0,0.0,0.0,0.0,0.0,0.0,0.5269338702587005,0.019550397096826752,0.37644310135717124,0.00499951771652975,0.03566185907876206,0.003188349636506408,1.0,0.0,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_calibration,subset-FD002,cmapss:FD002,calibration,quantile reg. + conformal (CQR) · a=0.10,,,,,,,,,,,,,,,,,,,,,,,5,"[0, 1, 2, 3, 4]",FD002,,,,,,19.146837292961617,0.4105928848312076,,,,,,,0.8581957668333449,0.016759267847779025,54.174091472863516,2.3316213353996047,76.62176831459882,1.9670070998733502,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_calibration,subset-FD002,cmapss:FD002,calibration,SurvivalPC (raw exact predictive) · a=0.20,,,,,,,,,,,,,,,,,,,,,,,5,"[0, 1, 2, 3, 4]",FD002,,,,,,30.35061190389107,0.36592786166863944,25.511740333611478,0.43687943655386197,1156042.9864320427,89609.17840828853,13.676572195672401,0.19592076093752037,0.4206726488115624,0.0014076264930926242,91.26590862387835,0.7895263851791707,107.27467634769505,0.6057252906378192,0.22176998424549624,0.005141301300312115,16.23214511871338,0.5126630216559668,,,,,,,,,,,,,,,,,,,,,,0.2,0.0,0.9850263716692924,0.0009411912617202652,96.26590862387835,0.7895263851791707,98.0254811973423,0.6395087742993112,0.554766503008627,0.010589935673221352,0.0716946172757197,0.0012255805342117768,0.09114401035208683,0.013127683024714187,0.08333333333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_calibration,subset-FD002,cmapss:FD002,calibration,SurvivalPC + split conformal (cqr) · a=0.20,,,,,,,,,,,,,,,,,,,,,,,5,"[0, 1, 2, 3, 4]",FD002,,,,,,30.35061190389107,0.36592786166863944,25.511740333611478,0.43687943655386197,,,13.676572204617372,0.19592075532257106,0.9850263716692924,0.0009411912617202652,96.26590862387835,0.7895263851791707,98.0254811973423,0.6395087742993112,,,,,,2.5,0.0,0.5793184534600817,0.02249910851149998,4758.0,238.08926897279517,0.0,0.0,0.0,0.0,0.05231865196246319,0.01179888009439294,,,,,,,,,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_calibration,subset-FD002,cmapss:FD002,calibration,SurvivalPC + split conformal (pit) · a=0.20,,,,,,,,,,,,,,,,,,,,,,,5,"[0, 1, 2, 3, 4]",FD002,,,,,,30.35061190389107,0.36592786166863944,25.511740333611478,0.43687943655386197,,,13.676572204617372,0.19592075532257106,0.40793205014042055,0.0038225846746442007,84.40954859921912,1.752710600359031,102.24227686827865,1.0415847254003165,,,,,,,,,,4758.0,238.08926897279517,0.0,0.0,0.0,0.0,0.0,0.0,0.5269338702587005,0.019550397096826752,0.37644310135717124,0.00499951771652975,0.07276120226422791,0.004891832602766941,1.0,0.0,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_calibration,subset-FD002,cmapss:FD002,calibration,quantile reg. + conformal (CQR) · a=0.20,,,,,,,,,,,,,,,,,,,,,,,5,"[0, 1, 2, 3, 4]",FD002,,,,,,19.30252506689694,0.2731533317322718,,,,,,,0.7455031166518256,0.004305730998271978,41.55868585131758,1.6332794221461917,65.6146793071387,1.030710528167475,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_calibration,subset-FD001,cmapss:FD001,calibration,SurvivalPC (raw exact predictive) · a=0.10,,,,,,,,,,,,,,,,,,,,,,,5,"[0, 1, 2, 3, 4]",FD001,,,,,,25.472654765937527,0.3046690828386254,20.27434239134047,0.4380039527767872,218846.6792755806,13809.161742644084,11.073656006522015,0.13524114199943668,0.39925333333333335,0.004665438991955024,68.67057777777778,1.6895724464644482,104.97919999999999,0.5485782656834368,0.21639466666666665,0.00742948839273458,18.311203384399413,0.6564626675838071,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,0.9701688888888889,0.004284038708312636,73.67057777777778,1.6895724464644482,80.53564444444444,0.7402650442932356,0.526016023565816,0.013566534861141687,0.07901850306318661,0.002333332112819628,0.044973945095896244,0.02131116858546693,0.08333333333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_calibration,subset-FD001,cmapss:FD001,calibration,SurvivalPC + split conformal (cqr) · a=0.10,,,,,,,,,,,,,,,,,,,,,,,5,"[0, 1, 2, 3, 4]",FD001,,,,,,25.472654765937527,0.3046690828386254,20.27434239134047,0.4380039527767872,,,11.07365600547443,0.1352411485457316,0.9701688888888889,0.004284038708312636,73.67057777777778,1.6895724464644482,80.53564444444444,0.7402650442932356,,,,,,2.5,0.0,0.5905878741485783,0.03597556661462999,1716.2,312.026761672777,0.0,0.0,0.0,0.0,0.006719999999999999,0.003004917779939666,,,,,,,,,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_calibration,subset-FD001,cmapss:FD001,calibration,SurvivalPC + split conformal (pit) · a=0.10,,,,,,,,,,,,,,,,,,,,,,,5,"[0, 1, 2, 3, 4]",FD001,,,,,,25.472654765937527,0.3046690828386254,20.27434239134047,0.4380039527767872,,,11.07365600547443,0.1352411485457316,0.41102222222222223,0.0054054385050704866,74.37457777777777,2.1876040086737425,106.78097777777778,0.8891907487453548,,,,,,,,,,1716.2,312.026761672777,0.0,0.0,0.0,0.0,0.0,0.0,0.5201806018226828,0.03617810662658133,0.37472852185357586,0.0101777032290862,0.03474962834955659,0.0059368920683493575,1.0,0.0,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_calibration,subset-FD001,cmapss:FD001,calibration,quantile reg. + conformal (CQR) · a=0.10,,,,,,,,,,,,,,,,,,,,,,,5,"[0, 1, 2, 3, 4]",FD001,,,,,,17.604809096173458,0.29150227541752016,,,,,,,0.8545422222222221,0.019701435681219664,50.77079012214661,2.550278430452335,72.00978853116354,1.7964763989001842,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_calibration,subset-FD001,cmapss:FD001,calibration,SurvivalPC (raw exact predictive) · a=0.20,,,,,,,,,,,,,,,,,,,,,,,5,"[0, 1, 2, 3, 4]",FD001,,,,,,25.472654765937527,0.3046690828386254,20.27434239134047,0.4380039527767872,218846.6792755806,13809.161742644084,11.073656006522015,0.13524114199943668,0.39925333333333335,0.004665438991955024,68.67057777777778,1.6895724464644482,86.82488888888888,1.071911733974441,0.21639466666666665,0.00742948839273458,18.311203384399413,0.6564626675838071,,,,,,,,,,,,,,,,,,,,,,0.2,0.0,0.9701688888888889,0.004284038708312636,73.67057777777778,1.6895724464644482,77.1031111111111,1.1842485558257212,0.526016023565816,0.013566534861141687,0.07901850306318661,0.002333332112819628,0.044973945095896244,0.02131116858546693,0.08333333333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_calibration,subset-FD001,cmapss:FD001,calibration,SurvivalPC + split conformal (cqr) · a=0.20,,,,,,,,,,,,,,,,,,,,,,,5,"[0, 1, 2, 3, 4]",FD001,,,,,,25.472654765937527,0.3046690828386254,20.27434239134047,0.4380039527767872,,,11.07365600547443,0.1352411485457316,0.9701688888888889,0.004284038708312636,73.67057777777778,1.6895724464644482,77.1031111111111,1.1842485558257212,,,,,,2.5,0.0,0.5905878741485783,0.03597556661462999,1716.2,312.026761672777,0.0,0.0,0.0,0.0,0.006719999999999999,0.003004917779939666,,,,,,,,,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_calibration,subset-FD001,cmapss:FD001,calibration,SurvivalPC + split conformal (pit) · a=0.20,,,,,,,,,,,,,,,,,,,,,,,5,"[0, 1, 2, 3, 4]",FD001,,,,,,25.472654765937527,0.3046690828386254,20.27434239134047,0.4380039527767872,,,11.07365600547443,0.1352411485457316,0.38673777777777774,0.009263740545205738,64.98222222222223,2.612408075055904,84.71377777777778,1.2752763147696045,,,,,,,,,,1716.2,312.026761672777,0.0,0.0,0.0,0.0,0.0,0.0,0.5201806018226828,0.03617810662658133,0.37472852185357586,0.0101777032290862,0.0666829339196156,0.010599811669239859,1.0,0.0,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_calibration,subset-FD001,cmapss:FD001,calibration,quantile reg. + conformal (CQR) · a=0.20,,,,,,,,,,,,,,,,,,,,,,,5,"[0, 1, 2, 3, 4]",FD001,,,,,,17.47583701910011,0.39610638342914856,,,,,,,0.7465244444444444,0.028801755776383994,39.29635853322347,1.112091657045949,59.4162009528266,1.886003783917459,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smoke,default,synthetic,calibration,SurvivalPC (raw exact predictive),,,,,,,,,,,,,,,,,,,,,,,1,[0],,,,,,,32.137724409320725,0.0,26.807089365151032,0.0,35064.109565821156,0.0,16.465634030300276,0.0,0.5542168674698795,0.0,86.92770654226403,0.0,137.2021750829306,0.0,0.13032128514056224,0.0,24.638507843017578,0.0,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,0.9759036144578314,0.0,97.7610451878314,0.0,104.01271790960227,0.0,0.36993439807986445,0.0,0.07841742596638976,0.0,0.25453685566104534,0.0,0.08333333333333333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smoke,default,synthetic,calibration,SurvivalPC + split conformal (cqr),,,,,,,,,,,,,,,,,,,,,,,1,[0],,,,,,,32.137724409320725,0.0,26.807089365151032,0.0,,,16.46563407046126,0.0,0.9759036144578314,0.0,97.76104907912901,0.0,104.0127201922926,0.0,,,,,,5.4166717529296875,0.0,0.5625,0.0,256.0,0.0,0.18473895582329317,0.0,0.0,0.0,0.18473895582329317,0.0,,,,,,,,,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smoke,default,synthetic,calibration,SurvivalPC + split conformal (pit),,,,,,,,,,,,,,,,,,,,,,,1,[0],,,,,,,32.137724409320725,0.0,26.807089365151032,0.0,,,16.46563407046126,0.0,0.5502008032128514,0.0,85.75300762835276,0.0,136.10110380946392,0.0,,,,,,,,,,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5248982759106113,0.0,0.38865281362766113,0.0,0.05335663368459791,0.0,1.0,0.0,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smoke,default,synthetic,calibration,quantile reg. + conformal (CQR),,,,,,,,,,,,,,,,,,,,,,,1,[0],,,,,,,47.13355020066506,0.0,,,,,,,0.9397590361445783,0.0,210.9743838635793,0.0,229.68140739226436,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_explain,subset-FD004,cmapss:FD004,explain,PC conditional (exact),,,,,,,,,,,,,,,,,,,,,,,3,"[0, 1, 2]",FD004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8434499136111304,0.016489741260489757,0.5358521979057137,0.015916851736307573,221.0,8.888194417315589,0.9690185780814908,0.0009416354977337887,0.9233328954078489,0.02284308452904683,0.9112158844793186,0.011740157195009676,0.5754844427781299,0.06566287960609021,0.5568682392582219,0.006471203816959203,0.05875153957574555,0.006720995320464379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
