experiment,variant,dataset,stage,method,auroc_mean,auroc_std,ap_mean,ap_std,auroc[decouple]_mean,auroc[decouple]_std,auroc[desync]_mean,auroc[desync]_std,auroc[drift]_mean,auroc[drift]_std,auroc[offset]_mean,auroc[offset]_std,auroc[organic]_mean,auroc[organic]_std,auroc[spike]_mean,auroc[spike]_std,fit_s_mean,fit_s_std,params_mean,params_std,train_nll_mean,train_nll_std,n_seeds,seeds,axis:dataset.subset,dead_mean,dead_std
cmapss_ad,subset-FD004,cmapss:FD004,ad,diagonal Gaussian,0.7695780474711645,0.007379644323406521,0.5860584148564275,0.009008341032276263,0.5137255909766213,0.011881950114603263,0.515578414191841,0.01807997251385552,0.9780499828965544,0.003093667966606497,0.9651909324135532,0.003510205468659895,0.981820724241489,0.0006427152184797347,0.7801998600090506,0.016715771007260925,0.3862626552581787,0.022668327431149497,,,,,3,"[0, 1, 2]",FD004,,
cmapss_ad,subset-FD004,cmapss:FD004,ad,PCA reconstruction,0.7272855821708685,0.004506683409866736,0.34062799925324105,0.008051253086075223,0.5015336093008186,0.02611799705442678,0.5821688245910825,0.008584501397679035,0.9308355668247907,0.0025603491938957948,0.9129346333685232,0.002983881372922521,0.8215810889784775,0.004436391824377479,0.6639290976779836,0.01809918155651686,0.9737844467163086,0.5490023270139845,,,,,3,"[0, 1, 2]",FD004,,
cmapss_ad,subset-FD004,cmapss:FD004,ad,1-NN distance,0.8056525082157644,0.0038167769968835996,0.5731820040821107,0.008816513879051921,0.4925075939894541,0.020884136160186088,0.6188024131484618,0.005691869743831241,0.9923366408419073,0.0008306869100817155,0.9922581357702863,0.00023595940903953854,0.9568936688459257,0.0019387566678128751,0.8581259871055894,0.008821252351772007,0.9291474024454752,0.028466711936390766,,,,,3,"[0, 1, 2]",FD004,,
cmapss_ad,subset-FD004,cmapss:FD004,ad,Mahalanobis,0.8500753141256921,0.004267514345734365,0.6966316722068772,0.006999868744748624,0.5482801115201492,0.010720553244993571,0.7173673463295249,0.01538525598086131,0.9974025948023325,0.0002232309933869153,0.9957422747240224,0.000979627395949246,0.9675331882141659,0.001513840289048868,0.9309823156903992,0.0029152922742395368,1.7585724194844563,0.005977503289938151,,,,,3,"[0, 1, 2]",FD004,,
cmapss_ad,subset-FD004,cmapss:FD004,ad,Isolation Forest,0.6751759012891366,0.008086756962303165,0.26914595532021074,0.01419995165602153,0.5160903172309258,0.0167874532740147,0.5233540800437408,0.008802630781481618,0.8481921938875218,0.013590619582739157,0.8515528483363376,0.010989251064562921,0.9824885049314465,0.0009097924355840149,0.5100701211896194,0.030487149371760735,0.5617968241373698,0.016315796755208518,,,,,3,"[0, 1, 2]",FD004,,
cmapss_ad,subset-FD004,cmapss:FD004,ad,GMM (8 comp.),0.8816831943915507,0.0035462297389333383,0.7394604818404381,0.005746873808702403,0.6308168162300872,0.008635500995387518,0.8043796521027642,0.01686707249610824,0.9980128721635658,0.0003154204231664491,0.9972248663326965,0.0002429347313964737,0.9742253148927804,0.004495871124835416,0.9306835266487479,0.004029380670599026,43.963318268458046,8.901476774449753,,,,,3,"[0, 1, 2]",FD004,,
cmapss_ad,subset-FD004,cmapss:FD004,ad,conv autoencoder,0.8389466717532459,0.009872438935264299,0.7062843059321748,0.0159091670589082,0.5380641178347058,0.01689625367050972,0.6904675239424294,0.035173817717791094,0.9969099126230793,0.0010924414569005586,0.9904125146023598,0.003437384875357576,0.9814678658523547,0.008158346268124209,0.9101328573151876,0.01128707482939625,3.026970386505127,0.01442865125717018,,,,,3,"[0, 1, 2]",FD004,,
cmapss_ad,subset-FD004,cmapss:FD004,ad,Deep SVDD,0.7748403075282834,0.008644414003220153,0.5873752695821186,0.015091783973482433,0.4960996853318171,0.015969612546395666,0.6039415160176145,0.016279640377741888,0.9873426667411819,0.004189560359909873,0.972769967154201,0.013363786540763593,0.9825257463956562,0.003376824178626818,0.7212055263940963,0.032227441504689154,0.4001193046569824,0.014177793060513472,,,,,3,"[0, 1, 2]",FD004,,
cmapss_ad,subset-FD004,cmapss:FD004,ad,PC · 3 dead (exact marginal),0.7717385639041411,0.008946754013416878,0.577446527102609,0.013635750580765094,0.5462632201742713,0.01650959200925762,0.5592014721144964,0.02319334626626668,0.9661899799856587,0.007728433749916951,0.9504557035702866,0.0021492769509194936,0.9784780136864465,0.002024433011853604,0.7461634812084775,0.022407504034950426,,,,,,,3,"[0, 1, 2]",FD004,3.0,0.0
cmapss_ad,subset-FD004,cmapss:FD004,ad,PC · 3 dead (mean-imputed),0.7284460973202739,0.01060893696018145,0.5253046541939692,0.02557321634107749,0.5158942348224217,0.007262173944421255,0.5050003270190223,0.023734127703501293,0.9411956736409391,0.0011979481386463814,0.9107871581749011,0.011646361654051089,0.8903815886164749,0.06463831034854078,0.6982731513116174,0.0029208228588937534,,,,,,,3,"[0, 1, 2]",FD004,3.0,0.0
cmapss_ad,subset-FD004,cmapss:FD004,ad,z-score (per channel) · 3 dead (imputed),0.7839349571576285,0.00534090761572087,0.5611991457833598,0.008503695200391155,0.5111531301207194,0.010519146658366592,0.5152621187644745,0.0077302650031560215,0.966783465890221,0.00796726517874788,0.9409578152390088,0.0012296087326354329,0.9476637854192284,0.00353609483993775,0.9067106323573874,0.0011620276804576747,,,,,,,3,"[0, 1, 2]",FD004,3.0,0.0
cmapss_ad,subset-FD004,cmapss:FD004,ad,moving-average residual · 3 dead (imputed),0.7630205267475937,0.0062249928346339144,0.5518087078699057,0.014507271311686595,0.5048320685015696,0.008830223277170717,0.5030940379986909,0.0038602177215541476,0.9200048246223081,0.014881002705621092,0.8767463681447424,0.01206045870135476,0.9084837317679394,0.0050083172620368635,0.9376285213762046,0.006201270811656535,,,,,,,3,"[0, 1, 2]",FD004,3.0,0.0
cmapss_ad,subset-FD004,cmapss:FD004,ad,diagonal Gaussian · 3 dead (imputed),0.758826794696651,0.009517193516351266,0.5607135051203699,0.012971221701324271,0.5141068603174297,0.012991680183514907,0.5153043147570752,0.021041331265161493,0.965618458411791,0.00787596236494932,0.9503606532481018,0.002307473392172323,0.9792195272795858,0.0008022619954413273,0.75118790781284,0.02169335386951043,,,,,,,3,"[0, 1, 2]",FD004,3.0,0.0
cmapss_ad,subset-FD004,cmapss:FD004,ad,PC · structural-only score,0.7585046743590788,0.007121794987711111,0.6047707902202448,0.01103323792208187,0.57430401291347,0.006923530714567899,0.5976775092422922,0.0053125443091308865,0.9568453237226354,0.006405386925202543,0.9186012911468002,0.019962680412941167,0.8793447758845181,0.018917184480740843,0.692807860063391,0.019831509675238425,,,,,,,3,"[0, 1, 2]",FD004,,
cmapss_ad,subset-FD002,cmapss:FD002,ad,"RegionGraphPC [chain, K=8]",0.8483001057309396,0.0017567977095006532,0.75093070562716,0.0019874794217599333,0.6243266936752833,0.0109246241951655,0.6849193269991027,0.008881745015615193,0.9892713873096225,0.0037274292903650558,0.9853812045334872,0.00411323527970795,0.9978522114608461,0.00014025050164659662,0.8388848397086338,0.011253768120905786,18.060335636138916,0.08760243832642246,17280.0,0.0,-95.09915669759114,2.93866134882082,3,"[0, 1, 2]",FD002,,
cmapss_ad,subset-FD002,cmapss:FD002,ad,z-score (per channel),0.8000032346940857,0.00336251259917072,0.6276591662497784,0.003598898236513544,0.5018823943652686,0.017455976817246033,0.5047553390814531,0.007544738496233108,0.9795297079922437,0.0013600102196157115,0.9565973570203576,0.008810366139725209,0.9519511618917681,0.0009831782184151576,0.9290034387096253,0.007626649537488212,0.11224142710367839,0.00286419042778343,,,,,3,"[0, 1, 2]",FD002,,
cmapss_ad,subset-FD002,cmapss:FD002,ad,moving-average residual,0.7951636265385281,0.003587911317402298,0.6518500398465757,0.005377220151397447,0.49715393840757205,0.02727621294778366,0.5029921465535061,0.008931240817582353,0.9540228883233154,0.008683189517514886,0.9180462853538685,0.012365977988270825,0.9512502496969079,0.0008635718773071183,0.9712092426709029,0.0061417341451345505,0.7657480239868164,0.007747977946753936,,,,,3,"[0, 1, 2]",FD002,,
cmapss_ad,subset-FD002,cmapss:FD002,ad,diagonal Gaussian,0.7977645994739856,0.0029192192260427286,0.672123285190701,0.005084284292941834,0.49050636437425293,0.0053402458507983514,0.5183615428352862,0.012784825533427331,0.9878285236136245,0.0011551377040081175,0.9851166751726046,0.004182345865387398,0.9989329932946466,1.5888571351175147e-05,0.8447375191859484,0.005683620673080437,0.36636940638224286,0.016076185459664896,,,,,3,"[0, 1, 2]",FD002,,
cmapss_ad,subset-FD002,cmapss:FD002,ad,PCA reconstruction,0.7377104293816669,0.004418148893007252,0.4075578768449785,0.0023780022402122795,0.5184623601803322,0.025806183634719905,0.57170466863406,0.009798092029471272,0.9283313487233725,0.008278242445627066,0.9031086512869372,0.008277080645256464,0.854436061094478,0.0005177550697096258,0.6723653804341395,0.013602543139057087,1.3422197500864665,0.0457800499993865,,,,,3,"[0, 1, 2]",FD002,,
cmapss_ad,subset-FD002,cmapss:FD002,ad,1-NN distance,0.8248021347126162,0.002387062720461452,0.6765289317088355,0.004677140213560648,0.512085307210107,0.026580932184236232,0.5980428205685772,0.003178627282655112,0.9978035534913084,0.00024945260735769424,0.9981194260433034,0.00042252707091845895,0.9890612511560913,4.188590183771761e-05,0.882163851493793,0.007342888731780959,0.7796605428059896,0.004695876290897965,,,,,3,"[0, 1, 2]",FD002,,
cmapss_ad,subset-FD002,cmapss:FD002,ad,Mahalanobis,0.8610055172242257,0.005227742655016781,0.7489782170032838,0.006152885826749649,0.5480637768112535,0.02534404898827046,0.7116736180364045,0.029166512877875573,0.9981379189151588,0.00013868902863989222,0.9982435314079239,0.0006903001545078607,0.9934657082504471,9.097605141820825e-05,0.9363807905872505,0.00423702417733175,1.748658816019694,0.02521851227716332,,,,,3,"[0, 1, 2]",FD002,,
cmapss_ad,subset-FD002,cmapss:FD002,ad,Isolation Forest,0.7139454699072297,0.006883767918450667,0.4704934885012278,0.014304645559921099,0.48592823465281293,0.006870899539036516,0.5343957085291727,0.02262767406853491,0.913129913825249,0.01751555323635128,0.9017520041236061,0.009669515807072069,0.9975144919505984,0.0011546787233618525,0.5240641470867593,0.008867484807846897,0.5301385720570883,0.011911795422478276,,,,,3,"[0, 1, 2]",FD002,,
cmapss_ad,subset-FD002,cmapss:FD002,ad,GMM (8 comp.),0.8863992694743303,0.005748910328560033,0.7827196388199686,0.008951558431789007,0.6225006419212549,0.02072774380807703,0.7867574063758099,0.030057212137204307,0.9979914372794765,0.00048654239791826357,0.9984545222632516,0.0007537484906748782,0.9942976859465257,0.000188255199501462,0.934671961528911,0.004006839204962086,5.317345857620239,0.9644867121010574,,,,,3,"[0, 1, 2]",FD002,,
cmapss_ad,subset-FD002,cmapss:FD002,ad,conv autoencoder,0.8318703605142496,0.007097625155325911,0.7128590452580076,0.00781602007051297,0.5086442315311994,0.027731404119191932,0.6190808418392926,0.02761629555706551,0.9949573959266695,0.001827629510982151,0.9913858210988308,0.0008662707400978475,0.998256174746993,0.0006210676053597685,0.9058603610548674,0.004850756612908071,2.376685619354248,0.013087931247285937,,,,,3,"[0, 1, 2]",FD002,,
cmapss_ad,subset-FD002,cmapss:FD002,ad,Deep SVDD,0.7703058403306104,0.01189771179759629,0.6173132277367608,0.011357112506386994,0.49612029348177894,0.0318425125410736,0.5498341357192689,0.0276498457415317,0.9624485458727648,0.006349983643849624,0.9596677740856298,0.012230619627470659,0.9871733204088932,0.0032170832086311526,0.7126139344065483,0.01892959179948742,0.3698081970214844,0.005625833977349299,,,,,3,"[0, 1, 2]",FD002,,
cmapss_ad,subset-FD002,cmapss:FD002,ad,PC · 3 dead (exact marginal),0.8245154621531622,0.0009541808009079059,0.7057614706249068,0.0035157149809854154,0.5944620984355748,0.0028077563718100964,0.6391112932901583,0.0039863860786157,0.9820038227114134,0.0011731743318844274,0.975946890777483,0.003083950716551716,0.9967984730609775,0.0002168397627841268,0.7964449400975017,0.013580080573396729,,,,,,,3,"[0, 1, 2]",FD002,3.0,0.0
cmapss_ad,subset-FD002,cmapss:FD002,ad,PC · 3 dead (mean-imputed),0.6412641953879398,0.01775650118545625,0.3992755751786647,0.014580925724686436,0.5196534927202369,0.02571433865049851,0.5118073562055017,0.03563880148098219,0.84817935089107,0.004152344025217949,0.7990623447505265,0.009339261764162162,0.5394172378012446,0.04859966355548808,0.5923823753810584,0.02367664207822087,,,,,,,3,"[0, 1, 2]",FD002,3.0,0.0
cmapss_ad,subset-FD002,cmapss:FD002,ad,z-score (per channel) · 3 dead (imputed),0.784529261390574,0.0018866122009549469,0.5857927202546299,0.001999179787733157,0.5014284147854614,0.018744131791682318,0.5041507794170941,0.006356532380171369,0.964283724929845,0.0041124293475842694,0.9306103204705316,0.0015840943076738717,0.9519631876888335,0.0009841651431949032,0.8847040769057806,0.010569463661081668,,,,,,,3,"[0, 1, 2]",FD002,3.0,0.0
cmapss_ad,subset-FD002,cmapss:FD002,ad,moving-average residual · 3 dead (imputed),0.772250309002132,0.0038526858931928875,0.6041486137443313,0.004769752452164576,0.49557845562241654,0.024927003421361983,0.5056248042952253,0.010019068163218221,0.919623741914824,0.007139958112806015,0.8700139791285846,0.007551708010807084,0.9517893401544528,0.000866713446822667,0.9230953662029128,0.006877287297544547,,,,,,,3,"[0, 1, 2]",FD002,3.0,0.0
cmapss_ad,subset-FD002,cmapss:FD002,ad,diagonal Gaussian · 3 dead (imputed),0.7855305384794692,0.0018276292446502513,0.6469401613147929,0.003915749187911151,0.4905179714580159,0.004732014078572201,0.5165528960181313,0.011321005682799175,0.9788888988910354,0.00441416068549306,0.9734695528102808,0.0037585869063533643,0.9982279467422014,2.8793431111701368e-05,0.7994581476704146,0.008463702098618539,,,,,,,3,"[0, 1, 2]",FD002,3.0,0.0
cmapss_ad,subset-FD002,cmapss:FD002,ad,PC · structural-only score,0.790529097087525,0.004588444876515776,0.6607079915086239,0.00024196299882460056,0.6467734200077085,0.013629060454518461,0.692939976280924,0.02990207126373158,0.966833774433916,0.00463241896620179,0.9360851247429055,0.0031783465636391678,0.7567102725666072,0.06224856326589595,0.7294245328051875,0.029054626342211863,,,,,,,3,"[0, 1, 2]",FD002,,
cmapss_ad,subset-FD001,cmapss:FD001,ad,"RegionGraphPC [chain, K=8]",0.7527944028564196,0.008114662090609275,0.5037201071626499,0.011770549522312823,0.5059188068876465,0.01422386480488878,0.5430273150077632,0.023213107263130608,0.9495724279267534,0.0056333935828908575,0.9388974035087608,0.01993569835154655,0.9999603547388439,1.363096862571944e-05,0.7270715299547738,0.02002201982565159,7.371375719706218,0.41748488209322526,15360.0,0.0,189.43604024251303,1.904499991559904,3,"[0, 1, 2]",FD001,,
cmapss_ad,subset-FD001,cmapss:FD001,ad,z-score (per channel),0.6901487778877634,0.003796869893701404,0.4055849891861169,0.01627082655805675,0.49135692198738806,0.02079389884534758,0.5091079478704826,0.02103283919169636,0.8105323995818519,0.017272622163241838,0.7061585753331272,0.005868651688379402,0.6677308057623731,0.001140881187655037,0.9225247880975663,0.013530815369558802,0.03143866856892904,0.0009656286037632579,,,,,3,"[0, 1, 2]",FD001,,
cmapss_ad,subset-FD001,cmapss:FD001,ad,moving-average residual,0.7159034443869919,0.019318008815436074,0.5094576374503562,0.02051159378865471,0.5128794495019231,0.026997189668015082,0.49072858287302373,0.029884424561522252,0.8117437289116637,0.02916982422898082,0.7255608805995006,0.009697536803088174,0.7605444453121484,0.0022290816850248237,0.9973203069478117,0.002833646108659598,0.20923837025960287,0.0013030451192267548,,,,,3,"[0, 1, 2]",FD001,,
cmapss_ad,subset-FD001,cmapss:FD001,ad,diagonal Gaussian,0.7349119861355341,0.004903936455245944,0.44902222622397997,0.006961512265942537,0.5054793512216672,0.013296223161169947,0.5315848747120092,0.024231092904474026,0.9276023880021386,0.009819715242812787,0.9158394175506205,0.019464342408487614,0.999972978732004,1.3849166663092297e-07,0.6887401210773794,0.025300127352537973,0.07911801338195801,0.001994003862280001,,,,,3,"[0, 1, 2]",FD001,,
cmapss_ad,subset-FD001,cmapss:FD001,ad,PCA reconstruction,0.8115771787100391,0.00523767006127208,0.6619240373599705,0.005978094033825151,0.50676220205049,0.028164055547766523,0.6739174852253526,0.03289238770319558,0.9850108120960543,0.006017828241887721,0.9897792820221225,0.008830685743920258,0.9220417053968714,0.0009670234449989455,0.8464346247640514,0.018292024032817916,0.12261366844177246,0.0025751223418931943,,,,,3,"[0, 1, 2]",FD001,,
cmapss_ad,subset-FD001,cmapss:FD001,ad,1-NN distance,0.8437516151771338,0.0029822622468806278,0.7317538929856825,0.0016415410983972021,0.5051003020625716,0.03289449426728479,0.6894561476594864,0.05119755864695194,0.9999262553804948,6.483433543113259e-05,0.9998503546370375,0.0002041143106935271,0.9998865106744166,5.81664999761512e-07,0.9419120007360166,0.001726452366324384,0.15207878748575845,0.019112106887623933,,,,,3,"[0, 1, 2]",FD001,,
cmapss_ad,subset-FD001,cmapss:FD001,ad,Mahalanobis,0.83148935876401,0.002360644230910905,0.674844238761081,0.000659841617969686,0.5163571515071024,0.037845160667656495,0.7175398100287222,0.04270995527155189,0.9992588152013165,0.0006513574186942897,0.9998373401104358,4.313548607577269e-05,0.7845726560128504,0.000753570713375443,0.9292480928444911,0.013700935810355789,0.39500610033671063,0.06404558101290814,,,,,3,"[0, 1, 2]",FD001,,
cmapss_ad,subset-FD001,cmapss:FD001,ad,Isolation Forest,0.7110910164401557,0.008539839071453684,0.3973115137009882,0.007428596129556647,0.49848563217215913,0.02482149417077504,0.5761221058140208,0.02574985906483119,0.9109156926087962,0.013073669511599844,0.9224051349151253,0.01852092237794563,0.9998413725305612,3.962184248630443e-05,0.5415876197763695,0.021075684861867873,0.20104209582010904,0.004068847372965796,,,,,3,"[0, 1, 2]",FD001,,
