variant,method_name,mask,score,auroc_mean,auroc_std,ap_mean,ap_std,fpr_mean,fpr_std,power_mean,power_std,score_range_mean,score_range_std,n_seeds,seeds,numerically_flat_frac,threshold_infinite_frac,depends_on_values_frac,depends_on_fault_frac
chow_liu_leaf6,circuit,bank0:0-1-2-4-5-7-8,conditional_max,0.7627165342872696,0.020073316341389476,0.8283771878533314,0.01664061791638775,0.11367875012499344,0.09623940880849681,0.5680168614074135,0.04400524252492279,3897.8618286132814,3481.817452356613,5,"[21, 22, 23, 24, 25]",0.0,0.0,0.0,0.0
chow_liu_leaf6,circuit,bank0:0-1-2-4-5-7-8,independent,0.728680334668385,0.02042834848269637,0.7941010898530296,0.020179194363767926,0.09093171017777177,0.07570751192924079,0.4707103232317986,0.09554161165006174,4376.4912109375,3340.192244335287,5,"[21, 22, 23, 24, 25]",0.0,0.0,0.0,0.0
chow_liu_leaf6,circuit,bank0:0-1-2-4-5-7-8,joint,0.7599153415728191,0.019372010975794638,0.8210458912056613,0.01827598813405653,0.08640032450920988,0.06555358921247413,0.52688778837819,0.0787133531809629,4412.02275390625,3320.0337426824053,5,"[21, 22, 23, 24, 25]",0.0,0.0,0.0,0.0
chow_liu_leaf6,circuit,bank0:0-1-2-4-5-7-8,marginal_max,0.7338451050352413,0.02414531254654127,0.8052191876878918,0.021241130212877636,0.09855790156951466,0.08766518688084829,0.5177461242477923,0.05007441431390561,3888.39560546875,3491.40665639663,5,"[21, 22, 23, 24, 25]",0.0,0.0,0.0,0.0
chow_liu_leaf6,circuit,bank0:0-1-2-4-5-7-8,relational_max,0.7009571753844328,0.01627494583515691,0.7682404955321104,0.015715327405843086,0.04715289828898067,0.04253210874086669,0.38492789401465893,0.04576437494113691,129.2742919921875,48.3506252723312,5,"[21, 22, 23, 24, 25]",0.0,0.0,0.0,0.0
chow_liu_leaf6,circuit,bank1:3,conditional_max,0.8336189917388891,0.016816622271449245,0.885684013101321,0.012597370638456722,0.10990563863238316,0.13226697484193295,0.6913343137949003,0.04618706538801561,3870.282751464844,3516.3069405794768,5,"[21, 22, 23, 24, 25]",0.0,0.0,0.0,0.0
chow_liu_leaf6,circuit,bank1:3,independent,0.7665879299496063,0.026185057736411246,0.8209654986379082,0.023633831494019132,0.10942178366468644,0.10278328665642927,0.5206017838999439,0.1415404763269269,4283.091967773437,3438.209287877895,5,"[21, 22, 23, 24, 25]",0.0,0.0,0.0,0.0
chow_liu_leaf6,circuit,bank1:3,joint,0.8222267446562211,0.015658554536471202,0.8680877628845718,0.011929893722588462,0.05856367916860046,0.06631102517990103,0.5751797635753728,0.08854147727381925,4331.621801757812,3434.0212459577156,5,"[21, 22, 23, 24, 25]",0.0,0.0,0.0,0.0
chow_liu_leaf6,circuit,bank1:3,marginal_max,0.7884820982393338,0.02163769475748336,0.8510564645781825,0.017594932368593465,0.11696690874230824,0.06865333401223918,0.6231375675551576,0.033543803264818414,3866.7262634277345,3514.9547312132336,5,"[21, 22, 23, 24, 25]",0.0,0.0,0.0,0.0
chow_liu_leaf6,circuit,bank1:3,relational_max,0.7669482551430344,0.015683254224731373,0.8249244285961062,0.01404567688698029,0.08240843489867102,0.08377211288190982,0.5232193557851136,0.06909548636240888,139.33059387207032,40.332896338950746,5,"[21, 22, 23, 24, 25]",0.0,0.0,0.0,0.0
chow_liu_leaf6,circuit,bank2:6-10,conditional_max,0.8197393354575484,0.017222545079256676,0.8750829736328019,0.012936933050107511,0.11034136847987772,0.13200612637179265,0.6679169190348991,0.05024712191062468,3899.1425903320314,3481.576405415811,5,"[21, 22, 23, 24, 25]",0.0,0.0,0.0,0.0
chow_liu_leaf6,circuit,bank2:6-10,independent,0.7606073412997145,0.0260820849585229,0.814787276039044,0.023145635059375287,0.07720653329981252,0.06761587614648686,0.4790708140241703,0.08792054673570515,4555.8013671875,3278.2523481739345,5,"[21, 22, 23, 24, 25]",0.0,0.0,0.0,0.0
chow_liu_leaf6,circuit,bank2:6-10,joint,0.8095137267594176,0.0176699196892766,0.858164926689037,0.015045366243551118,0.09072298525625229,0.07477055512705988,0.5973620601988664,0.07178270940781017,4600.3524169921875,3289.0481139909407,5,"[21, 22, 23, 24, 25]",0.0,0.0,0.0,0.0
chow_liu_leaf6,circuit,bank2:6-10,marginal_max,0.7786943915885326,0.023644663726841444,0.8431888833890963,0.01847962589796988,0.11656690874230824,0.06828650803590987,0.6053072196143031,0.03360539509246549,3886.692950439453,3491.52619605658,5,"[21, 22, 23, 24, 25]",0.0,0.0,0.0,0.0
chow_liu_leaf6,circuit,bank2:6-10,relational_max,0.756682769892668,0.01674584156802546,0.8154501748976756,0.014985045464451048,0.06891147099501391,0.09377188152311125,0.48379432344906553,0.09205358402544457,124.57324981689453,31.74269439720111,5,"[21, 22, 23, 24, 25]",0.0,0.0,0.0,0.0
chow_liu_leaf6,circuit,full,conditional_max,0.8346668125129153,0.016698753861435208,0.8866516502310269,0.01259070901199535,0.10990563863238316,0.13226697484193295,0.694245442911377,0.04480062438089136,3899.2590759277346,3481.760145150422,5,"[21, 22, 23, 24, 25]",0.0,0.0,0.0,0.0
chow_liu_leaf6,circuit,full,independent,0.7726763700757944,0.024664160155263747,0.8275382520382231,0.02224057354291028,0.08693805919801685,0.08719362990268767,0.5217734389167501,0.11422926971914385,4564.810046386719,3278.983812799378,5,"[21, 22, 23, 24, 25]",0.0,0.0,0.0,0.0
chow_liu_leaf6,circuit,full,joint,0.8255830065414571,0.015013553432156282,0.8715470543951234,0.011795918878832537,0.07084717346663069,0.0804851116698372,0.5982697443686966,0.0869927287854219,4608.531298828125,3288.6249910440115,5,"[21, 22, 23, 24, 25]",0.0,0.0,0.0,0.0
chow_liu_leaf6,circuit,full,marginal_max,0.7899180667750855,0.021804261153869804,0.8524046258278062,0.017720961620058175,0.11696690874230824,0.06865333401223918,0.6268619198121301,0.034329642280721086,3886.692950439453,3491.52619605658,5,"[21, 22, 23, 24, 25]",0.0,0.0,0.0,0.0
chow_liu_leaf6,circuit,full,relational_max,0.7735107487813879,0.016525666010154785,0.8306821845370538,0.014615900442357058,0.08443423614841904,0.0893593742655982,0.5393079031538631,0.07830646215566922,136.43910522460936,41.86826341544274,5,"[21, 22, 23, 24, 25]",0.0,0.0,0.0,0.0
chow_liu_leaf6,circuit,random1:1,conditional_max,0.8302745765579849,0.01811188167048194,0.8830502140884917,0.0132477844328538,0.12107495009567852,0.08234215860218844,0.6963117196736054,0.020422977467342267,3900.336834716797,3482.3565971000226,5,"[21, 22, 23, 24, 25]",0.0,0.0,0.0,0.0
chow_liu_leaf6,circuit,random1:1,independent,0.7714038421686251,0.02338460278690411,0.826361498407063,0.021726202450401286,0.09140861818969705,0.08313674192308065,0.5195669154852572,0.11367978108687037,4562.75927734375,3278.5507934704956,5,"[21, 22, 23, 24, 25]",0.0,0.0,0.0,0.0
chow_liu_leaf6,circuit,random1:1,joint,0.8236148640659939,0.014552722941285096,0.8702579966534019,0.011175095463294121,0.07397460750712453,0.08247176454801264,0.602377855478785,0.08189230353499888,4607.710717773438,3291.1492050212555,5,"[21, 22, 23, 24, 25]",0.0,0.0,0.0,0.0
