variant,shortcut_auroc_mean,shortcut_auroc_std,shortcut_n_dev_mean,shortcut_n_dev_std,shortcut_n_eval_mean,shortcut_n_eval_std,n_seeds,seeds
chow_liu_leaf6,0.5481426998057025,0.007273642939779183,1185.2,153.5747375058802,887.2,135.73945631245175,5,"[21, 22, 23, 24, 25]"
