variant,method,parameters_mean,parameters_std,nodes_mean,nodes_std,fit_s_mean,fit_s_std,optimizer_steps_mean,optimizer_steps_std,epochs_run_mean,epochs_run_std,best_epoch_mean,best_epoch_std,checkpoint_nll_mean,checkpoint_nll_std,final_train_nll_mean,final_train_nll_std,log_partition_mean,log_partition_std,lr_mean,lr_std,epochs_budget_mean,epochs_budget_std,n_seeds,seeds
chow_liu_leaf6,model,195840.0,0.0,23921.0,0.0,266.1052286148071,143.92063140846292,5981.8,3313.0501354492053,405.4,223.7471787531633,367.8,249.9493948782433,33.62898597717285,15.30382793207918,30.29203700268095,13.477899659325976,3.5762786865234374e-08,1.8659205248950157e-07,0.05,0.0,600.0,0.0,5,"[21, 22, 23, 24, 25]"
chow_liu_leaf6,model gaussian_fitted,45450.0,0.0,,,0.3003600065982027,0.07431381787063744,,,,,,,,,,,,,,,,,5,"[21, 22, 23, 24, 25]"
