variant,method_name,mask,query_s_mean,query_s_std,warmup_s_mean,warmup_s_std,cost_passes_mean,cost_passes_std,cost_node_evaluations_mean,cost_node_evaluations_std,cost_n_masks_mean,cost_n_masks_std,cost_output_elements_mean,cost_output_elements_std,cost_peak_boundary_bytes_mean,cost_peak_boundary_bytes_std,n_observed_mean,n_observed_std,oracle_max_error_mean,oracle_max_error_std,n_seeds,seeds,mask_shared_frac
matched_tight,gaussian_fitted,full,0.8231400446650999,0.066233421525588,0.008022785001230659,0.000528543148070356,62.0,0.0,4182400.0,287412.73458216846,1.0,0.0,13070.0,898.1647955692764,10214400.0,0.0,15.0,0.0,0.0,0.0,3,"[11, 12, 13]",1.0
matched_tight,gaussian_fitted,random1:1,0.6712942646663578,0.041632537527408496,0.006405219332615768,0.00021554624554184223,58.0,0.0,3659600.0,251486.1427593974,1.0,0.0,13070.0,898.1647955692764,17814720.0,0.0,14.0,0.0,0.0,0.0,3,"[11, 12, 13]",1.0
matched_tight,gaussian_fitted,random3:5-8-14,0.41624535133329726,0.02634730654169482,0.005054484999466998,3.126591904423991e-05,50.0,0.0,2718560.0,186818.2774784095,1.0,0.0,13070.0,898.1647955692764,22944960.0,0.0,12.0,0.0,0.0,0.0,3,"[11, 12, 13]",1.0
matched_tight,gaussian_fitted,random7:3-4-8-10-11-12-14,0.12873272533276273,0.007296533435730411,0.00313512300150857,0.00026813861742214397,34.0,0.0,1254720.0,86223.82037465053,1.0,0.0,13070.0,898.1647955692764,24414400.0,0.0,8.0,0.0,0.0,0.0,3,"[11, 12, 13]",1.0
matched_tight,gaussian_fitted,single_sensor_0,0.00207773199993729,7.41675779043308e-05,0.0005917826674703974,1.8349893677274652e-05,4.0,0.0,34853.333333333336,2395.1061215180703,1.0,0.0,13070.0,898.1647955692764,39499520.0,0.0,1.0,0.0,0.0,0.0,3,"[11, 12, 13]",1.0
matched_tight,gmm_fitted,bank0:0-1-2-4-5-7-8,0.3189346436677927,0.11017892491830106,0.006461549666710198,0.0017211779732670476,34.0,0.0,1254720.0,86223.82037465053,1.0,0.0,13070.0,898.1647955692764,69025194.66666667,29888786.04124974,8.0,0.0,0.0,0.0,3,"[11, 12, 13]",1.0
matched_tight,gmm_fitted,bank1:3,1.7266939603323408,0.6405053189119074,0.014927898334766118,0.005285296616867748,58.0,0.0,3659600.0,251486.1427593974,1.0,0.0,13070.0,898.1647955692764,87845312.0,38038135.897685,14.0,0.0,0.0,0.0,3,"[11, 12, 13]",1.0
matched_tight,gmm_fitted,bank2:6-10,1.3682168659991778,0.49416664484436024,0.014020014001289383,0.005342015695239019,54.0,0.0,3171653.3333333335,217954.6570581444,1.0,0.0,13070.0,898.1647955692764,105334250.66666667,45611068.48296564,13.0,0.0,0.0,0.0,3,"[11, 12, 13]",1.0
matched_tight,gmm_fitted,full,2.132382006666982,0.7809235885893465,0.01903111866704421,0.007840738706186562,62.0,0.0,4182400.0,287412.73458216846,1.0,0.0,13070.0,898.1647955692764,27239061.333333332,11794859.544954546,15.0,0.0,0.0,0.0,3,"[11, 12, 13]",1.0
matched_tight,gmm_fitted,random1:1,1.7550560249995517,0.6494040942775241,0.01528534166815613,0.00583540450703126,58.0,0.0,3659600.0,251486.1427593974,1.0,0.0,13070.0,898.1647955692764,47506880.0,20571082.467269436,14.0,0.0,0.0,0.0,3,"[11, 12, 13]",1.0
matched_tight,gmm_fitted,random3:5-8-14,1.0833317153337703,0.4089226820396588,0.011846899667337615,0.004632365555441462,50.0,0.0,2718560.0,186818.2774784095,1.0,0.0,13070.0,898.1647955692764,61187797.333333336,26495093.4461402,12.0,0.0,0.0,0.0,3,"[11, 12, 13]",1.0
matched_tight,gmm_fitted,random7:3-4-8-10-11-12-14,0.328310348665885,0.12943192119151828,0.007205341999603358,0.003509837359088461,34.0,0.0,1254720.0,86223.82037465053,1.0,0.0,13070.0,898.1647955692764,65106496.0,28191939.74369497,8.0,0.0,0.0,0.0,3,"[11, 12, 13]",1.0
matched_tight,gmm_fitted,single_sensor_0,0.0028191226677639256,0.00036019825214253325,0.0007171139999021156,5.619214565153273e-05,4.0,0.0,34853.333333333336,2395.1061215180703,1.0,0.0,13070.0,898.1647955692764,105334250.66666667,45611068.48296564,1.0,0.0,0.0,0.0,3,"[11, 12, 13]",1.0
unmatched,circuit,bank0:0-1-2-4-5-7-8,1.3438248253332858,0.2023418070014732,0.6748441220006498,0.018974014690341042,6.0,0.0,21924489.333333332,1506641.505740942,2.0,0.0,13070.0,898.1647955692764,245760.0,0.0,8.0,0.0,2.6067097981770832e-05,7.221105379486432e-06,3,"[11, 12, 13]",1.0
unmatched,circuit,bank1:3,1.2274234663333725,0.2132780962449097,0.6095049193318118,0.10533654536891615,6.0,0.0,21924489.333333332,1506641.505740942,2.0,0.0,13070.0,898.1647955692764,245760.0,0.0,14.0,0.0,3.5921732584635414e-05,5.422821715428664e-06,3,"[11, 12, 13]",1.0
unmatched,circuit,bank2:6-10,1.2330815019995498,0.1999849750916401,0.6764495089992124,0.014333112435575817,6.0,0.0,21924489.333333332,1506641.505740942,2.0,0.0,13070.0,898.1647955692764,245760.0,0.0,13.0,0.0,2.0821889241536457e-05,5.728664808572165e-06,3,"[11, 12, 13]",1.0
unmatched,circuit,full,1.2880312570002086,0.0957857474599753,0.6291562623324959,0.06556001277679142,6.0,0.0,21924489.333333332,1506641.505740942,2.0,0.0,13070.0,898.1647955692764,245760.0,0.0,15.0,0.0,2.2729237874348957e-05,3.449524945292585e-06,3,"[11, 12, 13]",1.0
unmatched,circuit,random1:1,1.4068388063327195,0.13579941977031432,0.6473552713323443,0.03812586947140752,6.0,0.0,21924489.333333332,1506641.505740942,2.0,0.0,13070.0,898.1647955692764,245760.0,0.0,14.0,0.0,2.4159749348958332e-05,1.1012082465927615e-06,3,"[11, 12, 13]",1.0
unmatched,circuit,random3:5-8-14,1.3695603729987245,0.038213492501224626,0.6784865036667421,0.012665521711906805,6.0,0.0,21924489.333333332,1506641.505740942,2.0,0.0,13070.0,898.1647955692764,245760.0,0.0,12.0,0.0,2.4159749348958332e-05,5.827046324355875e-06,3,"[11, 12, 13]",1.0
unmatched,circuit,random7:3-4-8-10-11-12-14,1.3699826610002976,0.04375482856392385,0.7211881179985843,0.09907881105794958,6.0,0.0,21924489.333333332,1506641.505740942,2.0,0.0,13070.0,898.1647955692764,245760.0,0.0,8.0,0.0,2.7020772298177082e-05,6.3498765167993474e-06,3,"[11, 12, 13]",1.0
unmatched,circuit,single_sensor_0,1.3075915039989923,0.2609453732471536,0.6117346366663696,0.09325010982216335,6.0,0.0,21924489.333333332,1506641.505740942,2.0,0.0,13070.0,898.1647955692764,245760.0,0.0,1.0,0.0,2.86102294921875e-06,9.5367431640625e-07,3,"[11, 12, 13]",1.0
unmatched,gaussian_fitted,bank0:0-1-2-4-5-7-8,0.14047114300046815,0.012780640121772224,0.0032286956666212063,0.0002379486463075852,34.0,0.0,1254720.0,86223.82037465053,1.0,0.0,13070.0,898.1647955692764,25883840.0,0.0,8.0,0.0,0.0,0.0,3,"[11, 12, 13]",1.0
