variant,shortcut_auroc_mean,shortcut_auroc_std,shortcut_n_dev_mean,shortcut_n_dev_std,shortcut_n_eval_mean,shortcut_n_eval_std,n_seeds,seeds
matched,0.5526034340869206,0.00805176142807562,1128.0,157.12415473121885,871.3333333333334,59.87765303795175,3,"[11, 12, 13]"
matched_nearest,0.5573819679251738,0.008035294676694605,1128.0,157.12415473121885,871.3333333333334,59.87765303795175,3,"[11, 12, 13]"
matched_tight,0.5516758903987454,0.00727965674585897,1128.0,157.12415473121885,871.3333333333334,59.87765303795175,3,"[11, 12, 13]"
unmatched,0.5580858376836484,0.011033518695286345,1128.0,157.12415473121885,871.3333333333334,59.87765303795175,3,"[11, 12, 13]"
