variant,method_name,mask,score,alpha_mean,alpha_std,fpr_mean,fpr_std,power_mean,power_std,threshold_mean,threshold_std,n_seeds,seeds,numerically_flat_frac,threshold_infinite_frac,depends_on_values_frac,depends_on_fault_frac
matched,gaussian_fitted,random1:1,independent,0.10000000000000002,1.6996749443881478e-17,0.05488178386633152,0.01733182831692214,0.5071042261209809,0.06426487639683201,194.04228352512578,16.664521103864274,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gaussian_fitted,random1:1,joint,0.10000000000000002,1.6996749443881478e-17,0.05952639842418985,0.023590607471778022,0.642923129444267,0.03911532383062024,179.0459928826108,12.519363620321528,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gaussian_fitted,random1:1,marginal_max,0.10000000000000002,1.6996749443881478e-17,0.02423759776425456,0.022527446782545688,0.36003135259602487,0.0389537095886893,52.42989189452059,5.537974066128937,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gaussian_fitted,random1:1,relational_max,0.10000000000000002,1.6996749443881478e-17,0.0987423324436194,0.048826461186526185,0.6842639692580952,0.02265692768389455,3.6968609540898214,0.40818523663034156,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gaussian_fitted,random3:5-8-14,conditional_max,0.10000000000000002,1.6996749443881478e-17,0.02596539227394604,0.021547278088290628,0.5271357488034218,0.02316827779117923,53.09253602246241,3.7550270644907844,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gaussian_fitted,random3:5-8-14,independent,0.10000000000000002,1.6996749443881478e-17,0.04846867554922726,0.022170591593521104,0.4534941621887368,0.0720050499459607,179.28352437581302,16.179833489175135,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gaussian_fitted,random3:5-8-14,joint,0.10000000000000002,1.6996749443881478e-17,0.029927433845495927,0.014785507225543903,0.5508008437906107,0.01962523906834996,172.77451227533413,7.284568508352612,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gaussian_fitted,random3:5-8-14,marginal_max,0.10000000000000002,1.6996749443881478e-17,0.02423759776425456,0.022527446782545688,0.305377525023964,0.03186306751331695,52.42989189452059,5.537974066128937,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gaussian_fitted,random3:5-8-14,relational_max,0.10000000000000002,1.6996749443881478e-17,0.09213589256694014,0.06030975281363698,0.6310918778471758,0.03994998507133083,3.2843662519365133,0.7939498978493058,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gaussian_fitted,random7:3-4-8-10-11-12-14,conditional_max,0.10000000000000002,1.6996749443881478e-17,0.11588931100017696,0.09585911993973549,0.5893126200475999,0.049396560255679005,26.504062470103833,2.6332129247419527,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gaussian_fitted,random7:3-4-8-10-11-12-14,independent,0.10000000000000002,1.6996749443881478e-17,0.13951038600302187,0.11364826835624309,0.5179785796407369,0.06734874472395343,99.50706163109226,2.957820027519951,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gaussian_fitted,random7:3-4-8-10-11-12-14,joint,0.10000000000000002,1.6996749443881478e-17,0.09536336330498964,0.04983643990164068,0.577387091979899,0.04532332383852123,93.99800282496392,4.306032260974371,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gaussian_fitted,random7:3-4-8-10-11-12-14,marginal_max,0.10000000000000002,1.6996749443881478e-17,0.07288729385627617,0.06704068264728354,0.4849069364075238,0.04927044912771917,28.13769165873229,3.3069279689969124,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gaussian_fitted,random7:3-4-8-10-11-12-14,relational_max,0.10000000000000002,1.6996749443881478e-17,0.15879203007451811,0.08072727630712517,0.5915628228351543,0.03705746424500367,1.570579355357901,0.6045735176569964,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gaussian_fitted,single_sensor_0,conditional_max,0.10000000000000002,1.6996749443881478e-17,0.06738183954938438,0.014909949187952475,0.16010400379373702,0.00436096114266617,24.732293590734272,0.447757908756498,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gaussian_fitted,single_sensor_0,independent,0.10000000000000002,1.6996749443881478e-17,0.06738183954938438,0.014909949187952475,0.16010400379373702,0.00436096114266617,24.732293590734272,0.447757908756498,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gaussian_fitted,single_sensor_0,joint,0.10000000000000002,1.6996749443881478e-17,0.06738183954938438,0.014909949187952475,0.16010400379373702,0.00436096114266617,24.732293590734272,0.447757908756498,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gaussian_fitted,single_sensor_0,marginal_max,0.10000000000000002,1.6996749443881478e-17,0.06738183954938438,0.014909949187952475,0.16010400379373702,0.00436096114266617,24.732293590734272,0.447757908756498,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gaussian_fitted,single_sensor_0,relational_max,0.10000000000000002,1.6996749443881478e-17,0.0,0.0,0.0,0.0,0.0,0.0,3,"[11, 12, 13]",1.0,0.0,0.0,0.0
matched,gmm_fitted,bank0:0-1-2-4-5-7-8,conditional_max,0.10000000000000002,1.6996749443881478e-17,0.026501974419812963,0.007542604425325012,0.5092215995169546,0.00939268181728064,41.216271918679375,2.914489427219788,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gmm_fitted,bank0:0-1-2-4-5-7-8,independent,0.10000000000000002,1.6996749443881478e-17,0.03711986192222758,0.015329856910389307,0.30936277124227474,0.07689524417811226,102.20980176278476,12.053032161913595,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gmm_fitted,bank0:0-1-2-4-5-7-8,joint,0.10000000000000002,1.6996749443881478e-17,0.044602084854493095,0.021199674856613088,0.4159725723505092,0.04730315659311419,103.41265950069958,7.325926830559342,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gmm_fitted,bank0:0-1-2-4-5-7-8,marginal_max,0.10000000000000002,1.6996749443881478e-17,0.029846764288170125,0.01656365274770624,0.41559514249394475,0.022491973611432854,36.34149232018932,2.341241413528671,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
