variant,method_name,mask,score,auroc_mean,auroc_std,ap_mean,ap_std,fpr_mean,fpr_std,power_mean,power_std,score_range_mean,score_range_std,n_seeds,seeds,numerically_flat_frac,threshold_infinite_frac,depends_on_values_frac,depends_on_fault_frac
matched,circuit,bank0:0-1-2-4-5-7-8,conditional_max,0.7435476011882073,0.02818379002279853,0.8109875934282774,0.022691227413635037,0.034404351296483705,0.028240433232629876,0.4740799641036668,0.07171291012807553,537.0770365397135,115.86894849134484,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,bank0:0-1-2-4-5-7-8,independent,0.730357092394101,0.01935617713920012,0.7960179260390098,0.019609951078749018,0.06644539233874087,0.010302185313911548,0.46286017317226963,0.048706506589116925,851.5607503255209,125.00367359163944,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,bank0:0-1-2-4-5-7-8,joint,0.7387221887000881,0.023274147181203263,0.802030128030944,0.02141708363685383,0.06724860519014648,0.00902814094329172,0.4781865386320921,0.04768725487379967,851.1748860677084,124.31785142047072,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,bank0:0-1-2-4-5-7-8,marginal_max,0.7318419123730006,0.023815307557855835,0.8020873522263593,0.020074811751520417,0.03917033466122228,0.0327584746608407,0.46062867989048056,0.07330746070281977,537.0457967122396,115.31648180333505,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,bank0:0-1-2-4-5-7-8,relational_max,0.6416969235390065,0.010085973037554902,0.6875203000387499,0.01590298506559742,0.03245208321437409,0.04616931016093962,0.1977716249691718,0.09360706920855939,11.822771708170572,1.7336290926007114,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,bank1:3,conditional_max,0.8060745778256931,0.02607921800829531,0.8613999714160788,0.017320954162341456,0.0303861002141064,0.021719241607148526,0.5818968928046561,0.027592360115837985,540.1939188639323,106.98673268713348,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,bank1:3,independent,0.7845959310567201,0.023961020009158743,0.8364819638026136,0.02139691390779649,0.08082895259570094,0.0716074969217591,0.5405848866880246,0.10071339727929066,986.4786783854166,36.361452946053625,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,bank1:3,joint,0.7994419690549409,0.03007881997835405,0.8468831913029006,0.02464981936561584,0.07608961610280994,0.06339951683629276,0.5575983474079843,0.10143204354478937,1000.1490478515625,39.16563104515749,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,bank1:3,marginal_max,0.7905324625131046,0.023909210886347315,0.8508362947734719,0.016286522361954017,0.028766351075371368,0.016824045960309904,0.5656192988147003,0.02232361195835267,539.8334147135416,107.08559983574723,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,bank1:3,relational_max,0.7003448311832411,0.010728939623746384,0.7638284371273695,0.01341560648327936,0.01337409737771293,0.017201121102367472,0.3152624615635072,0.06812510847663601,12.665440877278646,0.8809883545459303,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,bank2:6-10,conditional_max,0.7953409984313077,0.02233705322701153,0.8530239045764864,0.015101529948819931,0.0303861002141064,0.021719241607148526,0.5609339850072873,0.019927181867696705,380.19286092122394,57.44838482016758,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,bank2:6-10,independent,0.7758303180637242,0.0207548474054421,0.8278360393000073,0.019750790872489935,0.10566974968544136,0.04598595323983431,0.5480676765750104,0.08355070504397893,1000.9688517252604,179.41185007888916,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,bank2:6-10,joint,0.791324392776672,0.025977266816654413,0.8389490474485388,0.0227140802766643,0.0936482037862046,0.05447347266161877,0.5649205271221014,0.08978772595373209,1011.0850219726562,170.63778616065056,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,bank2:6-10,marginal_max,0.7786501617266565,0.018471538074329545,0.8413817768766316,0.012755278741744794,0.028766351075371368,0.016824045960309904,0.5446563910173313,0.0147812305145955,379.37999471028644,57.74610512406608,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,bank2:6-10,relational_max,0.7040907517268163,0.009147452786117538,0.7660117838577393,0.01049950011260718,0.027831928703014135,0.023492824046001257,0.34427211720735923,0.06854636673891071,12.668250719706217,0.8775824862421581,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,full,conditional_max,0.8061400937263111,0.026073658427777372,0.8615094699612164,0.017302798204760654,0.0303861002141064,0.021719241607148526,0.5818968928046561,0.027592360115837985,540.1938273111979,106.98671278966894,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,full,independent,0.7881419610153367,0.026617327827766917,0.8399584452970773,0.02310004987797647,0.07999488120881225,0.042270185359665466,0.5524549341866812,0.07092567134044554,1067.546875,157.45314751896086,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,full,joint,0.8014734059536867,0.031217898845026494,0.8490340950553775,0.02529698593682828,0.08082474093206546,0.03695764254916276,0.5678619692038295,0.07267791881635759,1078.6645914713542,149.00103127531165,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,full,marginal_max,0.7909085016373573,0.023965923361405985,0.8514125928539912,0.016382338329267263,0.028766351075371368,0.016824045960309904,0.5703046126221128,0.02473921065072129,539.8334147135416,107.08559983574723,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,full,relational_max,0.7054080109359905,0.02067311072354588,0.7682877253516139,0.016903200023001518,0.01337409737771293,0.017201121102367472,0.3145532417053512,0.06886883718216073,12.664408047993978,0.8817101513092723,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,random1:1,conditional_max,0.8023285885341211,0.025172562936375615,0.8593439884812305,0.01814589464111611,0.06751090274175252,0.055404758043418344,0.6020075056705596,0.07287635036569334,541.4386189778646,106.93636112893424,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,random1:1,independent,0.7836007458222035,0.023737226819203743,0.8370560541815428,0.021994453657422978,0.07715727283440509,0.02974691749636056,0.5389096569802453,0.0742202348335704,1049.9818522135417,136.22469659725542,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,random1:1,joint,0.796029532258018,0.028181982496545212,0.8452668607056495,0.023890398371517976,0.07947291839537235,0.027908119601869393,0.54981936417648,0.07556304882078146,1056.5423177083333,130.22347733700127,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,random1:1,marginal_max,0.7873078699644708,0.024478769918990766,0.8492446823547537,0.0174835342127874,0.06984060068042665,0.06430892544815717,0.591285784460824,0.07370569776244199,541.0442199707031,106.56478804979933,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,random1:1,relational_max,0.7019969867247678,0.015027805757840233,0.7641447164715407,0.017278065952658392,0.005461879786970813,0.005532634578577146,0.29128801178293895,0.06189302148467933,12.50372346242269,1.0686287992432202,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,random3:5-8-14,conditional_max,0.7800066943188003,0.026466435335011886,0.840685515907318,0.016196778900634083,0.068393448757215,0.04595715193445291,0.562147632579324,0.0069505461578216006,534.2493184407552,114.96898174189761,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,random3:5-8-14,independent,0.7706512121753137,0.023466694665764783,0.8252803087023758,0.018794054269711275,0.10438831052757973,0.06552884196419492,0.5433693228090338,0.06037287253309795,895.8189493815104,108.2502098173921,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,random3:5-8-14,joint,0.7794567020537143,0.02555076658773069,0.8315147191397857,0.019929103450755974,0.10517819994306155,0.06613791832960506,0.5550289491129791,0.0646972867703178,899.5719197591146,120.74951429894942,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,random3:5-8-14,marginal_max,0.771338867056132,0.023596730684525398,0.8345091829032225,0.014669322021292019,0.07031979890926011,0.04832707520457145,0.5528576745218244,0.009596513695615538,534.803700764974,114.39024534880362,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
