variant,method_name,mask,score,loc_ap_mean,loc_ap_std,loc_ap_n_mean,loc_ap_n_std,loc_unique_top1_accuracy_mean,loc_unique_top1_accuracy_std,end_to_end_unique_top1_mean,end_to_end_unique_top1_std,loc_n_ambiguous_mean,loc_n_ambiguous_std,loc_n_abstained_no_alarm_mean,loc_n_abstained_no_alarm_std,loc_n_no_observed_target_mean,loc_n_no_observed_target_std,loc_n_all_observed_are_targets_mean,loc_n_all_observed_are_targets_std,n_seeds,seeds,numerically_flat_frac,threshold_infinite_frac,depends_on_values_frac,depends_on_fault_frac
matched,circuit,bank0:0-1-2-4-5-7-8,conditional_max,0.7432072591160551,0.0357842058012443,329.6666666666667,26.350205565295564,0.6833970599260656,0.04774560270052884,0.4576003317495048,0.05533734739271171,0.0,0.0,128.0,31.192947920964443,106.0,5.5677643628300215,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,bank0:0-1-2-4-5-7-8,independent,0.7319235780870065,0.037074153681117765,329.6666666666667,26.350205565295564,0.665949709730744,0.04993454665201246,0.4132002852592178,0.046447761423951274,0.0,0.0,136.33333333333334,25.166114784235834,106.0,5.5677643628300215,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,bank0:0-1-2-4-5-7-8,joint,0.7432072591160551,0.0357842058012443,329.6666666666667,26.350205565295564,0.6833970599260656,0.04774560270052884,0.4299450904353524,0.04429636115853019,0.0,0.0,129.33333333333334,24.78574859336174,106.0,5.5677643628300215,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,bank0:0-1-2-4-5-7-8,marginal_max,0.7319235780870065,0.037074153681117765,329.6666666666667,26.350205565295564,0.665949709730744,0.04993454665201246,0.4402536231443876,0.05586998400301747,0.0,0.0,134.33333333333334,33.005050118630834,106.0,5.5677643628300215,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,bank0:0-1-2-4-5-7-8,relational_max,0.515471657899241,0.012302045030294962,329.6666666666667,26.350205565295564,0.6434026934391276,0.06953598453022657,0.16210741929095832,0.06031329965982885,137.0,39.96248240537617,111.0,30.347981810987037,106.0,5.5677643628300215,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,bank1:3,conditional_max,0.7016506708543874,0.025155429685971627,426.6666666666667,25.716402029314548,0.6646357598369982,0.024719653432937593,0.5718444211453052,0.02967857225605235,0.0,0.0,174.0,19.974984355438178,9.0,4.358898943540674,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,bank1:3,independent,0.6672934788496404,0.02090389450685347,426.6666666666667,25.716402029314548,0.6254920152946469,0.016094541523140965,0.5080015939526991,0.06985689778001457,0.0,0.0,192.33333333333334,49.74267115197306,9.0,4.358898943540674,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,bank1:3,joint,0.7016506708543874,0.025155429685971627,426.6666666666667,25.716402029314548,0.6646357598369982,0.024719653432937593,0.5258722902095424,0.0761728601931174,0.0,0.0,185.0,50.11985634456667,9.0,4.358898943540674,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,bank1:3,marginal_max,0.6672934788496404,0.02090389450685347,426.6666666666667,25.716402029314548,0.6254920152946469,0.016094541523140965,0.5563833634426786,0.02325583299285011,0.0,0.0,180.66666666666666,18.475208614068027,9.0,4.358898943540674,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,bank1:3,relational_max,0.4621005844873031,0.03069828310543332,426.6666666666667,25.716402029314548,0.6192009147291403,0.05525135089520696,0.3042854082458704,0.06490249766785684,129.33333333333334,43.31666346030513,161.0,30.512292604784715,9.0,4.358898943540674,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,bank2:6-10,conditional_max,0.6997035571480926,0.019050164439798633,419.3333333333333,27.53785273643051,0.6563267447327271,0.02068131019280168,0.5508815133479364,0.021874024156246823,0.0,0.0,175.33333333333334,19.655363983740756,16.333333333333332,2.5166114784235836,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,bank2:6-10,independent,0.6645032359617996,0.01441493920208203,419.3333333333333,27.53785273643051,0.6157143767816414,0.012489115540430386,0.4914166700076499,0.05923863856916435,0.0,0.0,185.33333333333334,45.489925624618614,16.333333333333332,2.5166114784235836,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,bank2:6-10,joint,0.6997035571480926,0.019050164439798633,419.3333333333333,27.53785273643051,0.6563267447327271,0.02068131019280168,0.5112943859738642,0.0625280682905321,0.0,0.0,177.66666666666666,47.247574893674,16.333333333333332,2.5166114784235836,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,bank2:6-10,marginal_max,0.6645032359617996,0.01441493920208203,419.3333333333333,27.53785273643051,0.6157143767816414,0.012489115540430386,0.5354204556453098,0.015397933193471349,0.0,0.0,182.33333333333334,17.897858344878397,16.333333333333332,2.5166114784235836,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,bank2:6-10,relational_max,0.47151772855567264,0.03256359592225652,419.3333333333333,27.53785273643051,0.6939936997051417,0.10965711009715581,0.32294728981469895,0.060108100902048746,162.33333333333334,60.4510821518799,108.33333333333333,25.146238950056397,16.333333333333332,2.5166114784235836,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,full,conditional_max,0.6827871117157095,0.027553862144655245,435.6666666666667,29.938826518975876,0.6520630469847526,0.028662916926329614,0.5726476339967109,0.029680323054048035,0.0,0.0,182.66666666666666,24.583192089989726,0.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,full,independent,0.6512204057405037,0.024473308280791195,435.6666666666667,29.938826518975876,0.6152791867277521,0.022064208457715232,0.5177580342545942,0.05474480744867308,0.0,0.0,196.0,42.320207938997655,0.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,full,joint,0.6827871117157095,0.027553862144655245,435.6666666666667,29.938826518975876,0.6520630469847526,0.028662916926329614,0.5308494237107753,0.05768701522186672,0.0,0.0,189.33333333333334,42.85246006162696,0.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,full,marginal_max,0.6512204057405037,0.024473308280791195,435.6666666666667,29.938826518975876,0.6152791867277521,0.022064208457715232,0.5618718901014971,0.025913566423995175,0.0,0.0,187.66666666666666,23.692474191889147,0.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,full,relational_max,0.44910625428969614,0.029105166307025355,435.6666666666667,29.938826518975876,0.622069185187626,0.06397706961651617,0.3035761883877144,0.0655737674023282,132.0,44.19275958796871,167.33333333333334,35.557465226494045,0.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,random1:1,conditional_max,0.6872309214695532,0.024833007342490946,427.6666666666667,24.583192089989723,0.6507865562060882,0.02506931989951136,0.5753940031579378,0.04719884943531418,0.0,0.0,166.33333333333334,37.634204300520736,8.0,5.5677643628300215,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,random1:1,independent,0.6590618462998091,0.023510555034234243,427.6666666666667,24.583192089989723,0.6182325452380123,0.02481138442770018,0.5050699925850423,0.06302994326198696,0.0,0.0,194.33333333333334,41.10150037812894,8.0,5.5677643628300215,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,random1:1,joint,0.6872309214695532,0.024833007342490946,427.6666666666667,24.583192089989723,0.6507865562060882,0.02506931989951136,0.5150691705006979,0.06468374758629855,0.0,0.0,189.66666666666666,41.78915329763614,8.0,5.5677643628300215,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,random1:1,marginal_max,0.6590618462998091,0.023510555034234243,427.6666666666667,24.583192089989723,0.6182325452380123,0.02481138442770018,0.5607361583067169,0.04033644657547628,0.0,0.0,171.0,38.157568056677825,8.0,5.5677643628300215,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,random1:1,relational_max,0.4509975696903871,0.027023960874759778,427.6666666666667,24.583192089989723,0.6283349404796655,0.0575979161416156,0.28206539984684126,0.06361565808703773,139.66666666666666,34.81857741685225,161.66666666666666,31.533051443419385,8.0,5.5677643628300215,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,random3:5-8-14,conditional_max,0.6982006631911423,0.024776257265893734,397.3333333333333,32.516662395352526,0.6520724062091269,0.023658593660300795,0.5342412708209059,0.013493861819031299,0.0,0.0,155.0,12.767145334803704,38.333333333333336,4.041451884327381,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,random3:5-8-14,independent,0.6740359624698535,0.02314949263208135,397.3333333333333,32.516662395352526,0.6243005977253011,0.020956803964578462,0.4845021712340944,0.039875178347078565,0.0,0.0,165.33333333333334,24.00694344004112,38.333333333333336,4.041451884327381,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,random3:5-8-14,joint,0.6982006631911423,0.024776257265893734,397.3333333333333,32.516662395352526,0.6520724062091269,0.023658593660300795,0.4968976642680432,0.040626366434201824,0.0,0.0,160.33333333333334,26.652079343520896,38.333333333333336,4.041451884327381,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,random3:5-8-14,marginal_max,0.6740359624698535,0.02314949263208135,397.3333333333333,32.516662395352526,0.6243005977253011,0.020956803964578462,0.5244300788917493,0.012007639066437661,0.0,0.0,159.0,13.114877048604,38.333333333333336,4.041451884327381,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,random3:5-8-14,relational_max,0.46473118015496184,0.018125748492776952,397.3333333333333,32.516662395352526,0.6335314825354667,0.07657308273310978,0.2119371911362299,0.05903357529029034,153.0,44.64302857109943,144.66666666666666,27.610384519838423,38.333333333333336,4.041451884327381,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,random7:3-4-8-10-11-12-14,conditional_max,0.7732036122355459,0.02642041202693153,325.6666666666667,34.7754702819866,0.7056908784066476,0.030790384049551558,0.47178254208727616,0.006834203280556598,0.0,0.0,114.33333333333333,11.06044001535804,110.0,5.5677643628300215,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,random7:3-4-8-10-11-12-14,independent,0.7544872916930917,0.021760145669014075,325.6666666666667,34.7754702819866,0.6807429104254957,0.019747849645200127,0.41843202192656886,0.018024343274476745,0.0,0.0,137.0,28.61817604250837,110.0,5.5677643628300215,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,random7:3-4-8-10-11-12-14,joint,0.7732036122355459,0.02642041202693153,325.6666666666667,34.7754702819866,0.7056908784066476,0.030790384049551558,0.4312147855311535,0.022658361744221527,0.0,0.0,132.0,26.457513110645905,110.0,5.5677643628300215,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,random7:3-4-8-10-11-12-14,marginal_max,0.7544872916930917,0.021760145669014075,325.6666666666667,34.7754702819866,0.6807429104254957,0.019747849645200127,0.45484902198285937,0.012861567844119619,0.0,0.0,121.33333333333333,13.613718571108091,110.0,5.5677643628300215,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,random7:3-4-8-10-11-12-14,relational_max,0.5312509348650117,0.03810850209900633,325.6666666666667,34.7754702819866,0.5326178968351493,0.11616044057078649,0.19151507714836355,0.07685021481843435,67.66666666666667,117.20210464549402,165.33333333333334,70.67059737495738,110.0,5.5677643628300215,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,single_sensor_0,conditional_max,,,0.0,0.0,,,0.0,0.0,62.0,9.539392014169456,0.0,0.0,373.6666666666667,24.94660965609021,62.0,9.539392014169456,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,single_sensor_0,independent,,,0.0,0.0,,,0.0,0.0,62.0,9.539392014169456,0.0,0.0,373.6666666666667,24.94660965609021,62.0,9.539392014169456,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,single_sensor_0,joint,,,0.0,0.0,,,0.0,0.0,62.0,9.539392014169456,0.0,0.0,373.6666666666667,24.94660965609021,62.0,9.539392014169456,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,single_sensor_0,marginal_max,,,0.0,0.0,,,0.0,0.0,62.0,9.539392014169456,0.0,0.0,373.6666666666667,24.94660965609021,62.0,9.539392014169456,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,circuit,single_sensor_0,relational_max,,,0.0,0.0,,,0.0,0.0,62.0,9.539392014169456,0.0,0.0,373.6666666666667,24.94660965609021,62.0,9.539392014169456,3,"[11, 12, 13]",1.0,0.0,0.0,0.0
matched,gaussian_fitted,bank0:0-1-2-4-5-7-8,conditional_max,0.7912008573049852,0.0012323282726252663,329.6666666666667,26.350205565295564,0.7621147372267633,0.007698304752306407,0.4096899446125735,0.009715741744999347,0.0,0.0,147.33333333333334,14.571661996262929,106.0,5.5677643628300215,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gaussian_fitted,bank0:0-1-2-4-5-7-8,independent,0.7687554581079988,0.0051254148429139635,329.6666666666667,26.350205565295564,0.6870826380030691,0.01120988324406224,0.33309027174544703,0.039753500311854,0.0,0.0,178.0,34.64101615137755,106.0,5.5677643628300215,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gaussian_fitted,bank0:0-1-2-4-5-7-8,joint,0.7912008573049852,0.0012323282726252663,329.6666666666667,26.350205565295564,0.7621147372267633,0.007698304752306407,0.4363441463747498,0.04313416817439053,0.0,0.0,132.33333333333334,31.00537587795596,106.0,5.5677643628300215,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gaussian_fitted,bank0:0-1-2-4-5-7-8,marginal_max,0.7687554581079988,0.0051254148429139635,329.6666666666667,26.350205565295564,0.6870826380030691,0.01120988324406224,0.26069622849571117,0.02047390066976206,0.0,0.0,212.33333333333334,22.007574453658755,106.0,5.5677643628300215,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gaussian_fitted,bank0:0-1-2-4-5-7-8,relational_max,0.7406010963070665,0.01568703331908925,329.6666666666667,26.350205565295564,0.7126583400048339,0.016571031804538377,0.47715042888099735,0.01047265414777968,0.0,0.0,101.33333333333333,5.033222956847166,106.0,5.5677643628300215,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gaussian_fitted,bank1:3,conditional_max,0.7523922457300133,0.008527009265054428,426.6666666666667,25.716402029314548,0.732327141382869,0.015435199547093386,0.6774258068879329,0.01465205734916345,0.0,0.0,123.0,3.605551275463989,9.0,4.358898943540674,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gaussian_fitted,bank1:3,independent,0.6836167115791946,0.010525106489921547,426.6666666666667,25.716402029314548,0.6243781588208833,0.008905260522664174,0.5311884626334318,0.05329181968338481,0.0,0.0,179.0,27.055498516937366,9.0,4.358898943540674,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gaussian_fitted,bank1:3,joint,0.7523922457300133,0.008527009265054428,426.6666666666667,25.716402029314548,0.732327141382869,0.015435199547093386,0.6329430660020338,0.022297218573242076,0.0,0.0,137.66666666666666,15.275252316519468,9.0,4.358898943540674,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gaussian_fitted,bank1:3,marginal_max,0.6836167115791946,0.010525106489921547,426.6666666666667,25.716402029314548,0.6243781588208833,0.008905260522664174,0.5489790562876696,0.010478187908965089,0.0,0.0,181.33333333333334,11.060440015358038,9.0,4.358898943540674,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gaussian_fitted,bank1:3,relational_max,0.7111127615814641,0.006521744572025218,426.6666666666667,25.716402029314548,0.6966117924902755,0.006594102053681254,0.6371197404319305,0.004752695781700673,0.0,0.0,119.66666666666667,6.8068592855540455,9.0,4.358898943540674,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gaussian_fitted,bank2:6-10,conditional_max,0.7648055608506871,0.0005563664064702228,419.3333333333333,27.53785273643051,0.7210901481564185,0.002447201957628591,0.5232983967735416,0.050222611821120686,0.0,0.0,187.0,30.643106892089126,16.333333333333332,2.5166114784235836,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gaussian_fitted,bank2:6-10,independent,0.6870826151930397,0.00742647471659032,419.3333333333333,27.53785273643051,0.6221288961903783,0.01471721327418424,0.4252777166951562,0.07665120505832554,0.0,0.0,219.33333333333334,45.09249752822895,16.333333333333332,2.5166114784235836,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gaussian_fitted,bank2:6-10,joint,0.7648055608506871,0.0005563664064702228,419.3333333333333,27.53785273643051,0.7210901481564185,0.002447201957628591,0.5656072712752797,0.04360799122706264,0.0,0.0,163.66666666666666,24.70492528491704,16.333333333333332,2.5166114784235836,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gaussian_fitted,bank2:6-10,marginal_max,0.6870826151930397,0.00742647471659032,419.3333333333333,27.53785273643051,0.6221288961903783,0.01471721327418424,0.19719981063712347,0.06559434412735364,0.0,0.0,328.0,39.50949253027682,16.333333333333332,2.5166114784235836,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
matched,gaussian_fitted,bank2:6-10,relational_max,0.7122128697866809,0.0013633373328570024,419.3333333333333,27.53785273643051,0.6885241213046595,0.0029800516341358485,0.5913686003467333,0.005306498948616718,0.0,0.0,143.0,11.532562594670797,16.333333333333332,2.5166114784235836,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0
