epoch,value
0,31011.02536219577
1,1655.2558981882828
2,280.34045301700587
3,179.16296749583714
4,156.64079940017095
5,145.12651291037778
6,132.1320368977711
7,116.6310087207585
8,109.56666543307962
9,106.94650658822015
10,104.9832852138238
11,100.1539374194659
12,98.96694046337798
13,93.60907686229915
14,93.33108032168873
15,90.02275367549326
16,87.3210087709481
17,83.84882245415325
18,86.12363965732163
19,86.57467920775674
20,80.2471068239843
21,79.8271303548254
22,78.52634516465416
23,75.22578685738864
24,82.58200121989547
25,82.10332769094659
26,77.73250086303018
27,78.93177948863385
28,79.94674241294933
29,77.71105231012875
30,77.6028930981353
31,77.4747559084108
32,77.84251180551453
33,72.32848766882162
34,70.64693351125447
35,72.7782194689226
36,80.04947386599218
37,75.57750424419324
38,76.06843944181792
39,78.10667014743971
40,77.99396016169585
41,80.12842112434835
42,75.23594184399552
43,76.34243567886786
44,91.21955741492923
45,76.63033412363669
46,78.34318817657875
47,77.95275589018102
48,82.35326616254781
49,80.97290889977958
