variant,method_name,mask,score,loc_ap_n_mean,loc_ap_n_std,end_to_end_unique_top1_mean,end_to_end_unique_top1_std,loc_n_ambiguous_mean,loc_n_ambiguous_std,loc_n_abstained_no_alarm_mean,loc_n_abstained_no_alarm_std,loc_n_no_observed_target_mean,loc_n_no_observed_target_std,loc_n_all_observed_are_targets_mean,loc_n_all_observed_are_targets_std,n_seeds,seeds,numerically_flat_frac,threshold_infinite_frac,depends_on_values_frac,depends_on_fault_frac,loc_ap_mean,loc_ap_std,loc_unique_top1_accuracy_mean,loc_unique_top1_accuracy_std
conditional_nll_selection,circuit,random2:1-2,independent,200.0,0.0,0.028333333333333332,0.020816659994661327,0.0,0.0,191.33333333333334,5.859465277082315,0.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,0.7416666666666667,0.01233220715579061,0.4833333333333334,0.02466441431158123
conditional_nll_selection,circuit,random2:1-2,joint,200.0,0.0,0.04666666666666667,0.01892969448600091,0.0,0.0,182.33333333333334,4.509249752822894,0.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,0.7416666666666667,0.01233220715579061,0.4833333333333334,0.02466441431158123
conditional_nll_selection,circuit,random2:1-2,marginal_max,200.0,0.0,0.04,0.010000000000000002,0.0,0.0,185.0,5.5677643628300215,0.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,0.7416666666666667,0.01233220715579061,0.4833333333333334,0.02466441431158123
conditional_nll_selection,circuit,random2:1-2,relational_max,200.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,0.6,0.04548351349665063,,
conditional_nll_selection,circuit,random3:1-2-3,conditional_max,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
conditional_nll_selection,circuit,random3:1-2-3,independent,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
conditional_nll_selection,circuit,random3:1-2-3,joint,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
conditional_nll_selection,circuit,random3:1-2-3,marginal_max,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
conditional_nll_selection,circuit,random3:1-2-3,relational_max,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,3,"[11, 12, 13]",1.0,0.0,0.0,0.0,,,,
conditional_nll_selection,circuit,single_sensor_0,conditional_max,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
conditional_nll_selection,circuit,single_sensor_0,independent,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
conditional_nll_selection,circuit,single_sensor_0,joint,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
conditional_nll_selection,circuit,single_sensor_0,marginal_max,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
conditional_nll_selection,circuit,single_sensor_0,relational_max,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,3,"[11, 12, 13]",1.0,0.0,0.0,0.0,,,,
conditional_nll_selection,known_law_oracle,bank0:0-1,conditional_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
conditional_nll_selection,known_law_oracle,bank0:0-1,independent,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
conditional_nll_selection,known_law_oracle,bank0:0-1,joint,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
conditional_nll_selection,known_law_oracle,bank0:0-1,marginal_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
conditional_nll_selection,known_law_oracle,bank0:0-1,relational_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
conditional_nll_selection,known_law_oracle,full,conditional_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
conditional_nll_selection,known_law_oracle,full,independent,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
conditional_nll_selection,known_law_oracle,full,joint,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
conditional_nll_selection,known_law_oracle,full,marginal_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
conditional_nll_selection,known_law_oracle,full,relational_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
conditional_nll_selection,known_law_oracle,random1:0,conditional_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
conditional_nll_selection,known_law_oracle,random1:0,independent,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
conditional_nll_selection,known_law_oracle,random1:0,joint,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
conditional_nll_selection,known_law_oracle,random1:0,marginal_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
conditional_nll_selection,known_law_oracle,random1:0,relational_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
conditional_nll_selection,known_law_oracle,random2:1-2,conditional_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
conditional_nll_selection,known_law_oracle,random2:1-2,independent,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
conditional_nll_selection,known_law_oracle,random2:1-2,joint,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
conditional_nll_selection,known_law_oracle,random2:1-2,marginal_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
conditional_nll_selection,known_law_oracle,random2:1-2,relational_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
conditional_nll_selection,known_law_oracle,random3:1-2-3,conditional_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
conditional_nll_selection,known_law_oracle,random3:1-2-3,independent,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
conditional_nll_selection,known_law_oracle,random3:1-2-3,joint,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
conditional_nll_selection,known_law_oracle,random3:1-2-3,marginal_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
conditional_nll_selection,known_law_oracle,random3:1-2-3,relational_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
conditional_nll_selection,known_law_oracle,single_sensor_0,conditional_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
conditional_nll_selection,known_law_oracle,single_sensor_0,independent,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
conditional_nll_selection,known_law_oracle,single_sensor_0,joint,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
conditional_nll_selection,known_law_oracle,single_sensor_0,marginal_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
conditional_nll_selection,known_law_oracle,single_sensor_0,relational_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface,circuit,bank0:0-1,conditional_max,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface,circuit,bank0:0-1,independent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface,circuit,bank0:0-1,joint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface,circuit,bank0:0-1,marginal_max,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface,circuit,bank0:0-1,relational_max,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface,circuit,full,conditional_max,200.0,0.0,0.12833333333333333,0.05575242894559244,0.0,0.0,164.66666666666666,19.75685535031659,0.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,0.6419444444444444,0.009477067838462154,0.4483333333333333,0.010408329997330672
interface,circuit,full,independent,200.0,0.0,0.0033333333333333335,0.005773502691896258,0.0,0.0,192.66666666666666,6.8068592855540455,0.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,0.5441666666666666,0.012583057392117928,0.33,0.01802775637731994
interface,circuit,full,joint,200.0,0.0,0.043333333333333335,0.04645786621588784,0.0,0.0,185.33333333333334,13.868429375143148,0.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,0.6419444444444444,0.009477067838462154,0.4483333333333333,0.010408329997330672
interface,circuit,full,marginal_max,200.0,0.0,0.023333333333333334,0.01607275126832159,0.0,0.0,186.66666666666666,9.865765724632494,0.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,0.5441666666666666,0.012583057392117928,0.33,0.01802775637731994
interface,circuit,full,relational_max,200.0,0.0,0.24833333333333332,0.03752776749732569,0.0,0.0,136.0,7.937253933193772,0.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,0.7136111111111111,0.011794929858645652,0.5433333333333333,0.016072751268321604
interface,circuit,random1:0,conditional_max,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface,circuit,random1:0,independent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface,circuit,random1:0,joint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface,circuit,random1:0,marginal_max,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface,circuit,random1:0,relational_max,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface,circuit,random2:1-2,conditional_max,200.0,0.0,0.09166666666666667,0.007637626158259734,0.0,0.0,162.33333333333334,8.386497083606082,0.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,0.7341666666666667,0.005773502691896262,0.46833333333333327,0.011547005383792493
interface,circuit,random2:1-2,independent,200.0,0.0,0.02,0.01,0.0,0.0,191.66666666666666,5.033222956847166,0.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,0.7341666666666667,0.005773502691896262,0.46833333333333327,0.011547005383792493
interface,circuit,random2:1-2,joint,200.0,0.0,0.041666666666666664,0.015275252316519466,0.0,0.0,184.66666666666666,6.6583281184793925,0.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,0.7341666666666667,0.005773502691896262,0.46833333333333327,0.011547005383792493
interface,circuit,random2:1-2,marginal_max,200.0,0.0,0.035,0.005000000000000001,0.0,0.0,185.33333333333334,3.2145502536643185,0.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,0.7341666666666667,0.005773502691896262,0.46833333333333327,0.011547005383792493
interface,circuit,random2:1-2,relational_max,200.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,0.5966666666666667,0.023760962382305413,,
interface,circuit,random3:1-2-3,conditional_max,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface,circuit,random3:1-2-3,independent,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface,circuit,random3:1-2-3,joint,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface,circuit,random3:1-2-3,marginal_max,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface,circuit,random3:1-2-3,relational_max,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,3,"[11, 12, 13]",1.0,0.0,0.0,0.0,,,,
interface,circuit,single_sensor_0,conditional_max,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface,circuit,single_sensor_0,independent,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface,circuit,single_sensor_0,joint,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface,circuit,single_sensor_0,marginal_max,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface,circuit,single_sensor_0,relational_max,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,3,"[11, 12, 13]",1.0,0.0,0.0,0.0,,,,
interface,known_law_oracle,bank0:0-1,conditional_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface,known_law_oracle,bank0:0-1,independent,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface,known_law_oracle,bank0:0-1,joint,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface,known_law_oracle,bank0:0-1,marginal_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface,known_law_oracle,bank0:0-1,relational_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface,known_law_oracle,full,conditional_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface,known_law_oracle,full,independent,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface,known_law_oracle,full,joint,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface,known_law_oracle,full,marginal_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface,known_law_oracle,full,relational_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface,known_law_oracle,random1:0,conditional_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface,known_law_oracle,random1:0,independent,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface,known_law_oracle,random1:0,joint,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface,known_law_oracle,random1:0,marginal_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface,known_law_oracle,random1:0,relational_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface,known_law_oracle,random2:1-2,conditional_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface,known_law_oracle,random2:1-2,independent,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface,known_law_oracle,random2:1-2,joint,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface,known_law_oracle,random2:1-2,marginal_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface,known_law_oracle,random2:1-2,relational_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface,known_law_oracle,random3:1-2-3,conditional_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface,known_law_oracle,random3:1-2-3,independent,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface,known_law_oracle,random3:1-2-3,joint,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface,known_law_oracle,random3:1-2-3,marginal_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface,known_law_oracle,random3:1-2-3,relational_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface,known_law_oracle,single_sensor_0,conditional_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface,known_law_oracle,single_sensor_0,independent,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface,known_law_oracle,single_sensor_0,joint,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface,known_law_oracle,single_sensor_0,marginal_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface,known_law_oracle,single_sensor_0,relational_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface_conditional,circuit,bank0:0-1,conditional_max,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface_conditional,circuit,bank0:0-1,independent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface_conditional,circuit,bank0:0-1,joint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface_conditional,circuit,bank0:0-1,marginal_max,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface_conditional,circuit,bank0:0-1,relational_max,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface_conditional,circuit,full,conditional_max,200.0,0.0,0.13,0.05291502622129181,0.0,0.0,163.66666666666666,18.147543451754935,0.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,0.657638888888889,0.013477948382175725,0.47500000000000003,0.025980762113533153
interface_conditional,circuit,full,independent,200.0,0.0,0.005,0.005,0.0,0.0,193.33333333333334,2.886751345948129,0.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,0.5522222222222223,0.00918873605945734,0.345,0.014999999999999986
interface_conditional,circuit,full,joint,200.0,0.0,0.045000000000000005,0.0360555127546399,0.0,0.0,184.0,13.74772708486752,0.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,0.657638888888889,0.013477948382175725,0.47500000000000003,0.025980762113533153
interface_conditional,circuit,full,marginal_max,200.0,0.0,0.021666666666666667,0.014433756729740642,0.0,0.0,187.66666666666666,9.073771725877465,0.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,0.5522222222222223,0.00918873605945734,0.345,0.014999999999999986
interface_conditional,circuit,full,relational_max,200.0,0.0,0.26666666666666666,0.027537852736430505,0.0,0.0,130.66666666666666,2.886751345948129,0.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,0.72625,0.004228704818788419,0.5566666666666668,0.005773502691896262
interface_conditional,circuit,random1:0,conditional_max,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface_conditional,circuit,random1:0,independent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface_conditional,circuit,random1:0,joint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface_conditional,circuit,random1:0,marginal_max,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface_conditional,circuit,random1:0,relational_max,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface_conditional,circuit,random2:1-2,conditional_max,200.0,0.0,0.11499999999999999,0.008660254037844387,0.0,0.0,153.33333333333334,7.637626158259733,0.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,0.7408333333333333,0.00763762615825974,0.48166666666666663,0.01527525231651945
interface_conditional,circuit,random2:1-2,independent,200.0,0.0,0.011666666666666667,0.007637626158259734,0.0,0.0,194.0,3.605551275463989,0.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,0.7408333333333333,0.00763762615825974,0.48166666666666663,0.01527525231651945
interface_conditional,circuit,random2:1-2,joint,200.0,0.0,0.043333333333333335,0.007637626158259732,0.0,0.0,184.33333333333334,4.932882862316247,0.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,0.7408333333333333,0.00763762615825974,0.48166666666666663,0.01527525231651945
interface_conditional,circuit,random2:1-2,marginal_max,200.0,0.0,0.035,0.005000000000000001,0.0,0.0,184.33333333333334,3.5118845842842465,0.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,0.7408333333333333,0.00763762615825974,0.48166666666666663,0.01527525231651945
interface_conditional,circuit,random2:1-2,relational_max,200.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,0.6266666666666666,0.01892969448600093,,
interface_conditional,circuit,random3:1-2-3,conditional_max,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface_conditional,circuit,random3:1-2-3,independent,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface_conditional,circuit,random3:1-2-3,joint,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface_conditional,circuit,random3:1-2-3,marginal_max,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface_conditional,circuit,random3:1-2-3,relational_max,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,3,"[11, 12, 13]",1.0,0.0,0.0,0.0,,,,
interface_conditional,circuit,single_sensor_0,conditional_max,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface_conditional,circuit,single_sensor_0,independent,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface_conditional,circuit,single_sensor_0,joint,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface_conditional,circuit,single_sensor_0,marginal_max,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,3,"[11, 12, 13]",0.0,0.0,0.0,0.0,,,,
interface_conditional,circuit,single_sensor_0,relational_max,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,3,"[11, 12, 13]",1.0,0.0,0.0,0.0,,,,
interface_conditional,known_law_oracle,bank0:0-1,conditional_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface_conditional,known_law_oracle,bank0:0-1,independent,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface_conditional,known_law_oracle,bank0:0-1,joint,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface_conditional,known_law_oracle,bank0:0-1,marginal_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface_conditional,known_law_oracle,bank0:0-1,relational_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface_conditional,known_law_oracle,full,conditional_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface_conditional,known_law_oracle,full,independent,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface_conditional,known_law_oracle,full,joint,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface_conditional,known_law_oracle,full,marginal_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface_conditional,known_law_oracle,full,relational_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface_conditional,known_law_oracle,random1:0,conditional_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface_conditional,known_law_oracle,random1:0,independent,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface_conditional,known_law_oracle,random1:0,joint,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface_conditional,known_law_oracle,random1:0,marginal_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface_conditional,known_law_oracle,random1:0,relational_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface_conditional,known_law_oracle,random2:1-2,conditional_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface_conditional,known_law_oracle,random2:1-2,independent,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface_conditional,known_law_oracle,random2:1-2,joint,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface_conditional,known_law_oracle,random2:1-2,marginal_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface_conditional,known_law_oracle,random2:1-2,relational_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface_conditional,known_law_oracle,random3:1-2-3,conditional_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface_conditional,known_law_oracle,random3:1-2-3,independent,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface_conditional,known_law_oracle,random3:1-2-3,joint,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface_conditional,known_law_oracle,random3:1-2-3,marginal_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface_conditional,known_law_oracle,random3:1-2-3,relational_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface_conditional,known_law_oracle,single_sensor_0,conditional_max,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
interface_conditional,known_law_oracle,single_sensor_0,independent,,,,,,,,,,,,,3,"[11, 12, 13]",,,,,,,,
