experiment,variant,dataset,stage,method,rmse_mean,rmse_std,mae_mean,mae_std,nasa_mean,nasa_std,crps_mean,crps_std,picp_mean,picp_std,mpiw_mean,mpiw_std,interval_score_mean,interval_score_std,picp_edge_mean,picp_edge_std,mpiw_edge_mean,mpiw_edge_std,interval_score_edge_mean,interval_score_edge_std,calib_err_mean,calib_err_std,pred_sd_mean,pred_sd_std,pit_mean_mean,pit_mean_std,pit_var_mean,pit_var_std,pit_ks_mean,pit_ks_std,pit_var_target_mean,pit_var_target_std,fit_s_mean,fit_s_std,params_mean,params_std,censored_frac_mean,censored_frac_std,n_seeds,seeds,axis:dataset.censor_frac,train_rows_mean,train_rows_std,n_dead_mean,n_dead_std,crps_full_mean,crps_full_std,crps_exact_marginal_mean,crps_exact_marginal_std,crps_imputed_mean,crps_imputed_std,rmse_full_mean,rmse_full_std,rmse_exact_marginal_mean,rmse_exact_marginal_std,rmse_imputed_mean,rmse_imputed_std,picp_exact_marginal_mean,picp_exact_marginal_std,picp_exact_marginal_edge_mean,picp_exact_marginal_edge_std,picp_imputed_mean,picp_imputed_std,picp_imputed_edge_mean,picp_imputed_edge_std,marginal_pit_mean_mean,marginal_pit_mean_std,marginal_pit_var_mean,marginal_pit_var_std,marginal_pit_ks_mean,marginal_pit_ks_std,marginal_pit_var_target_mean,marginal_pit_var_target_std
cmapss_rul,censor_frac-0.5,cmapss:FD001,rul,SurvivalPC (drop censored) [all],27.25002924801866,0.9010945227195973,22.533272840711806,0.8378228057421668,169612.4436790141,5813.933050936777,12.05892679019375,0.5185739328434228,0.4093037037037037,0.0033793368721501123,73.13185185185183,1.923881125319894,107.68711111111111,1.3603485392163805,0.9783111111111111,0.0029373709585525966,78.13185185185183,1.923881125319894,83.73777777777778,1.5240408924878939,0.24798222222222222,0.0107734360097784,19.458494186401367,0.7981202554690423,0.5890468949210635,0.017784722024392297,0.07288978268412233,0.00255569502106964,0.13942942167083053,0.026783306563509964,0.08333333333333333,0.0,92.4033321539561,3.588736136181149,43356.0,0.0,0.38865049680074054,0.018683032801228704,3,"[0, 1, 2]",0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_rul,censor_frac-0.5,cmapss:FD001,rul,SurvivalPC (drop censored) [last],27.033405587431947,0.3081433597512628,21.60875249226888,0.1442217619852939,7588.279985726327,1315.255783364749,14.537435257598673,0.16802341213324545,0.8366666666666666,0.005773502691896263,81.88333333333334,1.6250641012998022,104.78333333333335,0.9385272150200683,0.9566666666666667,0.005773502691896262,86.88333333333333,1.625064101299802,101.61666666666667,0.8251262529657674,0.054333333333333345,0.009865765724632512,28.31185531616211,0.3713086713598655,0.4293527544847791,0.026220983110003305,0.05929656126371493,0.0004992149639274264,0.1938853482224451,0.04236839093783834,0.08333333333333333,0.0,92.4033321539561,3.588736136181149,43356.0,0.0,0.38865049680074054,0.018683032801228704,3,"[0, 1, 2]",0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_rul,censor_frac-0.5,cmapss:FD001,rul,SurvivalPC (exact censored lik.) [all],24.978995448184786,0.08278999802893841,19.352295738163704,0.32061550625403334,282043.64734313067,31821.424343798382,10.90736803893157,0.033879081743356326,0.3915259259259259,0.007970976157620213,66.05451851851852,2.450407487738942,104.17718518518518,0.22925982169499592,0.964562962962963,0.006547276630456355,71.05451851851852,2.450407487738939,79.38637037037037,0.5121861801411353,0.19875555555555555,0.005506894444217464,17.064359664916992,0.182547337528633,0.49259778852474656,0.009251449246734043,0.08149439217206698,0.0024366941091447133,0.029087817152689332,0.004456208951493581,0.08333333333333333,0.0,145.37694231669107,1.5026073174771855,43356.0,0.0,0.38865049680074054,0.018683032801228704,3,"[0, 1, 2]",0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_rul,censor_frac-0.5,cmapss:FD001,rul,SurvivalPC (exact censored lik.) [last],30.515446621132583,0.5803791887514929,23.20776038169861,0.36837423617613624,19243.28419456136,2463.6419946269443,17.14912311288929,0.416981690597398,0.8099999999999999,0.009999999999999953,79.61666666666667,1.3868429375143165,111.78333333333335,1.1676186592091318,0.94,0.009999999999999953,84.61666666666667,1.3868429375143165,107.35000000000001,0.7937253933193776,0.13899999999999998,0.008717797887081343,28.240947087605793,0.4407659989030786,0.3251785758834656,0.01187817177759559,0.05181124965128781,0.00144708612737745,0.34204935917195217,0.018529509811992893,0.08333333333333333,0.0,145.37694231669107,1.5026073174771855,43356.0,0.0,0.38865049680074054,0.018683032801228704,3,"[0, 1, 2]",0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_rul,censor_frac-0.5,cmapss:FD001,rul,ridge regression [all],18.099537092998887,0.16596640646181504,14.58563256548168,0.07676728681080178,30189.997103536607,1152.7419295192233,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008237918217976889,4.2802830954156864e-05,,,,,3,"[0, 1, 2]",0.5,4750.333333333333,86.07167555783572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_rul,censor_frac-0.5,cmapss:FD001,rul,ridge regression [last],17.979398168451112,0.8062966414332375,14.417622376799523,0.5552014946840431,632.9736843800625,82.78716576484946,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008237918217976889,4.2802830954156864e-05,,,,,3,"[0, 1, 2]",0.5,4750.333333333333,86.07167555783572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_rul,censor_frac-0.5,cmapss:FD001,rul,MLP regressor [all],17.454478232223433,0.36963819275458853,13.55345803618961,0.3838282755642549,41379.34957685861,2445.2954048639454,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9191269874572754,0.0669196576169174,,,,,3,"[0, 1, 2]",0.5,4750.333333333333,86.07167555783572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_rul,censor_frac-0.5,cmapss:FD001,rul,MLP regressor [last],18.08400122563708,0.5037516163613294,13.108888533910116,0.80342677221766,791.676255741049,87.18132267445223,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9191269874572754,0.0669196576169174,,,,,3,"[0, 1, 2]",0.5,4750.333333333333,86.07167555783572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_rul,censor_frac-0.5,cmapss:FD001,rul,quantile reg. + conformal (CQR) [all],17.629644496683287,0.09417912977754628,13.701139768727622,0.15178917293131844,45477.54189085785,4368.901851548889,,,0.8532740740740742,0.010182078987627605,50.72371269837132,0.40878398386712167,71.74675792768267,1.0990263210564608,,,,,,,,,,,,,,,,,,,0.8420430819193522,0.0687544015186067,,,,,3,"[0, 1, 2]",0.5,4750.333333333333,86.07167555783572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_rul,censor_frac-0.5,cmapss:FD001,rul,quantile reg. + conformal (CQR) [last],17.634386978701166,0.38115131340842134,13.009695103963217,0.2826749300717105,820.6972638189569,39.327552014372834,,,0.89,0.05196152422706637,47.44886241992315,1.3433782541153096,72.9757461174329,3.4677298159833474,,,,,,,,,,,,,,,,,,,0.8420430819193522,0.0687544015186067,,,,,3,"[0, 1, 2]",0.5,4750.333333333333,86.07167555783572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
