experiment,variant,dataset,stage,method,log_partition_mean,log_partition_std,leaf_mean,leaf_std,sum_mean,sum_std,product_mean,product_std,nodes_mean,nodes_std,parameters_mean,parameters_std,optimizer_steps_mean,optimizer_steps_std,epochs_run_mean,epochs_run_std,best_epoch_mean,best_epoch_std,checkpoint_nll_mean,checkpoint_nll_std,fit_s_mean,fit_s_std,final_train_nll_mean,final_train_nll_std,lr_mean,lr_std,epochs_budget_mean,epochs_budget_std,batch_size_mean,batch_size_std,n_seeds,seeds,axis:variant,shortcut_auroc_mean,shortcut_auroc_std,shortcut_channel_mean,shortcut_channel_std,shortcut_n_dev_mean,shortcut_n_dev_std,shortcut_n_eval_mean,shortcut_n_eval_std,shortcut_features_mean,shortcut_features_std,components_mean,components_std,rank_mean,rank_std,selection_score_mean,selection_score_std,n_stabilizations_mean,n_stabilizations_std,oracle_max_error_mean,oracle_max_error_std,query_s_mean,query_s_std,warmup_s_mean,warmup_s_std,n_mean,n_std,n_observed_mean,n_observed_std,n_observed_min_mean,n_observed_min_std,n_observed_max_mean,n_observed_max_std,cost_passes_mean,cost_passes_std,cost_node_visits_mean,cost_node_visits_std,cost_boundary_visits_mean,cost_boundary_visits_std,cost_n_masks_mean,cost_n_masks_std,cost_seconds_mean,cost_seconds_std,cost_node_evaluations_mean,cost_node_evaluations_std,cost_boundary_elements_mean,cost_boundary_elements_std,cost_output_elements_mean,cost_output_elements_std,cost_peak_boundary_bytes_mean,cost_peak_boundary_bytes_std,empirical_log_dependence_mean_mean,empirical_log_dependence_mean_std,empirical_log_dependence_abs_mean_mean,empirical_log_dependence_abs_mean_std,empirical_log_dependence_sd_mean,empirical_log_dependence_sd_std,empirical_log_dependence_q05_mean,empirical_log_dependence_q05_std,empirical_log_dependence_q95_mean,empirical_log_dependence_q95_std,alpha_mean,alpha_std,calibration_n_mean,calibration_n_std,threshold_mean,threshold_std,score_range_mean,score_range_std,fpr_mean,fpr_std,power_mean,power_std,auroc_mean,auroc_std,ap_mean,ap_std,auroc[decouple]_mean,auroc[decouple]_std,auroc[desync]_mean,auroc[desync]_std,auroc[drift]_mean,auroc[drift]_std,auroc[offset]_mean,auroc[offset]_std,auroc[spike]_mean,auroc[spike]_std,loc_ap_mean,loc_ap_std,loc_ap_n_mean,loc_ap_n_std,loc_n_no_observed_target_mean,loc_n_no_observed_target_std,loc_n_all_observed_are_targets_mean,loc_n_all_observed_are_targets_std,loc_n_ambiguous_mean,loc_n_ambiguous_std,loc_n_unique_mean,loc_n_unique_std,loc_n_abstained_no_alarm_mean,loc_n_abstained_no_alarm_std,loc_unique_top1_accuracy_mean,loc_unique_top1_accuracy_std,end_to_end_unique_top1_mean,end_to_end_unique_top1_std
diagnosis_donors,matched,cmapss:FD001,diagnosis,query full | gaussian_fitted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"[11, 12, 13]",matched,,,,,,,,,,,,,,,,,,,0.0,0.0,0.9228711696669052,0.08801114333151902,0.008823405666286513,0.0006359412676036289,871.3333333333334,59.87765303795175,15.0,0.0,15.0,0.0,15.0,0.0,62.0,0.0,9600.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4182400.0,287412.73458216846,0.0,0.0,13070.0,898.1647955692764,10214400.0,0.0,14.496685004899476,2.4552801398307738,14.506740300708543,2.4406829073543252,6.235678541814774,0.2395808346157602,5.34350138340286,2.2287799679890967,26.071953605050382,2.4427795397111893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diagnosis_donors,matched,cmapss:FD001,diagnosis,joint | full | gaussian_fitted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"[11, 12, 13]",matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10000000000000002,1.6996749443881478e-17,10.0,0.0,200.46113196378997,9.674914662338564,1065.9152827209043,111.31358825674666,0.048735306254765964,0.007689328608403548,0.6341277583865765,0.03263021529149662,0.8433523958579423,0.01825395250523261,0.8861046328471289,0.013705341863481548,0.5284083932513849,0.05147223915768912,0.7570067150142736,0.02539573263828886,0.9993026473589773,0.0004653955143205745,1.0,0.0,0.9547847928563687,0.008319319633954733,0.7405893222265038,0.006732255373599305,435.6666666666667,29.938826518975876,0.0,0.0,0.0,0.0,0.0,0.0,435.6666666666667,29.938826518975876,160.0,25.238858928247925,0.7205140011492981,0.012448093482986986,0.6095514051770256,0.028605813704985453
diagnosis_donors,matched,cmapss:FD001,diagnosis,independent | full | gaussian_fitted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"[11, 12, 13]",matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10000000000000002,1.6996749443881478e-17,10.0,0.0,214.93106680702763,12.446465647293557,400.04213066377383,39.71228868206283,0.050409078078979215,0.00466474001126776,0.5004744601072435,0.035475012796158396,0.7819120364987295,0.024781526768533197,0.834452604041906,0.021565902153442826,0.532431495417645,0.044975941431083265,0.48942262222574945,0.03946125615300416,0.9837502327615956,0.0038804523173837256,0.9665740523852513,0.011703000576992138,0.9472074603029208,0.003060478257083976,0.6765223118034548,0.015597330566199403,435.6666666666667,29.938826518975876,0.0,0.0,0.0,0.0,0.0,0.0,435.6666666666667,29.938826518975876,218.33333333333334,30.98924544633724,0.6197891090428063,0.01831529543647788,0.4737837707591483,0.03798124849139086
diagnosis_donors,matched,cmapss:FD001,diagnosis,marginal_max | full | gaussian_fitted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"[11, 12, 13]",matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10000000000000002,1.6996749443881478e-17,10.0,0.0,52.42989189452059,5.537974066128937,238.32340863861387,12.372262348671308,0.02423759776425456,0.022527446782545688,0.36003135259602487,0.0389537095886893,0.7765883578799668,0.024634326898548893,0.82233732374874,0.03209058856313854,0.5135826417007375,0.05089874878929643,0.4869373391199301,0.012434176127290029,0.9762107483034347,0.01430616303725835,0.9435077655649744,0.031538260927745,0.9735303403831553,0.013832025012822501,0.6765223118034548,0.015597330566199403,435.6666666666667,29.938826518975876,0.0,0.0,0.0,0.0,0.0,0.0,435.6666666666667,29.938826518975876,279.3333333333333,33.02019584032374,0.6197891090428063,0.01831529543647788,0.34749059766341756,0.050318742087482105
diagnosis_donors,matched,cmapss:FD001,diagnosis,conditional_max | full | gaussian_fitted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"[11, 12, 13]",matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10000000000000002,1.6996749443881478e-17,10.0,0.0,54.4981017605445,5.033699356063638,511.90071020100277,53.867328682673815,0.02304784328399612,0.018540918501750433,0.5776955963411982,0.03821117968024866,0.8428584017909474,0.019112906126726958,0.8862500719756056,0.015725896653718693,0.5185803240032293,0.061354797220480865,0.7455027949304563,0.017239493557777104,0.9976616471549841,0.002400229890574476,0.9988225406255449,0.0015010554619609936,0.9753318184792636,0.011997532341601932,0.7405893222265038,0.006732255373599305,435.6666666666667,29.938826518975876,0.0,0.0,0.0,0.0,0.0,0.0,435.6666666666667,29.938826518975876,184.66666666666666,29.143323992525858,0.7205140011492981,0.012448093482986986,0.5663986185743276,0.039508895214354064
diagnosis_donors,matched,cmapss:FD001,diagnosis,relational_max | full | gaussian_fitted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"[11, 12, 13]",matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10000000000000002,1.6996749443881478e-17,10.0,0.0,4.182285147994786,0.8537955860208039,497.67200767606454,13.574076024462551,0.08655393986959231,0.06159716748659835,0.6756405069709107,0.02229727713399903,0.833916472517099,0.007103345736151946,0.8844812669623301,0.0047473338876437895,0.47557628818034753,0.03254757559029401,0.8478007860528812,0.02533299021287047,1.0,0.0,1.0,0.0,0.8732970215835049,0.018412158113055088,0.6879283496013375,0.006858454767397828,435.6666666666667,29.938826518975876,0.0,0.0,0.0,0.0,0.0,0.0,435.6666666666667,29.938826518975876,141.0,7.211102550927978,0.6855624980510931,0.0010347915671047245,0.6255541071212347,0.009002230752548402
diagnosis_donors,matched,cmapss:FD001,diagnosis,query full | gmm_fitted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"[11, 12, 13]",matched,,,,,,,,,,,,,,,,,,,0.0,0.0,2.398876477001371,0.8583017849221994,0.10127537000031832,0.14787377993884682,871.3333333333334,59.87765303795175,15.0,0.0,15.0,0.0,15.0,0.0,62.0,0.0,9600.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4182400.0,287412.73458216846,0.0,0.0,13070.0,898.1647955692764,27239061.333333332,11794859.544954546,6.334402511985836,4.161639277349775,10.703313404618797,0.9025612523780034,11.388607238316427,2.6090161855361442,-18.321827480427597,16.253395031846146,20.45718633595518,4.819328826080338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diagnosis_donors,matched,cmapss:FD001,diagnosis,joint | full | gmm_fitted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"[11, 12, 13]",matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10000000000000002,1.6996749443881478e-17,10.0,0.0,209.9546529558003,3.541185400694484,1398.0181332444483,151.93247831038462,0.06317851824764015,0.010916761672249838,0.5354759362143543,0.04748126407285093,0.8258842586754115,0.013818272498967308,0.8645863033362703,0.010559245047356157,0.5245415671697121,0.042860618961324856,0.7204770334651526,0.022869493562702205,0.9917960295392083,0.0026583055496672467,0.9970855414030666,0.0009206907283733533,0.915773159817166,0.02497735372827668,0.7339317679008515,0.007364804181127253,435.6666666666667,29.938826518975876,0.0,0.0,0.0,0.0,0.0,0.0,435.6666666666667,29.938826518975876,202.66666666666666,28.148416178061126,0.7174084661728491,0.011917455725809113,0.5031487045287127,0.032269675859468515
diagnosis_donors,matched,cmapss:FD001,diagnosis,independent | full | gmm_fitted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"[11, 12, 13]",matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10000000000000002,1.6996749443881478e-17,10.0,0.0,192.9553165874017,19.49032798006242,462.1522109486494,66.95185283194174,0.0682903439916771,0.012834193030111,0.409776121730038,0.04349090371099014,0.7643383671877008,0.021053415690695517,0.8081964825179981,0.02113481572137438,0.5273046824726033,0.041002876133999284,0.48682197794860355,0.04078581529471225,0.96231872544268,0.012526834479761828,0.9423160925491153,0.015028849818343857,0.9125140315229553,0.02168877074505323,0.6754814805514414,0.01045118600859214,435.6666666666667,29.938826518975876,0.0,0.0,0.0,0.0,0.0,0.0,435.6666666666667,29.938826518975876,258.0,37.26929030716845,0.6209795924648478,0.011239486957860192,0.3838753217974247,0.04554208812543393
diagnosis_donors,matched,cmapss:FD001,diagnosis,marginal_max | full | gmm_fitted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"[11, 12, 13]",matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10000000000000002,1.6996749443881478e-17,10.0,0.0,36.34149232018932,2.341241413528671,266.59031227109136,7.252903793184833,0.029846764288170125,0.01656365274770624,0.5391572947026586,0.02841442104730901,0.7860077971801882,0.02463365874473054,0.8445935761109986,0.021067270563603118,0.5159893675758461,0.042983956195363916,0.4817560695079932,0.009545106876777008,0.9933257502208551,0.003850618858964483,0.967989635592274,0.022430402878096667,0.9831769069365547,0.005919727056457603,0.6754814805514414,0.01045118600859214,435.6666666666667,29.938826518975876,0.0,0.0,0.0,0.0,0.0,0.0,435.6666666666667,29.938826518975876,201.33333333333334,26.57693235370353,0.6209795924648478,0.011239486957860192,0.5263345607903025,0.03209267722102205
diagnosis_donors,matched,cmapss:FD001,diagnosis,conditional_max | full | gmm_fitted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"[11, 12, 13]",matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10000000000000002,1.6996749443881478e-17,10.0,0.0,62.55781634021029,6.837105771391981,698.3405041141659,77.12005631882943,0.030038232996521735,0.0130061735390915,0.5750187601267225,0.05824812992276449,0.8405648414077693,0.014484247365572876,0.8845756107411958,0.0101124230103339,0.5138901862679303,0.047449921060986715,0.7409623961714469,0.008010950027021107,0.9991744561997026,0.0001132774657342245,0.9997232767140263,0.00021614275410415657,0.9714545796743126,0.00861869316637644,0.7339317679008515,0.007364804181127253,435.6666666666667,29.938826518975876,0.0,0.0,0.0,0.0,0.0,0.0,435.6666666666667,29.938826518975876,185.66666666666666,33.12602199681292,0.7174084661728491,0.011917455725809113,0.5608954725830823,0.04782640476933526
diagnosis_donors,matched,cmapss:FD001,diagnosis,relational_max | full | gmm_fitted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"[11, 12, 13]",matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10000000000000002,1.6996749443881478e-17,10.0,0.0,32.74630181432422,13.579944117795115,675.8281855521113,80.15380241625455,0.02744336223587503,0.022373534859996297,0.5275111538217,0.06062644056442655,0.8337530224918147,0.006533952494695214,0.875440592626293,0.003887916270755126,0.5056326473763092,0.04925816557674202,0.8230704899747529,0.020353743937080074,0.9982657393889752,0.0018530021611069059,0.998925930096826,0.0011765927563738175,0.8669975165802367,0.0228026861198277,0.695484693159505,0.01495997667666624,435.6666666666667,29.938826518975876,0.0,0.0,0.0,0.0,0.0,0.0,435.6666666666667,29.938826518975876,206.0,31.0,0.692643398035016,0.016801245482328052,0.4932148478961727,0.049641489081638956
diagnosis_donors,matched,cmapss:FD001,diagnosis,query random1:1 | circuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"[11, 12, 13]",matched,,,,,,,,,,,,,,,,,,,2.4159749348958332e-05,1.1012082465927615e-06,1.3737996856665025,0.01644220134245098,0.7526637010002256,0.11848940934971397,871.3333333333334,59.87765303795175,14.0,0.0,14.0,0.0,14.0,0.0,6.0,0.0,50324.0,0.0,240.0,0.0,2.0,0.0,1.3517796666666666,0.017532366421374308,21924489.333333332,1506641.505740942,209120.0,14370.636729108423,13070.0,898.1647955692764,245760.0,0.0,6.305557727813721,1.8751458743054532,6.317993640899658,1.886290874302974,1.6817729274431865,0.7831979409436192,2.547703981399536,0.4016404289866805,8.229477723439535,2.402400977012175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diagnosis_donors,matched,cmapss:FD001,diagnosis,joint | random1:1 | circuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"[11, 12, 13]",matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10000000000000002,1.6996749443881478e-17,10.0,0.0,42.928086598714195,23.77366265203791,1056.5423177083333,130.22347733700127,0.07947291839537235,0.027908119601869393,0.54981936417648,0.07556304882078146,0.796029532258018,0.028181982496545212,0.8452668607056495,0.023890398371517976,0.5314485092647042,0.0405373781520828,0.5634671435123397,0.051750396938816196,0.9892526278705182,0.004163256740242993,0.9922859131432946,0.006348892696712551,0.9191876935998508,0.016766185782481572,0.6872309214695532,0.024833007342490946,427.6666666666667,24.583192089989723,8.0,5.5677643628300215,0.0,0.0,0.0,0.0,427.6666666666667,24.583192089989723,189.66666666666666,41.78915329763614,0.6507865562060882,0.02506931989951136,0.5150691705006979,0.06468374758629855
diagnosis_donors,matched,cmapss:FD001,diagnosis,independent | random1:1 | circuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"[11, 12, 13]",matched,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10000000000000002,1.6996749443881478e-17,10.0,0.0,50.589342753092446,21.862377767454586,1049.9818522135417,136.22469659725542,0.07715727283440509,0.02974691749636056,0.5389096569802453,0.0742202348335704,0.7836007458222035,0.023737226819203743,0.8370560541815428,0.021994453657422978,0.5292640674604784,0.03512410203492434,0.5086739940642748,0.030415106290450786,0.9848101218110211,0.005025849187641633,0.988757744558364,0.009562688389720663,0.9183140090076197,0.014744691456289616,0.6590618462998091,0.023510555034234243,427.6666666666667,24.583192089989723,8.0,5.5677643628300215,0.0,0.0,0.0,0.0,427.6666666666667,24.583192089989723,194.33333333333334,41.10150037812894,0.6182325452380123,0.02481138442770018,0.5050699925850423,0.06302994326198696
