experiment,variant,dataset,stage,method,rmse_mean,rmse_std,mae_mean,mae_std,nasa_mean,nasa_std,crps_mean,crps_std,picp_mean,picp_std,mpiw_mean,mpiw_std,interval_score_mean,interval_score_std,picp_edge_mean,picp_edge_std,mpiw_edge_mean,mpiw_edge_std,interval_score_edge_mean,interval_score_edge_std,calib_err_mean,calib_err_std,pred_sd_mean,pred_sd_std,pit_mean_mean,pit_mean_std,pit_var_mean,pit_var_std,pit_ks_mean,pit_ks_std,pit_var_target_mean,pit_var_target_std,fit_s_mean,fit_s_std,params_mean,params_std,censored_frac_mean,censored_frac_std,n_seeds,seeds,axis:dataset.censor_frac,train_rows_mean,train_rows_std,n_dead_mean,n_dead_std,crps_full_mean,crps_full_std,crps_exact_marginal_mean,crps_exact_marginal_std,crps_imputed_mean,crps_imputed_std,rmse_full_mean,rmse_full_std,rmse_exact_marginal_mean,rmse_exact_marginal_std,rmse_imputed_mean,rmse_imputed_std,picp_exact_marginal_mean,picp_exact_marginal_std,picp_exact_marginal_edge_mean,picp_exact_marginal_edge_std,picp_imputed_mean,picp_imputed_std,picp_imputed_edge_mean,picp_imputed_edge_std,marginal_pit_mean_mean,marginal_pit_mean_std,marginal_pit_var_mean,marginal_pit_var_std,marginal_pit_ks_mean,marginal_pit_ks_std,marginal_pit_var_target_mean,marginal_pit_var_target_std
cmapss_rul,censor_frac-0.2,cmapss:FD001,rul,SurvivalPC (drop censored) [all],27.570310233361127,0.2959929469953628,22.737281546529132,0.195288341434968,167003.20464635539,4719.873070313464,12.253359142826133,0.16809856985444513,0.4097777777777778,0.0024888888888889055,73.34400000000001,1.043365873353643,107.82814814814814,0.4388378216891237,0.9784888888888889,0.0024633611485423883,78.34400000000001,1.043365873353643,83.90133333333334,0.4870908349389082,0.25196444444444444,0.0029589721271723124,19.99096171061198,0.6297399771574281,0.5949879291868588,0.004307556136757335,0.07415329128588811,0.0017271117614276533,0.14708771461478806,0.005244616705974058,0.08333333333333333,0.0,240.72831122080484,43.09113234120214,43356.0,0.0,0.1383043130238851,0.032710767446942186,3,"[0, 1, 2]",0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_rul,censor_frac-0.2,cmapss:FD001,rul,SurvivalPC (drop censored) [last],26.87920137772012,0.13385767990266562,21.597100159327187,0.16272044964363874,7028.93445006353,234.3648816077556,14.424203679978687,0.07707965541849636,0.8333333333333334,0.005773502691896263,82.45,0.7858116822750866,105.11666666666667,0.5251983752196301,0.96,0.0,87.45,0.7858116822750866,101.91666666666667,0.38837267325770103,0.03899999999999999,0.005567764362830024,28.44313367207845,0.3828984303524787,0.44099685590637105,0.006878627382875683,0.062067914504138205,0.0019094380001635396,0.16130742146152513,0.017007434300360447,0.08333333333333333,0.0,240.72831122080484,43.09113234120214,43356.0,0.0,0.1383043130238851,0.032710767446942186,3,"[0, 1, 2]",0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_rul,censor_frac-0.2,cmapss:FD001,rul,SurvivalPC (exact censored lik.) [all],26.20539972251179,0.22973994346022827,21.253003841880513,0.40209486636044356,185256.20184661914,11760.809040620914,11.456965011257537,0.13753867958458377,0.4040888888888889,0.005237660395611106,70.51703703703704,2.1166421734754746,105.64592592592594,0.4661443284857425,0.9752296296296296,0.005670340131036799,75.51703703703704,2.1166421734754746,81.44414814814814,0.7093981219831731,0.23245629629629627,0.0049518797195814,19.144978205362957,0.17630071139418857,0.5563959498277026,0.010067886247439714,0.07719380089274729,0.0016281258408085662,0.08926196115362779,0.014324491160604027,0.08333333333333333,0.0,303.18877363204956,48.69882196252766,43356.0,0.0,0.1383043130238851,0.032710767446942186,3,"[0, 1, 2]",0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_rul,censor_frac-0.2,cmapss:FD001,rul,SurvivalPC (exact censored lik.) [last],27.62568147220618,0.15694387321875675,21.799857025146483,0.11845496111927764,10051.7164547763,1171.8779576040824,14.971617806305522,0.14855502762706577,0.83,0.0,81.30000000000001,1.738533865071372,107.06666666666668,1.2473304828045066,0.9566666666666667,0.005773502691896262,86.30000000000001,1.738533865071372,103.7,1.2134661099511637,0.06733333333333334,0.009814954576223634,28.644723892211914,0.4401817805635355,0.4010107989367564,0.011550787625004305,0.05895266700547406,0.002261612692114839,0.22579131814072298,0.012709378696722081,0.08333333333333333,0.0,303.18877363204956,48.69882196252766,43356.0,0.0,0.1383043130238851,0.032710767446942186,3,"[0, 1, 2]",0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_rul,censor_frac-0.2,cmapss:FD001,rul,ridge regression [all],18.10227690048055,0.1702635094859752,14.585365516247371,0.16633582320362558,29391.157059065983,144.35587581883334,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015478293100992838,0.006584911565520597,,,,,3,"[0, 1, 2]",0.2,7543.333333333333,345.6158754069803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_rul,censor_frac-0.2,cmapss:FD001,rul,ridge regression [last],17.96507632240937,0.043908005390583114,14.528567479454516,0.07615681453430523,617.083095775269,7.29271735074584,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015478293100992838,0.006584911565520597,,,,,3,"[0, 1, 2]",0.2,7543.333333333333,345.6158754069803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_rul,censor_frac-0.2,cmapss:FD001,rul,MLP regressor [all],17.133244328125183,0.39135105343524396,13.060190049574109,0.27516450585972635,45876.291065074656,2597.433907157766,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9023640155792236,0.2914152003740076,,,,,3,"[0, 1, 2]",0.2,7543.333333333333,345.6158754069803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_rul,censor_frac-0.2,cmapss:FD001,rul,MLP regressor [last],17.137517661911335,0.8996402638700705,12.502492672602335,0.9564754475089148,708.7445797419647,58.95715444695442,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9023640155792236,0.2914152003740076,,,,,3,"[0, 1, 2]",0.2,7543.333333333333,345.6158754069803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_rul,censor_frac-0.2,cmapss:FD001,rul,quantile reg. + conformal (CQR) [all],16.891848115105795,0.31850885234464865,13.086826796496355,0.32338657120979974,36422.11172143243,3111.5168038278503,,,0.8462814814814815,0.0184258183507003,47.27755380939201,1.348869750129311,67.78661015614404,1.9039602555868587,,,,,,,,,,,,,,,,,,,1.4567086696624756,0.03774825240694804,,,,,3,"[0, 1, 2]",0.2,7543.333333333333,345.6158754069803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmapss_rul,censor_frac-0.2,cmapss:FD001,rul,quantile reg. + conformal (CQR) [last],16.501460819149653,0.2952386177903807,11.97002235253652,0.2379851249383071,678.6791542136858,57.357023832019976,,,0.8833333333333333,0.01527525231651948,45.25685902635257,0.6055216171988982,72.46943430304526,4.45640115109196,,,,,,,,,,,,,,,,,,,1.4567086696624756,0.03774825240694804,,,,,3,"[0, 1, 2]",0.2,7543.333333333333,345.6158754069803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
