experiment,variant,dataset,stage,method,log_partition_mean,log_partition_std,leaf_mean,leaf_std,sum_mean,sum_std,product_mean,product_std,nodes_mean,nodes_std,parameters_mean,parameters_std,optimizer_steps_mean,optimizer_steps_std,epochs_run_mean,epochs_run_std,best_epoch_mean,best_epoch_std,checkpoint_nll_mean,checkpoint_nll_std,restarts_run_mean,restarts_run_std,selected_restart_mean,selected_restart_std,restarts_abandoned_mean,restarts_abandoned_std,selected_optimizer_steps_mean,selected_optimizer_steps_std,fit_s_mean,fit_s_std,final_train_nll_mean,final_train_nll_std,lr_mean,lr_std,epochs_budget_mean,epochs_budget_std,min_epochs_mean,min_epochs_std,patience_mean,patience_std,batch_size_mean,batch_size_std,n_seeds,seeds,axis:variant,shortcut_auroc_mean,shortcut_auroc_std,shortcut_channel_mean,shortcut_channel_std,shortcut_n_dev_mean,shortcut_n_dev_std,shortcut_n_eval_mean,shortcut_n_eval_std,shortcut_features_mean,shortcut_features_std,components_mean,components_std,rank_mean,rank_std,selection_score_mean,selection_score_std,n_stabilizations_mean,n_stabilizations_std,oracle_max_error_mean,oracle_max_error_std,query_s_mean,query_s_std,warmup_s_mean,warmup_s_std,n_mean,n_std,n_observed_mean,n_observed_std,n_observed_min_mean,n_observed_min_std,n_observed_max_mean,n_observed_max_std,cost_passes_mean,cost_passes_std,cost_node_visits_mean,cost_node_visits_std,cost_boundary_visits_mean,cost_boundary_visits_std,cost_n_masks_mean,cost_n_masks_std,cost_seconds_mean,cost_seconds_std,cost_node_evaluations_mean,cost_node_evaluations_std,cost_boundary_elements_mean,cost_boundary_elements_std,cost_output_elements_mean,cost_output_elements_std,cost_peak_boundary_bytes_mean,cost_peak_boundary_bytes_std,empirical_log_dependence_mean_mean,empirical_log_dependence_mean_std,empirical_log_dependence_abs_mean_mean,empirical_log_dependence_abs_mean_std,empirical_log_dependence_sd_mean,empirical_log_dependence_sd_std,empirical_log_dependence_q05_mean,empirical_log_dependence_q05_std,empirical_log_dependence_q95_mean,empirical_log_dependence_q95_std,alpha_mean,alpha_std,calibration_n_mean,calibration_n_std,threshold_mean,threshold_std,score_range_mean,score_range_std,fpr_mean,fpr_std,power_mean,power_std,auroc_mean,auroc_std,ap_mean,ap_std,auroc[decouple]_mean,auroc[decouple]_std,auroc[desync]_mean,auroc[desync]_std,auroc[drift]_mean,auroc[drift]_std,auroc[offset]_mean,auroc[offset]_std,auroc[spike]_mean,auroc[spike]_std,loc_ap_mean,loc_ap_std,loc_ap_n_mean,loc_ap_n_std,loc_n_no_observed_target_mean,loc_n_no_observed_target_std,loc_n_all_observed_are_targets_mean,loc_n_all_observed_are_targets_std,loc_n_ambiguous_mean,loc_n_ambiguous_std,loc_n_unique_mean,loc_n_unique_std,loc_n_abstained_no_alarm_mean,loc_n_abstained_no_alarm_std,loc_unique_top1_accuracy_mean,loc_unique_top1_accuracy_std,end_to_end_unique_top1_mean,end_to_end_unique_top1_std,trials_mean,trials_std,trial_alpha_mean,trial_alpha_std,trial_fpr_mean_mean,trial_fpr_mean_std,trial_fpr_q05_mean,trial_fpr_q05_std,trial_fpr_q95_mean,trial_fpr_q95_std,trial_fpr_exceeds_alpha_frac_mean,trial_fpr_exceeds_alpha_frac_std,trial_power_mean_mean,trial_power_mean_std,trial_power_q05_mean,trial_power_q05_std,trial_infinite_threshold_frac_mean,trial_infinite_threshold_frac_std,trial_calibration_objects_mean,trial_calibration_objects_std,n_fits_mean,n_fits_std
diagnosis_fd001_reliability,restarts4_cosine,cmapss:FD001,diagnosis,model,-5.960464477539063e-08,2.980232238769531e-07,2400.0,0.0,2385.0,0.0,19136.0,0.0,23921.0,0.0,195840.0,0.0,13680.0,985.900603509299,600.0,0.0,599.0,0.0,-20.47046012878418,8.624059081744944,4.0,0.0,0.4,0.894427190999916,2.8,0.4472135954999579,8880.0,268.32815729997475,242.30340695381165,11.467794529697061,-27.06014947938875,4.545476638281793,0.05,0.0,600.0,0.0,100.0,0.0,60.0,0.0,256.0,0.0,5,"[21, 22, 23, 24, 25]",restarts4_cosine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diagnosis_fd001_reliability,restarts4_cosine,cmapss:FD001,diagnosis,shortcut audit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"[21, 22, 23, 24, 25]",restarts4_cosine,0.5499691103156396,0.010437524934745833,0.0,0.0,966.8,121.16600183219714,592.8,117.97118292193225,42.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diagnosis_fd001_reliability,restarts4_cosine,cmapss:FD001,diagnosis,model gaussian_fitted,,,,,,,,,,,45450.0,0.0,,,,,,,,,,,,,,,,,0.1803628514000593,0.01889560142067858,,,,,,,,,,,,,5,"[21, 22, 23, 24, 25]",restarts4_cosine,,,,,,,,,,,1.0,0.0,300.0,0.0,-171.86410883568502,5.378370049144868,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diagnosis_fd001_reliability,restarts4_cosine,cmapss:FD001,diagnosis,query full | circuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"[21, 22, 23, 24, 25]",restarts4_cosine,,,,,,,,,,,,,,,,,,,0.0,0.0,0.4132014127999355,0.06695564505450542,0.15625777799978097,0.006643636233468703,592.8,117.97118292193225,15.0,0.0,15.0,0.0,15.0,0.0,55.8,13.863621460498697,1334791.8,331631.6889565893,0.0,0.0,1.0,0.0,0.0,0.0,439591432.8,87481648.66694178,0.0,0.0,8892.0,1769.5677438289838,0.0,0.0,15.564524078369141,4.921871756925963,15.801644706726075,4.7724190490171825,8.646262550354004,1.7503611196217252,1.7488452538847923,2.4818142869992017,28.95406303405762,6.1251052757079885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diagnosis_fd001_reliability,restarts4_cosine,cmapss:FD001,diagnosis,joint | full | circuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"[21, 22, 23, 24, 25]",restarts4_cosine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,15.0,0.0,39.64044342041016,9.606060430363286,2822.108251953125,972.4967943432672,0.02380724276681357,0.03437017016568901,0.5498713793215633,0.060207744877436145,0.824665456748205,0.021178644475332277,0.8722630022465789,0.018010431470381796,0.5059163584607307,0.027924309394812004,0.7202892180550435,0.03594892483342507,0.9994276252252657,0.0008859009498182098,0.9998496617389125,0.0003361665714106655,0.9247552913994621,0.03402418650946142,0.7402937741838054,0.03041920237293512,296.4,58.98559146096613,0.0,0.0,0.0,0.0,0.0,0.0,296.4,58.98559146096613,131.4,21.651789764358973,0.7089714438267174,0.035479276610198715,0.5365923728306766,0.0514978393489351,200.0,0.0,0.1,0.0,0.02380724276681357,0.03437017016568902,0.02380724276681357,0.03437017016568901,0.02380724276681357,0.03437017016568901,0.0,0.0,0.5498713793215633,0.0602077448774361,0.5498713793215633,0.060207744877436145,0.0,0.0,15.0,0.0,,
diagnosis_fd001_reliability,restarts4_cosine,cmapss:FD001,diagnosis,independent | full | circuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"[21, 22, 23, 24, 25]",restarts4_cosine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,15.0,0.0,67.88531494140625,15.467231525462422,2788.0938232421877,990.3048613391945,0.023029315960912053,0.03198566042812914,0.4730451540025097,0.054886048317756855,0.7735877021143748,0.023877977746539634,0.830854592782929,0.022751280294357596,0.49934719168900354,0.027346920162938087,0.514831414174522,0.036979341663418853,0.9896410397343051,0.008625333521521571,0.9891996455885532,0.012410917618494666,0.8989639054588358,0.04781848687137659,0.6758378919841104,0.03622545361897615,296.4,58.98559146096613,0.0,0.0,0.0,0.0,0.0,0.0,296.4,58.98559146096613,154.2,24.37621791829077,0.6237498831704291,0.04539780021219387,0.46091227031423515,0.046313367803131666,200.0,0.0,0.1,0.0,0.023029315960912056,0.03198566042812915,0.023029315960912053,0.03198566042812914,0.023029315960912053,0.03198566042812914,0.0,0.0,0.4730451540025097,0.054886048317756835,0.4730451540025097,0.054886048317756855,0.0,0.0,15.0,0.0,,
diagnosis_fd001_reliability,restarts4_cosine,cmapss:FD001,diagnosis,marginal_max | full | circuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"[21, 22, 23, 24, 25]",restarts4_cosine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,15.0,0.0,31.97476921081543,2.597095865015364,2241.5405517578124,1263.2210641788922,0.027267270484519435,0.04395250786087332,0.5816587927502886,0.05719084442201325,0.7949340793644712,0.017144882618579424,0.855465034233968,0.016526543244443317,0.49746084128215146,0.019651314820446558,0.5226770597710081,0.06573248206217347,0.9985218995655121,0.0023466057465568245,0.998888171034717,0.002430484881856075,0.9689512744470736,0.008491472373721444,0.6758378919841104,0.03622545361897615,296.4,58.98559146096613,0.0,0.0,0.0,0.0,0.0,0.0,296.4,58.98559146096613,122.4,22.64508776754906,0.6237498831704291,0.04539780021219387,0.5704960805031698,0.05245201282486506,200.0,0.0,0.1,0.0,0.027267270484519435,0.04395250786087333,0.027267270484519435,0.04395250786087332,0.027267270484519435,0.04395250786087332,0.2,0.44721359549995804,0.5816587927502885,0.057190844422013165,0.5816587927502886,0.05719084442201325,0.0,0.0,15.0,0.0,,
diagnosis_fd001_reliability,restarts4_cosine,cmapss:FD001,diagnosis,conditional_max | full | circuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"[21, 22, 23, 24, 25]",restarts4_cosine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,15.0,0.0,30.496704864501954,1.7098336785620014,2246.3050537109375,1261.8168139111046,0.018042865485646244,0.008855391955287544,0.6500947601666884,0.04414615500247763,0.839358645421828,0.01752171143717004,0.8894751455541371,0.013592236746528423,0.4910740560688929,0.01060793200414553,0.7571727630310067,0.027549102120144303,0.9999237223493516,0.00017056201201373823,1.0,0.0,0.9713835194982712,0.00515359693009506,0.7402937741838054,0.03041920237293512,296.4,58.98559146096613,0.0,0.0,0.0,0.0,0.0,0.0,296.4,58.98559146096613,102.0,14.815532390029054,0.7089714438267174,0.035479276610198715,0.6434328517967385,0.04454033492055438,200.0,0.0,0.1,0.0,0.018042865485646244,0.008855391955287546,0.018042865485646244,0.008855391955287544,0.018042865485646244,0.008855391955287544,0.0,0.0,0.6500947601666885,0.044146155002477636,0.6500947601666884,0.04414615500247763,0.0,0.0,15.0,0.0,,
diagnosis_fd001_reliability,restarts4_cosine,cmapss:FD001,diagnosis,relational_max | full | circuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"[21, 22, 23, 24, 25]",restarts4_cosine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,15.0,0.0,6.10394515991211,1.2474664728826335,145.11424713134767,11.86993753846645,0.05251513683293322,0.04390213301113685,0.5119820729528701,0.048043593171867814,0.7741255587500597,0.01564128039940319,0.8311323442079506,0.01009503731751946,0.5022937967131715,0.020490077003229096,0.8382688535704469,0.02320870725762963,0.9806086990048998,0.006045959769543544,0.9783004470216741,0.014778392403165069,0.628423555397173,0.043415880633082826,0.5606078752776027,0.016293054793157517,296.4,58.98559146096613,0.0,0.0,0.0,0.0,4.2,6.648308055437865,292.2,56.481855493600776,141.0,25.66125484071268,0.5448780611212305,0.023287051660451898,0.4371651559899921,0.037110643602346935,200.0,0.0,0.1,0.0,0.05251513683293322,0.043902133011136865,0.05251513683293322,0.04390213301113685,0.05251513683293322,0.04390213301113685,0.2,0.44721359549995804,0.51198207295287,0.0480435931718678,0.5119820729528701,0.048043593171867814,0.0,0.0,15.0,0.0,,
diagnosis_fd001_reliability,restarts4_cosine,cmapss:FD001,diagnosis,query full | gaussian_fitted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"[21, 22, 23, 24, 25]",restarts4_cosine,,,,,,,,,,,,,,,,,,,0.0,0.0,0.5118447091997951,0.09899379243794856,0.00917911840006127,0.0017164561085143098,592.8,117.97118292193225,15.0,0.0,15.0,0.0,15.0,0.0,55.8,13.863621460498697,8640.0,2146.625258399798,0.0,0.0,1.0,0.0,0.0,0.0,2845440.0,566261.6780252748,0.0,0.0,8892.0,1769.5677438289838,10214400.0,0.0,13.29884714611345,2.3032477249029903,13.332562975087736,2.282114513889611,6.067602432631846,0.5010177749228425,3.1222495537267188,1.529520708205959,23.44149836521226,2.185404119455869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diagnosis_fd001_reliability,restarts4_cosine,cmapss:FD001,diagnosis,joint | full | gaussian_fitted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"[21, 22, 23, 24, 25]",restarts4_cosine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,15.0,0.0,238.90447678069842,19.952976585954264,966.3883059352733,101.52827232586247,0.03504406974516191,0.05209847353488447,0.5491872329927485,0.08758379821329398,0.830587648791313,0.013753908417570916,0.8752769673071598,0.009811440990005365,0.4900608467560259,0.019161545659834415,0.7654076869314459,0.030867804835123403,0.9992908612107936,0.0009958389225129336,0.9994944439240374,0.00043597279631537314,0.9254430276796048,0.018121707433348472,0.7410635634161997,0.019920647252168328,296.4,58.98559146096613,0.0,0.0,0.0,0.0,0.0,0.0,296.4,58.98559146096613,131.2,27.30750812505601,0.7097929171999009,0.023123280946444634,0.5188923864037801,0.06668629096694599,200.0,0.0,0.1,0.0,0.03504406974516191,0.05209847353488447,0.03504406974516191,0.05209847353488447,0.03504406974516191,0.05209847353488447,0.2,0.447213595499958,0.5491872329927485,0.087583798213294,0.5491872329927485,0.08758379821329398,0.0,0.0,15.0,0.0,,
diagnosis_fd001_reliability,restarts4_cosine,cmapss:FD001,diagnosis,independent | full | gaussian_fitted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"[21, 22, 23, 24, 25]",restarts4_cosine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,15.0,0.0,254.50202638414817,27.17407751682069,456.42489974039034,60.30547630229791,0.03960289327457367,0.07006064151059203,0.3818090798684593,0.14879385974739684,0.7663095415211811,0.0171795470497247,0.818958089917183,0.013639955753357818,0.4838145729019835,0.023229108082826886,0.5233349937431967,0.038541451312842034,0.9781494498694165,0.011131369373728436,0.9502550220994765,0.023002338909760115,0.9158956161914616,0.018313085323210024,0.6560020263949059,0.027047610622599798,296.4,58.98559146096613,0.0,0.0,0.0,0.0,0.0,0.0,296.4,58.98559146096613,179.6,45.11429928525988,0.5952224755913066,0.027740348433020364,0.3459143520226403,0.11173269874664418,200.0,0.0,0.1,0.0,0.03960289327457368,0.07006064151059205,0.03960289327457367,0.07006064151059203,0.03960289327457367,0.07006064151059203,0.2,0.447213595499958,0.38180907986845924,0.14879385974739678,0.3818090798684593,0.14879385974739684,0.0,0.0,15.0,0.0,,
diagnosis_fd001_reliability,restarts4_cosine,cmapss:FD001,diagnosis,marginal_max | full | gaussian_fitted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"[21, 22, 23, 24, 25]",restarts4_cosine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,15.0,0.0,81.0862198231364,27.073787496753294,250.33928802187174,10.999479123714163,0.049635775992878384,0.09207111736670716,0.25096748887018167,0.23173341933682517,0.7481538874843976,0.016985108184231542,0.7796790114207621,0.020243889258115887,0.46024451243592523,0.018625282012306694,0.5361333216156862,0.039679814381814095,0.9335293360501857,0.026184480261754406,0.901153432456339,0.032077491584691545,0.9237288432959929,0.030621143517910513,0.6560020263949059,0.027047610622599798,296.4,58.98559146096613,0.0,0.0,0.0,0.0,0.0,0.0,296.4,58.98559146096613,218.8,77.05322835546866,0.5952224755913066,0.027740348433020364,0.22516111027144,0.1879601356678194,200.0,0.0,0.1,0.0,0.04963577599287837,0.09207111736670714,0.049635775992878384,0.09207111736670716,0.049635775992878384,0.09207111736670716,0.2,0.447213595499958,0.25096748887018155,0.23173341933682515,0.25096748887018167,0.23173341933682517,0.0,0.0,15.0,0.0,,
diagnosis_fd001_reliability,restarts4_cosine,cmapss:FD001,diagnosis,conditional_max | full | gaussian_fitted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"[21, 22, 23, 24, 25]",restarts4_cosine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,15.0,0.0,86.55814760047726,28.056622065674105,497.9363222474734,66.7654747626599,0.049635775992878384,0.09207111736670716,0.4495245849691349,0.16668526912915999,0.8174031717068733,0.014997429895713277,0.8612657144418293,0.012410372820439249,0.46132929246401116,0.012923866235950765,0.737424065904822,0.04697645162561392,0.9937717984803045,0.005026035515201798,0.9946499252333636,0.0039308185867565565,0.9258550252796056,0.032036853301572785,0.7410635634161997,0.019920647252168328,296.4,58.98559146096613,0.0,0.0,0.0,0.0,0.0,0.0,296.4,58.98559146096613,160.0,52.07206544780032,0.7097929171999009,0.023123280946444634,0.42996820637039324,0.13668713442391237,200.0,0.0,0.1,0.0,0.04963577599287837,0.09207111736670714,0.049635775992878384,0.09207111736670716,0.049635775992878384,0.09207111736670716,0.2,0.447213595499958,0.4495245849691349,0.16668526912915996,0.4495245849691349,0.16668526912915999,0.0,0.0,15.0,0.0,,
diagnosis_fd001_reliability,restarts4_cosine,cmapss:FD001,diagnosis,relational_max | full | gaussian_fitted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"[21, 22, 23, 24, 25]",restarts4_cosine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,15.0,0.0,6.676501997565301,2.5757432750707676,494.15440775491817,83.5512453870863,0.05509907956951369,0.0595833331067368,0.6302907980785927,0.0783046498044656,0.832902102277387,0.006780510175323377,0.8815951058656178,0.006418016628601411,0.48921931416087966,0.03883255679409983,0.874548891875955,0.033337435883197826,0.9999805780435744,2.6923049878463287e-05,0.9997730530339226,0.0005074688434363837,0.8345753916302406,0.029292438473992734,0.7004512470653232,0.018713763915163426,296.4,58.98559146096613,0.0,0.0,0.0,0.0,0.0,0.0,296.4,58.98559146096613,107.8,26.37612556839992,0.6942964830169223,0.033874773909921864,0.5973157975549137,0.05276792882852846,200.0,0.0,0.1,0.0,0.05509907956951369,0.059583333106736816,0.05509907956951369,0.0595833331067368,0.05509907956951369,0.0595833331067368,0.4,0.5477225575051662,0.6302907980785927,0.07830464980446565,0.6302907980785927,0.0783046498044656,0.0,0.0,15.0,0.0,,
diagnosis_fd001_reliability,restarts4_cosine,cmapss:FD001,diagnosis,detector | full | mahalanobis_refit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062416470000061966,0.07791976148834387,,,,,,,,,,,,,5,"[21, 22, 23, 24, 25]",restarts4_cosine,,,,,,,,,,,,,,,,,,,,,0.10226750899983017,0.08716119600410298,,,,,15.0,0.0,15.0,0.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,15.0,0.0,449.5802978515625,40.014047494297564,2056.3887939453125,217.20790847758437,0.032544069745161906,0.0467255431276333,0.552697675564653,0.08200627504188131,0.8307568929903058,0.013714631992891167,0.8755628051281723,0.009747823236886144,0.49097581514368027,0.020253741749293976,0.7659163758392247,0.030405529151187837,0.9993169198427154,0.0009403496923883598,0.9995034936977932,0.0004459243223174431,0.924766794499198,0.01786431044626352,,,,,,,,,,,,,,,,,,,200.0,0.0,0.1,0.0,0.03254406974516191,0.046725543127633315,0.032544069745161906,0.0467255431276333,0.032544069745161906,0.0467255431276333,0.2,0.447213595499958,0.552697675564653,0.08200627504188132,0.552697675564653,0.08200627504188131,0.0,0.0,15.0,0.0,1.0,0.0
diagnosis_fd001_reliability,restarts4_cosine,cmapss:FD001,diagnosis,detector | full | mahalanobis_impute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09716104319995793,0.06735190789531542,,,,,,,,,,,,,5,"[21, 22, 23, 24, 25]",restarts4_cosine,,,,,,,,,,,,,,,,,,,,,0.04257685400007176,0.004048248104013415,,,,,15.0,0.0,15.0,0.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,15.0,0.0,449.5802978515625,40.014047494297564,2056.3887939453125,217.20790847758437,0.032544069745161906,0.0467255431276333,0.552697675564653,0.08200627504188131,0.8307568929903058,0.013714631992891167,0.8755628051281723,0.009747823236886144,0.49097581514368027,0.020253741749293976,0.7659163758392247,0.030405529151187837,0.9993169198427154,0.0009403496923883598,0.9995034936977932,0.0004459243223174431,0.924766794499198,0.01786431044626352,,,,,,,,,,,,,,,,,,,200.0,0.0,0.1,0.0,0.03254406974516191,0.046725543127633315,0.032544069745161906,0.0467255431276333,0.032544069745161906,0.0467255431276333,0.2,0.447213595499958,0.552697675564653,0.08200627504188132,0.552697675564653,0.08200627504188131,0.0,0.0,15.0,0.0,1.0,0.0
diagnosis_fd001_reliability,restarts4_cosine,cmapss:FD001,diagnosis,detector | full | gmm_refit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.468425037400084,0.29134557685569606,,,,,,,,,,,,,5,"[21, 22, 23, 24, 25]",restarts4_cosine,,,,,,,,,,,,,,,,,,,,,2.497043794199999,0.2862588519870532,,,,,15.0,0.0,15.0,0.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,15.0,0.0,409.52796630859376,96.73161668529337,2127.7951522827148,285.74180882062143,0.03752689726660088,0.028065114930894666,0.51250463914448,0.09025138955941657,0.8142316343571816,0.017650324815010762,0.8609074001905761,0.016910292929881148,0.4973389829642447,0.025547509511537708,0.7335893809575488,0.05925343540085749,0.9886993926642662,0.019930464058622206,0.9952594945396331,0.005652370726387663,0.8824273277368574,0.05017085708714952,,,,,,,,,,,,,,,,,,,200.0,0.0,0.1,0.0,0.03752689726660088,0.028065114930894666,0.03752689726660088,0.028065114930894666,0.03752689726660088,0.028065114930894666,0.0,0.0,0.51250463914448,0.09025138955941661,0.51250463914448,0.09025138955941657,0.0,0.0,15.0,0.0,1.0,0.0
diagnosis_fd001_reliability,restarts4_cosine,cmapss:FD001,diagnosis,detector | full | gmm_impute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1535830373999487,1.0273946778483958,,,,,,,,,,,,,5,"[21, 22, 23, 24, 25]",restarts4_cosine,,,,,,,,,,,,,,,,,,,,,0.024613992599915945,0.007932607949540763,,,,,15.0,0.0,15.0,0.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,15.0,0.0,409.52796630859376,96.73161668529337,2127.7951522827148,285.74180882062143,0.03752689726660088,0.028065114930894666,0.51250463914448,0.09025138955941657,0.8142316343571816,0.017650324815010762,0.8609074001905761,0.016910292929881148,0.4973389829642447,0.025547509511537708,0.7335893809575488,0.05925343540085749,0.9886993926642662,0.019930464058622206,0.9952594945396331,0.005652370726387663,0.8824273277368574,0.05017085708714952,,,,,,,,,,,,,,,,,,,200.0,0.0,0.1,0.0,0.03752689726660088,0.028065114930894666,0.03752689726660088,0.028065114930894666,0.03752689726660088,0.028065114930894666,0.0,0.0,0.51250463914448,0.09025138955941661,0.51250463914448,0.09025138955941657,0.0,0.0,15.0,0.0,1.0,0.0
diagnosis_fd001_reliability,restarts4_cosine,cmapss:FD001,diagnosis,detector | full | knn_refit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010666572599802748,0.0009674145075616917,,,,,,,,,,,,,5,"[21, 22, 23, 24, 25]",restarts4_cosine,,,,,,,,,,,,,,,,,,,,,0.045318562799911886,0.013851285194506574,,,,,15.0,0.0,15.0,0.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,15.0,0.0,12.52821750640869,1.201518726023769,8.490933609008788,0.6082815314785511,0.061423614623586295,0.1197574626640749,0.3483839886939129,0.20754004721146274,0.7942792667355454,0.01295479678334768,0.8326573299824698,0.015318477035500221,0.4797729286461788,0.013468887613842604,0.6860298961355114,0.05287447614859815,0.9920359394670715,0.005033570421450417,0.9926384100605846,0.005511883377761654,0.8518197660225629,0.049260675911290984,,,,,,,,,,,,,,,,,,,200.0,0.0,0.1,0.0,0.06142361462358629,0.11975746266407487,0.061423614623586295,0.1197574626640749,0.061423614623586295,0.1197574626640749,0.2,0.447213595499958,0.3483839886939129,0.20754004721146288,0.3483839886939129,0.20754004721146274,0.0,0.0,15.0,0.0,1.0,0.0
diagnosis_fd001_reliability,restarts4_cosine,cmapss:FD001,diagnosis,detector | full | knn_impute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009167964400148776,0.003886443479887892,,,,,,,,,,,,,5,"[21, 22, 23, 24, 25]",restarts4_cosine,,,,,,,,,,,,,,,,,,,,,0.006687943399811047,0.0007538286880234213,,,,,15.0,0.0,15.0,0.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,15.0,0.0,12.52821750640869,1.201518726023769,8.490933609008788,0.6082815314785511,0.061423614623586295,0.1197574626640749,0.3483839886939129,0.20754004721146274,0.7942792667355454,0.01295479678334768,0.8326573299824698,0.015318477035500221,0.4797729286461788,0.013468887613842604,0.6860298961355114,0.05287447614859815,0.9920359394670715,0.005033570421450417,0.9926384100605846,0.005511883377761654,0.8518197660225629,0.049260675911290984,,,,,,,,,,,,,,,,,,,200.0,0.0,0.1,0.0,0.06142361462358629,0.11975746266407487,0.061423614623586295,0.1197574626640749,0.061423614623586295,0.1197574626640749,0.2,0.447213595499958,0.3483839886939129,0.20754004721146288,0.3483839886939129,0.20754004721146274,0.0,0.0,15.0,0.0,1.0,0.0
