experiment,variant,dataset,stage,method,log_partition_mean,log_partition_std,leaf_mean,leaf_std,sum_mean,sum_std,product_mean,product_std,nodes_mean,nodes_std,parameters_mean,parameters_std,optimizer_steps_mean,optimizer_steps_std,epochs_run_mean,epochs_run_std,best_epoch_mean,best_epoch_std,checkpoint_nll_mean,checkpoint_nll_std,n_seeds,seeds,axis:variant,oracle_max_error_mean,oracle_max_error_std,query_s_mean,query_s_std,warmup_s_mean,warmup_s_std,n_mean,n_std,n_observed_mean,n_observed_std,cost_passes_mean,cost_passes_std,cost_node_visits_mean,cost_node_visits_std,cost_boundary_visits_mean,cost_boundary_visits_std,cost_n_masks_mean,cost_n_masks_std,cost_seconds_mean,cost_seconds_std,cost_node_evaluations_mean,cost_node_evaluations_std,cost_boundary_elements_mean,cost_boundary_elements_std,cost_output_elements_mean,cost_output_elements_std,cost_peak_boundary_bytes_mean,cost_peak_boundary_bytes_std,empirical_log_dependence_mean_mean,empirical_log_dependence_mean_std,empirical_log_dependence_abs_mean_mean,empirical_log_dependence_abs_mean_std,empirical_log_dependence_sd_mean,empirical_log_dependence_sd_std,empirical_log_dependence_q05_mean,empirical_log_dependence_q05_std,empirical_log_dependence_q95_mean,empirical_log_dependence_q95_std,alpha_mean,alpha_std,calibration_n_mean,calibration_n_std,threshold_mean,threshold_std,score_range_mean,score_range_std,fpr_mean,fpr_std,power_mean,power_std,auroc_mean,auroc_std,ap_mean,ap_std,auroc[independent_block]_mean,auroc[independent_block]_std,loc_ap_mean,loc_ap_std,loc_ap_n_mean,loc_ap_n_std,loc_n_no_observed_target_mean,loc_n_no_observed_target_std,loc_n_all_observed_are_targets_mean,loc_n_all_observed_are_targets_std,loc_n_ambiguous_mean,loc_n_ambiguous_std,loc_n_unique_mean,loc_n_unique_std,loc_unique_top1_accuracy_mean,loc_unique_top1_accuracy_std,end_to_end_unique_top1_mean,end_to_end_unique_top1_std
diagnosis_smoke,conditional,synthetic,diagnosis,known-law marginal_max | bank0:0,,,,,,,,,,,,,,,,,,,,,1,[11],conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.0,0.5,0.0,0.5,0.0,,,,,,,,,,,,,,,,
diagnosis_smoke,conditional,synthetic,diagnosis,known-law conditional_max | bank0:0,,,,,,,,,,,,,,,,,,,,,1,[11],conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.0,0.5,0.0,0.5,0.0,,,,,,,,,,,,,,,,
diagnosis_smoke,conditional,synthetic,diagnosis,known-law relational_max | bank0:0,,,,,,,,,,,,,,,,,,,,,1,[11],conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.0,0.5,0.0,0.5,0.0,,,,,,,,,,,,,,,,
diagnosis_smoke,conditional,synthetic,diagnosis,query single_sensor_0,,,,,,,,,,,,,,,,,,,,,1,[11],conditional,4.76837158203125e-07,0.0,0.0006519580019812565,0.0,0.0006150420013000257,0.0,40.0,0.0,1.0,0.0,3.0,0.0,64.0,0.0,6.0,0.0,1.0,0.0,0.0006,0.0,2560.0,0.0,480.0,0.0,120.0,0.0,960.0,0.0,1.6093254373572563e-07,0.0,1.6093254373572563e-07,0.0,1.3207508686718938e-07,0.0,0.0,0.0,2.5033949668795685e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diagnosis_smoke,conditional,synthetic,diagnosis,joint | single_sensor_0,,,,,,,,,,,,,,,,,,,,,1,[11],conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,20.0,0.0,3.7511048316955566,0.0,3.5500106811523438,0.0,0.15,0.0,0.05,0.0,0.4425,0.0,0.4543143194187586,0.0,0.4425,0.0,,,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,,,0.0,0.0
diagnosis_smoke,conditional,synthetic,diagnosis,independent | single_sensor_0,,,,,,,,,,,,,,,,,,,,,1,[11],conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,20.0,0.0,3.7511045932769775,0.0,3.550011157989502,0.0,0.15,0.0,0.05,0.0,0.4425,0.0,0.4543143194187586,0.0,0.4425,0.0,,,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,,,0.0,0.0
diagnosis_smoke,conditional,synthetic,diagnosis,marginal_max | single_sensor_0,,,,,,,,,,,,,,,,,,,,,1,[11],conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,20.0,0.0,3.7511045932769775,0.0,3.550011157989502,0.0,0.15,0.0,0.05,0.0,0.4425,0.0,0.4543143194187586,0.0,0.4425,0.0,,,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,,,0.0,0.0
diagnosis_smoke,conditional,synthetic,diagnosis,conditional_max | single_sensor_0,,,,,,,,,,,,,,,,,,,,,1,[11],conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,20.0,0.0,3.7511045932769775,0.0,3.550011157989502,0.0,0.15,0.0,0.05,0.0,0.4425,0.0,0.4543143194187586,0.0,0.4425,0.0,,,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,,,0.0,0.0
diagnosis_smoke,conditional,synthetic,diagnosis,relational_max | single_sensor_0,,,,,,,,,,,,,,,,,,,,,1,[11],conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,,,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,,,0.0,0.0
diagnosis_smoke,conditional,synthetic,diagnosis,known-law joint | single_sensor_0,,,,,,,,,,,,,,,,,,,,,1,[11],conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3925,0.0,0.427964430264423,0.0,0.3925,0.0,,,,,,,,,,,,,,,,
diagnosis_smoke,conditional,synthetic,diagnosis,known-law independent | single_sensor_0,,,,,,,,,,,,,,,,,,,,,1,[11],conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3925,0.0,0.427964430264423,0.0,0.3925,0.0,,,,,,,,,,,,,,,,
diagnosis_smoke,conditional,synthetic,diagnosis,known-law marginal_max | single_sensor_0,,,,,,,,,,,,,,,,,,,,,1,[11],conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3925,0.0,0.427964430264423,0.0,0.3925,0.0,,,,,,,,,,,,,,,,
diagnosis_smoke,conditional,synthetic,diagnosis,known-law conditional_max | single_sensor_0,,,,,,,,,,,,,,,,,,,,,1,[11],conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3925,0.0,0.427964430264423,0.0,0.3925,0.0,,,,,,,,,,,,,,,,
diagnosis_smoke,conditional,synthetic,diagnosis,known-law relational_max | single_sensor_0,,,,,,,,,,,,,,,,,,,,,1,[11],conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.0,0.5,0.0,0.5,0.0,,,,,,,,,,,,,,,,
diagnosis_smoke,upper_capacity,synthetic,diagnosis,model,-1.1920928955078125e-07,0.0,12.0,0.0,14.0,0.0,33.0,0.0,59.0,0.0,108.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,8.62829303741455,0.0,1,[11],upper_capacity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diagnosis_smoke,upper_capacity,synthetic,diagnosis,query full,,,,,,,,,,,,,,,,,,,,,1,[11],upper_capacity,1.1920928955078125e-06,0.0,0.000999457999569131,0.0,0.0009611249988665804,0.0,40.0,0.0,3.0,0.0,3.0,0.0,103.0,0.0,9.0,0.0,1.0,0.0,0.000948,0.0,4120.0,0.0,720.0,0.0,120.0,0.0,1440.0,0.0,-8.249282473116182e-06,0.0,9.441375368623994e-06,0.0,1.433377565263072e-05,0.0,-3.3712385629769415e-05,0.0,2.5510787509119837e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diagnosis_smoke,upper_capacity,synthetic,diagnosis,joint | full,,,,,,,,,,,,,,,,,,,,,1,[11],upper_capacity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,20.0,0.0,11.1356840133667,0.0,8.740800857543945,0.0,0.2,0.0,0.1,0.0,0.5075,0.0,0.49570689981900556,0.0,0.5075,0.0,0.5333333333333334,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.25,0.0,0.0,0.0
diagnosis_smoke,upper_capacity,synthetic,diagnosis,independent | full,,,,,,,,,,,,,,,,,,,,,1,[11],upper_capacity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,20.0,0.0,11.135656356811523,0.0,8.740741729736328,0.0,0.2,0.0,0.1,0.0,0.5075,0.0,0.49570689981900556,0.0,0.5075,0.0,0.5333333333333334,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.25,0.0,0.0,0.0
diagnosis_smoke,upper_capacity,synthetic,diagnosis,marginal_max | full,,,,,,,,,,,,,,,,,,,,,1,[11],upper_capacity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,20.0,0.0,4.396273136138916,0.0,3.5149354934692383,0.0,0.2,0.0,0.15,0.0,0.48375,0.0,0.485825965222517,0.0,0.48375,0.0,0.5333333333333334,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.25,0.0,0.0,0.0
diagnosis_smoke,upper_capacity,synthetic,diagnosis,conditional_max | full,,,,,,,,,,,,,,,,,,,,,1,[11],upper_capacity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.0,20.0,0.0,4.396265029907227,0.0,3.514918327331543,0.0,0.2,0.0,0.15,0.0,0.485,0.0,0.49060609967725716,0.0,0.485,0.0,0.5333333333333334,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.25,0.0,0.0,0.0
