epoch,value
0,360.8569768413769
1,299.90551911592803
2,271.4051401009299
3,250.63134082659528
4,230.0579771279839
5,210.6373115031747
6,195.17757802072543
7,182.5073746414205
8,170.33064075943852
9,159.31177476550394
10,149.0578802751743
11,138.6942865756669
12,128.54871937888743
13,119.60727456045807
14,111.66297819054824
15,105.03728608666196
16,99.34777313125515
17,94.25499679701119
18,89.20298613515128
19,84.75612710692175
20,80.9822243413203
21,77.8422308232835
22,75.11166400544504
23,72.87482693136879
24,70.88667293457097
25,69.19634729959482
26,67.64242133076574
27,66.28259126852863
28,65.01874434405084
29,63.714461170094765
30,62.37661195373124
31,61.40009104225778
32,60.51129521169742
33,59.526303242236516
34,58.710196859719005
35,58.30729879339697
36,57.66790975428309
37,57.05769405092585
38,56.37268338913996
39,55.979724661997466
40,55.58606377254436
41,55.13344450107452
42,54.77206335167973
43,54.664844947759434
44,54.35164063293572
45,54.0916220393344
46,53.58014017576414
47,53.02755432313936
48,52.836765127919556
49,52.69015852019203
50,52.467519208640304
51,51.864042547827815
52,51.28499920186377
53,50.89895066672726
54,50.73157237450474
55,50.24738110599091
56,49.88505183831279
57,49.260740853229706
58,48.65026284240706
59,48.25982816300923
60,47.93975808491317
61,47.5593034214358
62,47.25250235403108
63,46.83723850604885
64,46.52236901984578
65,46.31697385351602
66,46.457562303967116
67,46.065460715965905
68,45.8591266633108
69,45.56044554858155
70,45.36428733194526
71,45.31324176382292
72,45.02638126621025
73,44.90489111252468
74,44.617862860747216
75,44.15726660602788
76,43.91964001399878
77,43.70253342176441
78,43.438286535889596
79,43.40102033684499
80,43.22993460397969
81,42.98147730003692
82,43.09141751152908
83,42.77481355721081
84,42.48307437017837
85,42.099524149256105
86,41.854272400905614
87,41.680277261859935
88,41.802538723484325
89,42.58776932872874
90,41.68476630529282
91,41.2515946616705
92,41.00735754364104
93,40.812523898651776
94,40.94739214425073
95,40.59566719838468
96,40.423388367809395
97,40.38653319391463
98,40.37363553182098
99,40.219539872593266
100,40.12807149021043
101,40.25685238973114
102,40.30598876611848
103,40.105840195224346
104,40.10514447811767
105,39.779829764873696
106,39.896199156736245
107,39.480143265144676
108,39.430529727797015
109,39.62652400496577
110,39.37678222635691
111,39.19805087082086
112,39.246706924294564
113,39.25060600541859
114,39.128857074224605
115,39.286770673878785
116,39.036984105728216
117,38.80098433868482
118,38.67259333905297
119,38.61678797033912
120,38.55856858800602
121,38.54056906179738
122,38.535000683129944
123,38.87526549614526
124,38.54490898562005
125,38.379473136011654
126,38.31995997921022
127,38.26011443902655
128,38.20590481851917
129,38.53412531958343
130,38.40089344959058
131,38.17111125463939
132,38.58869460097416
133,38.94627088435221
134,39.00502737934973
135,38.93074945271481
136,38.81171776810864
137,38.374258756316344
138,38.2547024105219
139,38.266399936578374
140,38.04465389431599
141,38.05497806254053
142,37.84369966778849
143,38.334120186857376
144,38.353249635442
145,37.5842041358958
146,37.54808018118248
147,37.41832415314255
148,37.68145217628243
149,37.555384020958265
150,37.41999928734753
151,37.27974636681284
152,37.15689399100417
153,37.14655506048714
154,37.80992809121932
155,37.464804244086416
156,37.11260734996009
157,37.08652035819331
158,36.99310591380829
159,36.98827674041312
160,37.0014775604355
161,38.653452108183245
162,37.85868503115178
163,36.96497521982525
164,36.84773122509417
165,36.78758187218195
166,37.46256506613277
167,36.89535567279262
168,36.59974168362691
169,36.430380883675575
170,36.166375862559484
171,36.27303778530934
172,36.18379976523915
173,35.91431435533882
174,35.92344397542548
175,35.90205821101796
176,36.128408723428734
177,35.96025326090725
178,36.26109281379044
179,36.02668459580549
