variant,method,parameters_mean,parameters_std,nodes_mean,nodes_std,fit_s_mean,fit_s_std,optimizer_steps_mean,optimizer_steps_std,epochs_run_mean,epochs_run_std,best_epoch_mean,best_epoch_std,checkpoint_nll_mean,checkpoint_nll_std,final_train_nll_mean,final_train_nll_std,log_partition_mean,log_partition_std,lr_mean,lr_std,epochs_budget_mean,epochs_budget_std,n_seeds,seeds
blocked,model,174240.0,0.0,23921.0,0.0,115.04209526379903,17.034250735919272,2760.0,103.92304845413264,180.0,0.0,177.33333333333334,2.081665999466133,34.818063735961914,6.906422197806719,29.97063600213279,5.2481180230416875,-1.9868214925130207e-08,4.057204297515181e-07,0.02,0.0,180.0,0.0,3,"[11, 12, 13]"
conditional,model,174240.0,0.0,23921.0,0.0,263.38873108228046,28.99915031049995,2760.0,103.92304845413264,180.0,0.0,167.33333333333334,12.583057392117915,35.63468678792318,4.384567444340649,31.216536250983552,7.105677442290262,-2.284844716389974e-07,4.3426936853715565e-07,0.02,0.0,180.0,0.0,3,"[11, 12, 13]"
interface,model,193968.0,0.0,25153.0,0.0,121.27077380816142,39.65518330342935,2760.0,103.92304845413264,180.0,0.0,177.0,3.4641016151377544,29.67588170369466,2.4691223233788397,24.570937727959073,2.95668744333379,9.934107462565105e-08,4.39352679004192e-07,0.02,0.0,180.0,0.0,3,"[11, 12, 13]"
mixture,model,171372.0,0.0,23149.0,0.0,114.9379231929779,9.599468188751885,2760.0,103.92304845413264,180.0,0.0,176.0,5.196152422706632,22.24053382873535,3.2854853317449133,16.960672896783265,1.9772992449954356,-1.986821492513021e-07,1.8209519763612112e-07,0.02,0.0,180.0,0.0,3,"[11, 12, 13]"
random,model,174240.0,0.0,23921.0,0.0,42.45558635393778,0.9000401457307426,2760.0,103.92304845413264,180.0,0.0,178.33333333333334,0.5773502691896258,57.21855672200521,3.2568529960641266,45.12209734748206,5.797328457118855,1.1920928955078125e-07,1.1920928955078125e-07,0.02,0.0,180.0,0.0,3,"[11, 12, 13]"
unblocked,model,174240.0,0.0,23921.0,0.0,51.29836026827494,4.676622945931717,2760.0,103.92304845413264,180.0,0.0,176.0,3.0,43.27114232381185,5.586714232758477,38.10093603716208,1.6655789399065912,4.967053731282552e-07,3.2827678604639185e-07,0.02,0.0,180.0,0.0,3,"[11, 12, 13]"
