variant,shortcut_auroc_mean,shortcut_auroc_std,shortcut_n_dev_mean,shortcut_n_dev_std,shortcut_n_eval_mean,shortcut_n_eval_std,n_seeds,seeds
blocked,0.5580858376836484,0.011033518695286345,1128.0,157.12415473121885,871.3333333333334,59.87765303795175,3,"[11, 12, 13]"
conditional,0.5580858376836484,0.011033518695286345,1128.0,157.12415473121885,871.3333333333334,59.87765303795175,3,"[11, 12, 13]"
interface,0.5580858376836484,0.011033518695286345,1128.0,157.12415473121885,871.3333333333334,59.87765303795175,3,"[11, 12, 13]"
mixture,0.5580858376836484,0.011033518695286345,1128.0,157.12415473121885,871.3333333333334,59.87765303795175,3,"[11, 12, 13]"
random,0.5580858376836484,0.011033518695286345,1128.0,157.12415473121885,871.3333333333334,59.87765303795175,3,"[11, 12, 13]"
unblocked,0.5580858376836484,0.011033518695286345,1128.0,157.12415473121885,871.3333333333334,59.87765303795175,3,"[11, 12, 13]"
