experiment,variant,dataset,stage,method,log_partition_mean,log_partition_std,leaf_mean,leaf_std,sum_mean,sum_std,product_mean,product_std,nodes_mean,nodes_std,parameters_mean,parameters_std,optimizer_steps_mean,optimizer_steps_std,epochs_run_mean,epochs_run_std,best_epoch_mean,best_epoch_std,checkpoint_nll_mean,checkpoint_nll_std,fit_s_mean,fit_s_std,final_train_nll_mean,final_train_nll_std,lr_mean,lr_std,epochs_budget_mean,epochs_budget_std,batch_size_mean,batch_size_std,n_seeds,seeds,axis:variant,shortcut_auroc_mean,shortcut_auroc_std,shortcut_channel_mean,shortcut_channel_std,shortcut_n_dev_mean,shortcut_n_dev_std,shortcut_n_eval_mean,shortcut_n_eval_std,shortcut_features_mean,shortcut_features_std,oracle_max_error_mean,oracle_max_error_std,query_s_mean,query_s_std,warmup_s_mean,warmup_s_std,n_mean,n_std,n_observed_mean,n_observed_std,n_observed_min_mean,n_observed_min_std,n_observed_max_mean,n_observed_max_std,cost_passes_mean,cost_passes_std,cost_node_visits_mean,cost_node_visits_std,cost_boundary_visits_mean,cost_boundary_visits_std,cost_n_masks_mean,cost_n_masks_std,cost_seconds_mean,cost_seconds_std,cost_node_evaluations_mean,cost_node_evaluations_std,cost_boundary_elements_mean,cost_boundary_elements_std,cost_output_elements_mean,cost_output_elements_std,cost_peak_boundary_bytes_mean,cost_peak_boundary_bytes_std,empirical_log_dependence_mean_mean,empirical_log_dependence_mean_std,empirical_log_dependence_abs_mean_mean,empirical_log_dependence_abs_mean_std,empirical_log_dependence_sd_mean,empirical_log_dependence_sd_std,empirical_log_dependence_q05_mean,empirical_log_dependence_q05_std,empirical_log_dependence_q95_mean,empirical_log_dependence_q95_std,alpha_mean,alpha_std,calibration_n_mean,calibration_n_std,threshold_mean,threshold_std,score_range_mean,score_range_std,fpr_mean,fpr_std,power_mean,power_std,auroc_mean,auroc_std,ap_mean,ap_std,auroc[decouple]_mean,auroc[decouple]_std,auroc[desync]_mean,auroc[desync]_std,auroc[drift]_mean,auroc[drift]_std,auroc[offset]_mean,auroc[offset]_std,auroc[spike]_mean,auroc[spike]_std,loc_ap_mean,loc_ap_std,loc_ap_n_mean,loc_ap_n_std,loc_n_no_observed_target_mean,loc_n_no_observed_target_std,loc_n_all_observed_are_targets_mean,loc_n_all_observed_are_targets_std,loc_n_ambiguous_mean,loc_n_ambiguous_std,loc_n_unique_mean,loc_n_unique_std,loc_n_abstained_no_alarm_mean,loc_n_abstained_no_alarm_std,loc_unique_top1_accuracy_mean,loc_unique_top1_accuracy_std,end_to_end_unique_top1_mean,end_to_end_unique_top1_std
diagnosis_fd001,unblocked,cmapss:FD001,diagnosis,independent | random1:1 | circuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"[11, 12, 13]",unblocked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10000000000000002,1.6996749443881478e-17,10.0,0.0,105.56270345052083,21.980340054203808,1024.8817138671875,136.23383873690574,0.08891437485345233,0.0585978102495261,0.48820730132387985,0.08017630201495268,0.7652600160180302,0.008975354425802043,0.8136963003251205,0.009543644223455303,0.5197895277611049,0.022169937463978488,0.5165388998537672,0.013503737119666464,0.9864984324306064,0.0076273511815689215,0.9725335722700853,0.004050461385771432,0.8391722392266141,0.028251223705628502,0.6759187387050516,0.01582688091125795,426.6666666666667,31.182259913824932,9.0,2.6457513110645907,0.0,0.0,0.0,0.0,426.6666666666667,31.182259913824932,215.66666666666666,49.702447961175245,0.6292955910522954,0.016218940215744177,0.4506707681790994,0.05628361715602135
diagnosis_fd001,unblocked,cmapss:FD001,diagnosis,marginal_max | random1:1 | circuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"[11, 12, 13]",unblocked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10000000000000002,1.6996749443881478e-17,10.0,0.0,29.58094024658203,2.881156453619983,530.6503194173177,67.93725594634445,0.10331599666792612,0.05770670741503202,0.6127768510767888,0.03608766373647293,0.7917327332188773,0.0055170223966452235,0.8511735720781264,0.0035846189290235,0.5178889696271709,0.02527333312610718,0.5227689709422073,0.02463992309660923,0.9990333669857933,0.0012619563986124046,0.9969049666846591,0.003720299910640946,0.9294015728683829,0.019390019315237893,0.6759187387050516,0.01582688091125795,426.6666666666667,31.182259913824932,9.0,2.6457513110645907,0.0,0.0,0.0,0.0,426.6666666666667,31.182259913824932,161.33333333333334,27.15388247255507,0.6292955910522954,0.016218940215744177,0.564170729504688,0.006820742923830391
diagnosis_fd001,unblocked,cmapss:FD001,diagnosis,conditional_max | random1:1 | circuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"[11, 12, 13]",unblocked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10000000000000002,1.6996749443881478e-17,10.0,0.0,27.330668131510418,2.327352271713176,532.0554402669271,67.49242778031069,0.07081847608240767,0.06663693199199917,0.669971688711081,0.03348657824543816,0.8326505902483827,0.007463334070711074,0.8840531024988496,0.004574874480119823,0.514039243319758,0.00982270722419966,0.7327155218101596,0.01971484896137469,1.0,0.0,1.0,0.0,0.9305794107991066,0.02476178580299479,0.7360250349465,0.006645668203764921,426.6666666666667,31.182259913824932,9.0,2.6457513110645907,0.0,0.0,0.0,0.0,426.6666666666667,31.182259913824932,135.66666666666666,19.5021366350801,0.6976066986949224,0.008117663347857849,0.6371878154951155,0.01978868195174925
diagnosis_fd001,unblocked,cmapss:FD001,diagnosis,relational_max | random1:1 | circuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"[11, 12, 13]",unblocked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10000000000000002,1.6996749443881478e-17,10.0,0.0,4.373935699462891,0.525801621658264,101.67987060546875,5.046506253218072,0.04786272244367203,0.025305574083617763,0.5049109617860369,0.03690737564465649,0.7634360384538157,0.013372113129051849,0.8260830837039376,0.011543415416371782,0.5015847182454531,0.01403909028852012,0.7894399134241562,0.032698917391678406,0.993175380009133,0.007581125484506283,0.9581125826993482,0.02775090989528549,0.5915155802406841,0.021979823276207542,0.551242471150855,0.020834388605771754,426.6666666666667,31.182259913824932,9.0,2.6457513110645907,0.0,0.0,37.666666666666664,31.374086972106983,389.0,61.48983655857283,195.0,24.55605831561735,0.5542396772676864,0.03450560979216795,0.40807323273126794,0.06615106794266937
diagnosis_fd001,unblocked,cmapss:FD001,diagnosis,query random3:5-8-14 | circuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"[11, 12, 13]",unblocked,,,,,,,,,,,0.0,0.0,0.4146049166677888,0.03350711714541214,0.1398952613332464,0.003018117544361545,871.3333333333334,59.87765303795175,12.0,0.0,12.0,0.0,12.0,0.0,50.0,0.0,1196050.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,521079116.6666667,35808333.4580211,0.0,0.0,13070.0,898.1647955692764,0.0,0.0,20.87781270345052,2.5956677559828156,20.92486000061035,2.6290760392682317,12.29768435160319,1.8021631441579928,3.41015895207723,0.22831963060025406,43.35076395670573,5.941041329537803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diagnosis_fd001,unblocked,cmapss:FD001,diagnosis,joint | random3:5-8-14 | circuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"[11, 12, 13]",unblocked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10000000000000002,1.6996749443881478e-17,10.0,0.0,28.38603146870931,5.633978699859789,1025.2946166992188,217.77084635727476,0.11832361208472086,0.0712867860562542,0.6037748250235996,0.0643753636914591,0.7953347666918152,0.007841663793380825,0.8449747109164981,0.007565677401213444,0.5062501122021454,0.015613210387134573,0.642019622766402,0.023694477690337324,0.9878305484409747,0.010149537353116944,0.9876064979793272,0.007141813643893451,0.8653145860055886,0.035520367359591624,0.7363809241016148,0.010736668315997129,403.3333333333333,29.19474838619667,32.333333333333336,2.0816659994661326,0.0,0.0,0.0,0.0,403.3333333333333,29.19474838619667,143.66666666666666,22.007574453658755,0.6857285322429582,0.01841365632128414,0.542631998195464,0.034955198997482485
diagnosis_fd001,unblocked,cmapss:FD001,diagnosis,independent | random3:5-8-14 | circuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"[11, 12, 13]",unblocked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10000000000000002,1.6996749443881478e-17,10.0,0.0,64.22495524088542,2.7895419879843235,933.5256754557291,210.3951259295317,0.11295977496757222,0.022054685350871357,0.5015043333564165,0.0341399943315818,0.7535919078848369,0.011505939406089878,0.8041797641106218,0.01024607449515881,0.5191069227554509,0.03195014248807305,0.5142274068208711,0.011048918219496993,0.9720982271285852,0.008484243794609556,0.9591413203016076,0.010191449892092114,0.8108384333760185,0.026819332595267153,0.6896158145286991,0.011494105090987196,403.3333333333333,29.19474838619667,32.333333333333336,2.0816659994661326,0.0,0.0,0.0,0.0,403.3333333333333,29.19474838619667,189.0,26.90724809414742,0.6334243119718125,0.007635361845990571,0.4456059996768358,0.026442948227701418
diagnosis_fd001,unblocked,cmapss:FD001,diagnosis,marginal_max | random3:5-8-14 | circuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"[11, 12, 13]",unblocked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10000000000000002,1.6996749443881478e-17,10.0,0.0,30.13323402404785,4.114743176447918,530.1084798177084,67.60030263481882,0.09607938661978761,0.06417065596331484,0.5772865790073676,0.05268604744780847,0.7735068994530526,0.01048921417737619,0.8374622479063824,0.0069300077892483,0.5062322073766979,0.025155119349314584,0.5003501413909317,0.006223354385025015,0.9890093485985233,0.00814933459782909,0.9851717651342721,0.005134483507085149,0.8949191953272152,0.036679917095274635,0.6896158145286991,0.011494105090987196,403.3333333333333,29.19474838619667,32.333333333333336,2.0816659994661326,0.0,0.0,0.0,0.0,403.3333333333333,29.19474838619667,154.0,21.656407827707714,0.6334243119718125,0.007635361845990571,0.5331679445421091,0.01697658385736584
diagnosis_fd001,unblocked,cmapss:FD001,diagnosis,conditional_max | random3:5-8-14 | circuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"[11, 12, 13]",unblocked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10000000000000002,1.6996749443881478e-17,10.0,0.0,27.85100746154785,3.7237196925314247,531.2586873372396,67.94434496250246,0.08134666324873964,0.07281293504642136,0.632309575095785,0.03716576014126843,0.8089149360942173,0.002264515768398756,0.8662769603870087,0.0020054035256365423,0.5123745999966464,0.017747986880397852,0.6619673609123068,0.013009116623053452,0.9910984648342002,0.008020215685389374,0.9934544034412099,0.004024452316709664,0.897908431465621,0.02257346233119882,0.7363809241016148,0.010736668315997129,403.3333333333333,29.19474838619667,32.333333333333336,2.0816659994661326,0.0,0.0,0.0,0.0,403.3333333333333,29.19474838619667,128.66666666666666,8.082903768654761,0.6857285322429582,0.01841365632128414,0.5926797236338719,0.006480001829385198
diagnosis_fd001,unblocked,cmapss:FD001,diagnosis,relational_max | random3:5-8-14 | circuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"[11, 12, 13]",unblocked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10000000000000002,1.6996749443881478e-17,10.0,0.0,4.130279699961345,1.1046378028993291,91.01573689778645,12.498387266004048,0.050566205529995335,0.03560411513168182,0.4718225123950475,0.00714565089298591,0.7374637798262124,0.015479213712718603,0.8054887625866599,0.014023815816515304,0.5068287189907755,0.029093210873160986,0.7401761439791251,0.03809704450447813,0.9604455566358429,0.014661890667094335,0.9226853126401364,0.037233368599438765,0.5721891499210415,0.014819580230208426,0.5515609940909229,0.025455377256734975,403.3333333333333,29.19474838619667,32.333333333333336,2.0816659994661326,0.0,0.0,44.333333333333336,36.47373484212075,359.0,65.18435395092905,188.0,23.302360395462088,0.5383803376562076,0.0405387524229268,0.3484267613967011,0.0603280351760928
diagnosis_fd001,unblocked,cmapss:FD001,diagnosis,query random7:3-4-8-10-11-12-14 | circuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"[11, 12, 13]",unblocked,,,,,,,,,,,0.0,0.0,0.3151069473327273,0.022099910813458665,0.12826065066716788,0.002762168342874055,871.3333333333334,59.87765303795175,8.0,0.0,8.0,0.0,8.0,0.0,34.0,0.0,813314.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,354333799.3333333,24349666.75145435,0.0,0.0,13070.0,898.1647955692764,0.0,0.0,13.140132904052734,3.264699450358148,13.271038055419922,3.3072487888989706,8.2651317914327,1.307207972427606,1.112525184949239,0.6791101552934793,28.135826110839844,5.347456136184146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diagnosis_fd001,unblocked,cmapss:FD001,diagnosis,joint | random7:3-4-8-10-11-12-14 | circuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"[11, 12, 13]",unblocked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10000000000000002,1.6996749443881478e-17,10.0,0.0,124.9958267211914,11.51468904930914,622.5350646972656,143.11068487856755,0.12127044023629052,0.11047648698814073,0.5441850086642831,0.10246233635717245,0.7569556168970432,0.012597160443345976,0.816681165862513,0.012544563955953374,0.5040380418622908,0.015936291995775603,0.5938712930875191,0.022676638803609848,0.9509667467108578,0.012389619450500381,0.9271959631255738,0.008166978187285361,0.8199590449108781,0.04031297200749974,0.8090734297818853,0.0035873328915400106,331.0,20.29778313018444,104.66666666666667,11.239810200058244,0.0,0.0,0.0,0.0,331.0,20.29778313018444,109.33333333333333,29.67041174863155,0.7461538899417103,0.0017333234899428777,0.48700855656163017,0.043104775897843346
diagnosis_fd001,unblocked,cmapss:FD001,diagnosis,independent | random7:3-4-8-10-11-12-14 | circuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"[11, 12, 13]",unblocked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10000000000000002,1.6996749443881478e-17,10.0,0.0,146.63867696126303,14.14183749232289,594.4969787597656,84.56729020871511,0.10887478521527878,0.06748649657122975,0.45402454832944766,0.09982400773179087,0.7213505165856159,0.00968375412493546,0.7763539150077379,0.01048820341613275,0.5176278275776619,0.0270780389962001,0.4942681936135016,0.011539867106873622,0.9198939227701804,0.005763972070322245,0.8926330795783158,0.0069564202735183,0.7895347154499506,0.03458559072168018,0.7674990149488753,0.024105740294156686,331.0,20.29778313018444,104.66666666666667,11.239810200058244,0.0,0.0,0.0,0.0,331.0,20.29778313018444,146.33333333333334,41.956326499508194,0.6915714295348833,0.02662860288896408,0.39597899513755336,0.062163567635303
diagnosis_fd001,unblocked,cmapss:FD001,diagnosis,marginal_max | random7:3-4-8-10-11-12-14 | circuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"[11, 12, 13]",unblocked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10000000000000002,1.6996749443881478e-17,10.0,0.0,31.269459406534832,3.865698798859403,420.8198649088542,46.8860370127735,0.06446834023600705,0.061050308411299006,0.50262657972821,0.059417114632697735,0.7411020362847776,0.006123431504645097,0.8111569225978319,0.006210283101547033,0.5124718064132788,0.01529193756250421,0.4851806284702829,0.009517352275610413,0.9499236676758477,0.0013476891696784054,0.9156602358511927,0.00765021776174772,0.8500308110755235,0.026306097009544928,0.7674990149488753,0.024105740294156686,331.0,20.29778313018444,104.66666666666667,11.239810200058244,0.0,0.0,0.0,0.0,331.0,20.29778313018444,120.33333333333333,24.583192089989726,0.6915714295348833,0.02662860288896408,0.46554612115903365,0.02360773722242791
